vec3(-9.097569, 0.000000, -27.626369)
vec4(0.708231, -0.584900, -17.580669, 1.000000)
vec4(-0.042669, -0.567400, -17.606369, 1.000000)
vec4(0.708530, -0.757300, -17.580669, 1.000000)
vec4(-0.042469, -0.734400, -17.606369, 1.000000)
vec4(-0.748969, -0.713900, -17.630569, 1.000000)
vec4(0.708831, -0.930000, -17.580669, 1.000000)
vec4(-0.042170, -0.901700, -17.606369, 1.000000)
vec4(-0.748770, -0.876300, -17.630569, 1.000000)
vec4(0.709130, -1.102800, -17.580669, 1.000000)
vec4(-0.041869, -1.069200, -17.606369, 1.000000)
vec4(-0.748569, -1.039000, -17.630569, 1.000000)
vec4(1.511431, -1.319500, -17.553169, 1.000000)
vec4(0.709431, -1.276000, -17.580570, 1.000000)
vec4(-0.041670, -1.237000, -17.606369, 1.000000)
vec4(-0.748269, -1.201900, -17.630569, 1.000000)
vec4(-1.416269, -1.170400, -17.653469, 1.000000)
vec4(1.511830, -1.499000, -17.553070, 1.000000)
vec4(0.709730, -1.449500, -17.580570, 1.000000)
vec4(-0.041369, -1.405100, -17.606369, 1.000000)
vec4(-0.748070, -1.365200, -17.630569, 1.000000)
vec4(-1.416070, -1.329300, -17.653469, 1.000000)
vec4(0.709930, -1.623300, -17.580570, 1.000000)
vec4(-0.688869, -1.460900, -18.465969, 1.000000)
vec4(-0.747869, -1.528700, -17.630569, 1.000000)
vec4(-1.415869, -1.488500, -17.653469, 1.000000)
vec4(-0.685069, -1.541800, -19.294270, 1.000000)
vec4(-0.688569, -1.617700, -18.465969, 1.000000)
vec4(-0.747569, -1.692700, -17.630569, 1.000000)
vec4(-1.415669, -1.648100, -17.653469, 1.000000)
vec4(-0.696569, -1.689300, -19.308571, 1.000000)
vec4(-0.688370, -1.774800, -18.465969, 1.000000)
vec4(-0.747370, -1.857000, -17.630569, 1.000000)
vec4(-1.415370, -1.808000, -17.653469, 1.000000)
vec4(-0.685069, -1.841800, -19.294868, 1.000000)
vec4(-0.688169, -1.932400, -18.465969, 1.000000)
vec4(-0.747169, -2.021900, -17.630569, 1.000000)
vec4(-1.415169, -1.968500, -17.653469, 1.000000)
vec4(-0.685069, -1.992500, -19.295170, 1.000000)
vec4(-0.687869, -2.090500, -18.465969, 1.000000)
vec4(-0.685069, -2.143700, -19.295368, 1.000000)
vec4(-0.687670, -2.249100, -18.465969, 1.000000)
vec4(-0.685069, -2.295400, -19.295670, 1.000000)
vec4(-0.905769, -2.345800, -18.755770, 1.000000)
