vec3(-2.252461, 0.000000, -38.652016)
vec4(-27.903416, 3.138100, -86.161987, 1.000000)
vec4(-32.178917, 4.068200, -89.202789, 1.000000)
vec4(-30.625717, 3.838600, -89.288589, 1.000000)
vec4(-28.240818, 3.427000, -88.729393, 1.000000)
vec4(-24.818417, 2.773200, -87.241989, 1.000000)
vec4(-25.023216, 2.898400, -88.123093, 1.000000)
vec4(-24.452816, 2.856300, -88.444588, 1.000000)
vec4(-23.344818, 3.297600, -92.808487, 1.000000)
vec4(-23.788816, 2.793000, -88.660294, 1.000000)
vec4(-32.548717, 6.302700, -106.668694, 1.000000)
vec4(-25.966217, 4.518000, -99.194794, 1.000000)
vec4(-23.947117, 2.932200, -89.612793, 1.000000)
vec4(-24.277117, 3.130000, -90.821892, 1.000000)
vec4(-24.800716, 4.392700, -99.095688, 1.000000)
vec4(-23.380318, 3.020400, -90.810791, 1.000000)
vec4(-22.544416, 2.922400, -90.800095, 1.000000)
vec4(-23.336117, 4.146700, -98.361191, 1.000000)
vec4(-22.902317, 4.621200, -101.487190, 1.000000)
vec4(-22.000416, 4.612100, -101.816193, 1.000000)
vec4(-22.534718, 4.132800, -98.686989, 1.000000)
vec4(-26.672016, 7.452900, -116.767395, 1.000000)
vec4(-17.016617, 5.155100, -106.298294, 1.000000)
vec4(-24.583517, 7.097200, -115.412994, 1.000000)
vec4(-23.250017, 7.144400, -116.085190, 1.000000)
vec4(-26.396915, 10.499700, -134.315186, 1.000000)
vec4(-3.465317, 2.868500, -91.644089, 1.000000)
vec4(-3.414217, 2.728300, -90.688293, 1.000000)
vec4(-4.794217, 2.075600, -87.246292, 1.000000)
vec4(-4.831817, 2.166400, -87.905289, 1.000000)
vec4(-3.239417, 2.012800, -85.213089, 1.000000)
vec4(-3.336017, 2.382900, -88.235092, 1.000000)
vec4(-3.212916, 1.961700, -84.718193, 1.000000)
vec4(-3.187716, 1.915700, -84.246292, 1.000000)
vec4(-3.299817, 2.295700, -87.559792, 1.000000)
vec4(-3.163517, 1.874300, -83.794693, 1.000000)
vec4(-4.517817, 1.553700, -82.601593, 1.000000)
vec4(-3.117917, 1.803500, -82.942291, 1.000000)
vec4(-3.303117, 2.208200, -86.894791, 1.000000)
vec4(-3.107117, 1.771500, -82.532494, 1.000000)
vec4(-2.006416, 1.954600, -82.584595, 1.000000)
vec4(-3.271717, 2.138300, -86.307594, 1.000000)
vec4(-0.620216, 2.188900, -82.658791, 1.000000)
vec4(-3.267317, 2.069400, -85.734093, 1.000000)
vec4(1.150884, 2.491700, -82.753593, 1.000000)
vec4(3.500683, 2.897500, -82.879288, 1.000000)
vec4(8.647384, 3.775600, -82.692688, 1.000000)
vec4(8.604184, 3.804300, -83.501595, 1.000000)
vec4(8.690183, 3.752400, -81.892990, 1.000000)
vec4(8.732684, 3.734600, -81.099991, 1.000000)
vec4(-3.433416, 1.530800, -78.237289, 1.000000)
vec4(8.774884, 3.722200, -80.311394, 1.000000)
vec4(-5.713717, 1.127000, -78.050690, 1.000000)
vec4(8.816884, 3.715000, -79.524994, 1.000000)
vec4(-4.434317, 1.356100, -77.683388, 1.000000)
vec4(8.858983, 3.713000, -78.738594, 1.000000)
vec4(-4.458117, 1.356100, -77.395187, 1.000000)
vec4(-4.492717, 1.356100, -77.107788, 1.000000)
vec4(-4.594417, 1.356100, -76.536690, 1.000000)
vec4(-4.538217, 1.356100, -76.821487, 1.000000)
vec4(-4.661517, 1.356100, -76.253891, 1.000000)
vec4(-5.156017, 1.356100, -74.883888, 1.000000)
vec4(-4.739317, 1.356100, -75.973488, 1.000000)
vec4(-5.286017, 1.356100, -74.621490, 1.000000)
vec4(-4.827717, 1.356100, -75.695892, 1.000000)
vec4(-5.426117, 1.356100, -74.363991, 1.000000)
vec4(-4.926717, 1.356100, -75.421494, 1.000000)
vec4(-5.576017, 1.356100, -74.111588, 1.000000)
vec4(-5.036217, 1.356100, -75.150688, 1.000000)
vec4(-5.735717, 1.356100, -73.864891, 1.000000)
