vec3(-8.434657, 0.000000, -107.853958)
vec4(-33.124908, 2.919800, -154.912827, 1.000000)
vec4(-38.558212, 4.064600, -158.534836, 1.000000)
vec4(-37.368111, 3.908300, -158.841934, 1.000000)
vec4(-36.731911, 3.866500, -159.424637, 1.000000)
vec4(-36.108810, 3.831000, -159.995941, 1.000000)
vec4(-37.317410, 4.203000, -161.921829, 1.000000)
vec4(-28.688410, 2.987200, -160.961227, 1.000000)
vec4(-29.332809, 3.334400, -162.936234, 1.000000)
vec4(-31.718510, 3.057100, -158.541428, 1.000000)
vec4(-30.085609, 3.759100, -165.340836, 1.000000)
vec4(-31.923010, 3.203600, -159.585632, 1.000000)
vec4(-29.241009, 3.701900, -165.496338, 1.000000)
vec4(-30.560410, 2.984600, -159.239532, 1.000000)
vec4(-30.943810, 3.193300, -160.536133, 1.000000)
vec4(-36.780708, 6.654400, -180.456024, 1.000000)
vec4(-30.081209, 3.097000, -160.600540, 1.000000)
vec4(-32.838509, 5.616900, -175.906738, 1.000000)
vec4(-28.540508, 2.811600, -159.800934, 1.000000)
vec4(-30.070610, 4.912800, -172.824341, 1.000000)
vec4(-28.436409, 8.510800, -194.730637, 1.000000)
vec4(-29.270409, 11.157300, -209.830032, 1.000000)
vec4(-28.899710, 4.815700, -172.743530, 1.000000)
vec4(-28.699209, 5.189200, -175.101532, 1.000000)
vec4(-28.192209, 5.483800, -177.053741, 1.000000)
vec4(-31.370310, 8.151200, -191.883530, 1.000000)
vec4(-30.082710, 8.426500, -193.853531, 1.000000)
vec4(4.515591, 9.721100, -197.724640, 1.000000)
vec4(20.369289, 10.718600, -194.429840, 1.000000)
vec4(22.323391, 10.777000, -193.192139, 1.000000)
vec4(39.891289, 12.594000, -188.917130, 1.000000)
vec4(42.364189, 12.796300, -187.330032, 1.000000)
vec4(36.901890, 13.077000, -197.021133, 1.000000)
vec4(-10.905510, 1.515100, -152.066635, 1.000000)
vec4(-9.458210, 1.708100, -151.666229, 1.000000)
vec4(2.258091, 4.137700, -158.965530, 1.000000)
vec4(-9.457210, 1.680500, -151.273041, 1.000000)
vec4(-9.459310, 1.739200, -152.073227, 1.000000)
vec4(-9.456209, 1.656000, -150.891632, 1.000000)
vec4(-10.880209, 1.329000, -149.161926, 1.000000)
vec4(-9.455310, 1.634500, -150.520737, 1.000000)
vec4(-10.897510, 1.316500, -148.871826, 1.000000)
vec4(-9.454309, 1.615800, -150.158737, 1.000000)
vec4(-10.896810, 1.309300, -148.589035, 1.000000)
vec4(-10.873209, 1.341700, -149.455338, 1.000000)
vec4(-10.896110, 1.303900, -148.308838, 1.000000)
vec4(-10.893909, 1.299000, -147.476334, 1.000000)
vec4(-10.895410, 1.300400, -148.030533, 1.000000)
vec4(-10.893209, 1.301000, -147.198837, 1.000000)
vec4(-10.894609, 1.298800, -147.753326, 1.000000)
vec4(-10.892509, 1.304900, -146.920029, 1.000000)
vec4(-10.861810, 1.344900, -145.768127, 1.000000)
vec4(-10.891709, 1.310700, -146.639038, 1.000000)
vec4(-9.441110, 1.619700, -145.051834, 1.000000)
vec4(-10.891009, 1.318400, -146.355240, 1.000000)
vec4(-9.440109, 1.639100, -144.687134, 1.000000)
vec4(-9.439210, 1.661200, -144.313034, 1.000000)
vec4(-10.870609, 1.331600, -146.063339, 1.000000)
vec4(-9.438210, 1.686400, -143.928040, 1.000000)
vec4(-9.436110, 1.746800, -143.118729, 1.000000)
vec4(-9.437110, 1.714800, -143.530533, 1.000000)
vec4(-9.435010, 1.782500, -142.690628, 1.000000)
vec4(-7.221609, 2.540400, -138.356140, 1.000000)
vec4(2.320091, 4.250600, -135.053040, 1.000000)
vec4(-8.026310, 2.433800, -138.354126, 1.000000)
vec4(-10.869909, 1.562600, -142.731430, 1.000000)
vec4(-8.767110, 2.338800, -138.352127, 1.000000)
vec4(-9.453409, 2.254100, -138.350433, 1.000000)
vec4(-5.488810, 2.772300, -138.443832, 1.000000)
vec4(-10.092609, 2.178300, -138.348740, 1.000000)
vec4(-6.342110, 2.660800, -138.358429, 1.000000)
vec4(-10.482409, 2.168500, -138.090637, 1.000000)
vec4(-10.480410, 2.275700, -137.318130, 1.000000)
vec4(-10.478209, 2.397700, -136.463928, 1.000000)
vec4(-10.526810, 3.338000, -130.325729, 1.000000)
