vec3(-36.198112, 0.000000, -362.265015)
vec4(-60.888069, 2.920500, -409.323395, 1.000000)
vec4(-66.321671, 4.065800, -412.945496, 1.000000)
vec4(-65.131470, 3.909500, -413.252594, 1.000000)
vec4(-64.495270, 3.867800, -413.835205, 1.000000)
vec4(-63.872169, 3.832300, -414.406403, 1.000000)
vec4(-65.080872, 4.204600, -416.332397, 1.000000)
vec4(-59.481167, 3.058100, -412.951508, 1.000000)
vec4(-59.685570, 3.204700, -413.995514, 1.000000)
vec4(-58.321468, 2.985300, -413.648010, 1.000000)
vec4(-58.704567, 3.194100, -414.944092, 1.000000)
vec4(-57.844067, 3.098300, -415.010498, 1.000000)
vec4(-56.303669, 2.812900, -414.211304, 1.000000)
vec4(-56.451569, 2.988600, -415.371704, 1.000000)
vec4(-57.095768, 3.335900, -417.346100, 1.000000)
vec4(-57.848667, 3.760900, -419.751007, 1.000000)
vec4(-57.004066, 3.703800, -419.906494, 1.000000)
vec4(-64.543167, 6.657700, -434.864502, 1.000000)
vec4(-60.604668, 5.621100, -430.322510, 1.000000)
vec4(-57.832169, 4.914800, -427.230591, 1.000000)
vec4(-56.662067, 4.817900, -427.151306, 1.000000)
vec4(-56.456566, 5.189200, -429.495819, 1.000000)
vec4(-55.954967, 5.486600, -431.461914, 1.000000)
vec4(-59.133167, 8.155700, -446.291809, 1.000000)
vec4(-57.847569, 8.432600, -448.269104, 1.000000)
vec4(-56.201069, 8.517000, -449.146118, 1.000000)
vec4(-57.033466, 11.163800, -464.237000, 1.000000)
vec4(-23.213068, 9.741700, -452.211395, 1.000000)
vec4(-7.377167, 10.728600, -448.860291, 1.000000)
vec4(9.146534, 13.084500, -451.437988, 1.000000)
vec4(12.140034, 12.601300, -443.335510, 1.000000)
vec4(14.605133, 12.801700, -441.742615, 1.000000)
vec4(-38.668770, 1.515600, -406.477692, 1.000000)
vec4(-25.504868, 4.139100, -413.376404, 1.000000)
vec4(-37.222569, 1.739700, -406.484192, 1.000000)
vec4(-37.221466, 1.708600, -406.077301, 1.000000)
vec4(-37.220467, 1.680900, -405.683990, 1.000000)
vec4(-37.219566, 1.656400, -405.302612, 1.000000)
vec4(-37.218567, 1.634900, -404.931702, 1.000000)
vec4(-37.217667, 1.616200, -404.569702, 1.000000)
vec4(-38.636467, 1.342000, -403.866302, 1.000000)
vec4(-38.643368, 1.329300, -403.572906, 1.000000)
vec4(-38.660969, 1.316700, -403.282806, 1.000000)
vec4(-38.660168, 1.309400, -402.999908, 1.000000)
vec4(-38.659470, 1.304000, -402.719818, 1.000000)
vec4(-38.658768, 1.300500, -402.441498, 1.000000)
vec4(-38.658066, 1.298800, -402.164215, 1.000000)
vec4(-38.657368, 1.299000, -401.887207, 1.000000)
vec4(-38.656670, 1.301000, -401.609711, 1.000000)
vec4(-38.655968, 1.304800, -401.330902, 1.000000)
vec4(-38.655266, 1.310600, -401.050018, 1.000000)
