vec3(-2.874303, 0.000000, -20.359245)
vec4(1.762297, -1.482000, -17.821245, 1.000000)
vec4(1.769597, -1.505800, -18.144245, 1.000000)
vec4(1.760897, -1.557400, -17.822645, 1.000000)
vec4(1.771797, -1.580200, -18.142345, 1.000000)
vec4(1.773997, -1.655100, -18.140345, 1.000000)
vec4(1.776197, -1.730600, -18.138445, 1.000000)
vec4(1.778397, -1.806600, -18.136446, 1.000000)
vec4(1.780997, -1.883200, -18.134146, 1.000000)
vec4(1.785097, -1.961100, -18.130445, 1.000000)
vec4(1.789197, -2.039700, -18.126644, 1.000000)
vec4(1.613697, -2.302600, -16.846546, 1.000000)
vec4(1.402997, -2.302600, -16.681845, 1.000000)
vec4(1.186297, -2.302600, -16.525146, 1.000000)
vec4(0.963797, -2.302600, -16.376745, 1.000000)
vec4(0.735897, -2.302600, -16.236845, 1.000000)
vec4(1.793397, -2.119000, -18.122946, 1.000000)
vec4(1.837097, -2.302600, -17.387846, 1.000000)
vec4(1.646597, -2.302600, -17.214346, 1.000000)
vec4(1.449697, -2.302600, -17.048046, 1.000000)
vec4(1.246697, -2.302600, -16.889345, 1.000000)
vec4(1.037897, -2.302600, -16.738445, 1.000000)
vec4(0.823597, -2.302600, -16.595446, 1.000000)
vec4(1.797497, -2.198900, -18.119246, 1.000000)
vec4(1.847097, -2.302600, -17.738544, 1.000000)
vec4(1.669797, -2.302600, -17.564445, 1.000000)
vec4(1.486097, -2.302600, -17.397045, 1.000000)
vec4(1.296197, -2.302600, -17.236746, 1.000000)
vec4(1.100397, -2.302600, -17.083645, 1.000000)
vec4(0.898997, -2.302600, -16.938046, 1.000000)
vec4(0.692297, -2.302600, -16.800144, 1.000000)
vec4(1.798997, -2.278400, -18.117945, 1.000000)
vec4(1.683997, -2.302600, -17.898245, 1.000000)
vec4(1.512797, -2.302600, -17.730145, 1.000000)
vec4(1.335397, -2.302600, -17.568546, 1.000000)
vec4(1.152097, -2.302600, -17.413746, 1.000000)
vec4(0.962997, -2.302600, -17.265945, 1.000000)
vec4(0.768597, -2.302600, -17.125345, 1.000000)
vec4(1.842497, -2.302600, -18.391544, 1.000000)
vec4(1.689797, -2.302600, -18.217045, 1.000000)
vec4(1.530597, -2.302600, -18.048445, 1.000000)
vec4(1.365097, -2.302600, -17.885944, 1.000000)
vec4(1.193697, -2.302600, -17.729845, 1.000000)
vec4(1.016597, -2.302600, -17.580246, 1.000000)
vec4(0.833897, -2.302600, -17.437445, 1.000000)
vec4(0.645997, -2.302600, -17.301544, 1.000000)
vec4(1.828997, -2.302600, -18.696045, 1.000000)
vec4(1.687697, -2.302600, -18.521845, 1.000000)
vec4(1.539897, -2.302600, -18.353046, 1.000000)
vec4(1.385997, -2.302600, -18.190044, 1.000000)
vec4(1.225997, -2.302600, -18.032845, 1.000000)
vec4(1.060197, -2.302600, -17.881845, 1.000000)
vec4(0.888897, -2.302600, -17.737144, 1.000000)
vec4(0.712197, -2.302600, -17.598946, 1.000000)
vec4(1.678297, -2.302600, -18.813446, 1.000000)
vec4(1.541497, -2.302600, -18.644846, 1.000000)
vec4(1.398497, -2.302600, -18.481445, 1.000000)
vec4(1.249397, -2.302600, -18.323645, 1.000000)
vec4(1.094597, -2.302600, -18.171545, 1.000000)
vec4(0.934097, -2.302600, -18.025345, 1.000000)
