vec3(-2.429132, 0.000000, -20.718861)
vec4(1.631468, -2.302600, -16.884762, 1.000000)
vec4(1.408968, -2.302600, -16.736361, 1.000000)
vec4(1.181068, -2.302600, -16.596460, 1.000000)
vec4(1.894868, -2.302600, -17.407661, 1.000000)
vec4(1.691868, -2.302600, -17.248960, 1.000000)
vec4(1.483068, -2.302600, -17.098061, 1.000000)
vec4(1.268769, -2.302600, -16.955061, 1.000000)
vec4(1.931269, -2.302600, -17.756660, 1.000000)
vec4(1.741368, -2.302600, -17.596361, 1.000000)
vec4(1.545568, -2.302600, -17.443260, 1.000000)
vec4(1.344168, -2.302600, -17.297661, 1.000000)
vec4(1.137469, -2.302600, -17.159760, 1.000000)
vec4(1.957969, -2.302600, -18.089760, 1.000000)
vec4(1.780569, -2.302600, -17.928162, 1.000000)
vec4(1.597269, -2.302600, -17.773361, 1.000000)
vec4(1.408169, -2.302600, -17.625561, 1.000000)
vec4(1.213768, -2.302600, -17.484961, 1.000000)
vec4(1.810268, -2.302600, -18.245560, 1.000000)
vec4(1.638868, -2.302600, -18.089460, 1.000000)
vec4(1.461768, -2.302600, -17.939861, 1.000000)
vec4(1.279068, -2.302600, -17.797060, 1.000000)
vec4(1.091168, -2.302600, -17.661160, 1.000000)
vec4(1.831169, -2.302600, -18.549660, 1.000000)
vec4(1.671168, -2.302600, -18.392460, 1.000000)
vec4(1.505368, -2.302600, -18.241461, 1.000000)
vec4(1.334069, -2.302600, -18.096760, 1.000000)
vec4(1.157368, -2.302600, -17.958561, 1.000000)
vec4(1.694569, -2.302600, -18.683260, 1.000000)
vec4(1.539768, -2.302600, -18.531160, 1.000000)
vec4(1.379268, -2.302600, -18.384960, 1.000000)
vec4(1.213469, -2.302600, -18.244862, 1.000000)
vec4(1.709868, -2.302600, -18.962561, 1.000000)
vec4(1.565469, -2.302600, -18.809660, 1.000000)
vec4(1.415468, -2.302600, -18.662260, 1.000000)
vec4(1.260068, -2.302600, -18.520660, 1.000000)
vec4(1.099369, -2.302600, -18.385061, 1.000000)
vec4(1.583068, -2.302600, -19.077660, 1.000000)
vec4(1.443069, -2.302600, -18.929461, 1.000000)
vec4(1.297668, -2.302600, -18.786560, 1.000000)
vec4(1.146969, -2.302600, -18.649361, 1.000000)
vec4(1.462668, -2.302600, -19.186960, 1.000000)
vec4(1.326968, -2.302600, -19.043161, 1.000000)
vec4(1.185869, -2.302600, -18.904560, 1.000000)
vec4(1.348269, -2.302600, -19.290861, 1.000000)
vec4(1.216469, -2.302600, -19.151260, 1.000000)
vec4(1.079568, -2.302600, -19.016760, 1.000000)
vec4(1.239269, -2.302600, -19.389761, 1.000000)
vec4(1.111368, -2.302600, -19.254160, 1.000000)
vec4(1.135468, -2.302600, -19.483961, 1.000000)
