vec3(-4.497762, 0.000000, -19.171185)
vec4(0.475538, -1.258700, -16.987286, 1.000000)
vec4(0.339338, -1.265200, -16.780685, 1.000000)
vec4(0.344038, -1.298300, -17.097885, 1.000000)
vec4(0.158938, -1.290500, -16.944485, 1.000000)
vec4(0.095138, -1.318900, -16.675983, 1.000000)
vec4(0.370138, -1.378900, -17.075985, 1.000000)
vec4(0.141838, -1.358300, -16.960085, 1.000000)
vec4(0.140638, -1.407000, -16.631485, 1.000000)
vec4(0.374638, -1.454300, -17.072285, 1.000000)
vec4(0.143938, -1.431800, -16.958084, 1.000000)
vec4(0.138838, -1.482000, -16.633184, 1.000000)
vec4(0.379138, -1.530100, -17.068485, 1.000000)
vec4(0.146138, -1.505800, -16.956184, 1.000000)
vec4(0.137438, -1.557400, -16.634584, 1.000000)
vec4(0.383638, -1.606500, -17.064684, 1.000000)
vec4(0.148338, -1.580200, -16.954285, 1.000000)
vec4(0.388238, -1.683400, -17.060884, 1.000000)
vec4(0.150538, -1.655100, -16.952284, 1.000000)
vec4(0.392838, -1.761000, -17.057085, 1.000000)
vec4(0.152738, -1.730600, -16.950384, 1.000000)
vec4(0.397538, -1.839200, -17.053085, 1.000000)
vec4(0.154938, -1.806600, -16.948385, 1.000000)
vec4(0.402438, -1.918100, -17.049084, 1.000000)
vec4(0.157538, -1.883200, -16.946085, 1.000000)
vec4(0.407338, -1.997700, -17.044985, 1.000000)
vec4(0.161638, -1.961100, -16.942385, 1.000000)
vec4(1.950238, -2.345900, -17.866385, 1.000000)
vec4(1.821038, -2.345900, -17.626385, 1.000000)
vec4(1.682938, -2.345900, -17.391384, 1.000000)
vec4(1.536138, -2.345900, -17.161785, 1.000000)
vec4(1.272338, -2.302600, -17.015884, 1.000000)
vec4(1.111738, -2.302600, -16.801985, 1.000000)
vec4(0.412338, -2.078000, -17.040785, 1.000000)
vec4(0.165738, -2.039700, -16.938583, 1.000000)
vec4(0.583238, -2.302600, -16.198586, 1.000000)
vec4(1.936738, -2.345900, -18.463085, 1.000000)
vec4(1.830038, -2.345900, -18.223083, 1.000000)
vec4(1.714438, -2.345900, -17.987284, 1.000000)
vec4(1.590038, -2.345900, -17.755985, 1.000000)
vec4(1.456938, -2.345900, -17.529585, 1.000000)
vec4(1.208338, -2.302600, -17.379585, 1.000000)
vec4(1.061438, -2.302600, -17.167786, 1.000000)
vec4(0.906638, -2.302600, -16.961685, 1.000000)
vec4(0.417338, -2.159000, -17.036585, 1.000000)
vec4(0.169938, -2.119000, -16.934885, 1.000000)
vec4(0.397538, -2.302600, -16.380283, 1.000000)
vec4(0.213638, -2.302600, -16.199785, 1.000000)
vec4(0.023138, -2.302600, -16.026285, 1.000000)
vec4(1.802338, -2.345900, -18.794485, 1.000000)
vec4(1.708138, -2.345900, -18.559385, 1.000000)
vec4(1.605238, -2.345900, -18.327885, 1.000000)
vec4(1.493738, -2.345900, -18.100485, 1.000000)
vec4(1.265438, -2.302600, -17.938185, 1.000000)
vec4(1.139538, -2.302600, -17.723785, 1.000000)
vec4(1.005638, -2.302600, -17.514284, 1.000000)
vec4(0.863938, -2.302600, -17.310085, 1.000000)
vec4(0.714738, -2.302600, -17.111284, 1.000000)
vec4(0.421038, -2.240200, -17.033485, 1.000000)
vec4(0.174038, -2.198900, -16.931185, 1.000000)
vec4(0.223638, -2.302600, -16.550484, 1.000000)
