vec3(-16.415680, 0.000000, -179.492203)
vec4(-41.105915, 2.919800, -226.551086, 1.000000)
vec4(-39.699516, 3.057100, -230.179688, 1.000000)
vec4(-46.539215, 4.064600, -230.173096, 1.000000)
vec4(-39.904015, 3.203600, -231.223892, 1.000000)
vec4(-45.349113, 3.908300, -230.480194, 1.000000)
vec4(-38.541416, 2.984600, -230.877792, 1.000000)
vec4(-44.712914, 3.866500, -231.062897, 1.000000)
vec4(-38.924816, 3.193300, -232.174393, 1.000000)
vec4(-44.089817, 3.831000, -231.634186, 1.000000)
vec4(-38.062218, 3.097000, -232.238800, 1.000000)
vec4(-45.298416, 4.203000, -233.560089, 1.000000)
vec4(-36.521515, 2.811600, -231.439194, 1.000000)
vec4(-36.669418, 2.987200, -232.599487, 1.000000)
vec4(-37.313816, 3.334400, -234.574493, 1.000000)
vec4(-38.051617, 4.912800, -244.462585, 1.000000)
vec4(-38.066616, 3.759100, -236.979095, 1.000000)
vec4(-36.880714, 4.815700, -244.381790, 1.000000)
vec4(-37.222015, 3.701900, -237.134598, 1.000000)
vec4(-36.680214, 5.189200, -246.739792, 1.000000)
vec4(-36.173218, 5.483800, -248.691986, 1.000000)
vec4(-44.761719, 6.654400, -252.094299, 1.000000)
vec4(-39.351318, 8.151200, -263.521790, 1.000000)
vec4(-40.819515, 5.616900, -247.544998, 1.000000)
vec4(-38.063717, 8.426500, -265.491791, 1.000000)
vec4(-36.417416, 8.510800, -266.368896, 1.000000)
vec4(-37.251415, 11.157300, -281.468292, 1.000000)
vec4(-3.465416, 9.721100, -269.362885, 1.000000)
vec4(12.388283, 10.718600, -266.068085, 1.000000)
vec4(14.342384, 10.777000, -264.830383, 1.000000)
vec4(31.910282, 12.594000, -260.555389, 1.000000)
vec4(28.920883, 13.077000, -268.659393, 1.000000)
vec4(34.383183, 12.796300, -258.968292, 1.000000)
vec4(-17.439217, 1.708100, -223.304489, 1.000000)
vec4(-18.886517, 1.515100, -223.704895, 1.000000)
vec4(-17.438217, 1.680500, -222.911301, 1.000000)
vec4(-17.437216, 1.656000, -222.529892, 1.000000)
vec4(-17.436317, 1.634500, -222.158997, 1.000000)
vec4(-5.722916, 4.137700, -230.603790, 1.000000)
vec4(-17.435316, 1.615800, -221.796997, 1.000000)
vec4(-18.854216, 1.341700, -221.093597, 1.000000)
vec4(-17.440315, 1.739200, -223.711487, 1.000000)
vec4(-18.861216, 1.329000, -220.800186, 1.000000)
vec4(-18.874916, 1.299000, -219.114594, 1.000000)
vec4(-18.878517, 1.316500, -220.510086, 1.000000)
vec4(-18.877815, 1.309300, -220.227295, 1.000000)
vec4(-18.874216, 1.301000, -218.837097, 1.000000)
vec4(-18.877117, 1.303900, -219.947098, 1.000000)
vec4(-18.873516, 1.304900, -218.558289, 1.000000)
vec4(-18.876415, 1.300400, -219.668793, 1.000000)
vec4(-18.872715, 1.310700, -218.277298, 1.000000)
vec4(-18.875616, 1.298800, -219.391586, 1.000000)
vec4(-18.872017, 1.318400, -217.993500, 1.000000)
vec4(-18.842815, 1.344900, -217.406387, 1.000000)
vec4(-17.422115, 1.619700, -216.690094, 1.000000)
vec4(-18.851616, 1.331600, -217.701599, 1.000000)
vec4(-17.421116, 1.639100, -216.325394, 1.000000)
vec4(-17.417116, 1.746800, -214.756989, 1.000000)
vec4(-17.420216, 1.661200, -215.951294, 1.000000)
vec4(-17.419216, 1.686400, -215.566299, 1.000000)
vec4(-17.416016, 1.782500, -214.328888, 1.000000)
vec4(-17.418118, 1.714800, -215.168793, 1.000000)
vec4(-5.660915, 4.250600, -206.691299, 1.000000)
vec4(-15.202616, 2.540400, -209.994400, 1.000000)
vec4(-16.007317, 2.433800, -209.992401, 1.000000)
vec4(-18.850916, 1.562600, -214.369690, 1.000000)
vec4(-16.748116, 2.338800, -209.990387, 1.000000)
vec4(-17.434416, 2.254100, -209.988693, 1.000000)
vec4(-13.469816, 2.772300, -210.082092, 1.000000)
vec4(-18.073616, 2.178300, -209.987000, 1.000000)
vec4(-14.323116, 2.660800, -209.996689, 1.000000)
vec4(-18.463417, 2.168500, -209.728897, 1.000000)
vec4(-18.461416, 2.275700, -208.956390, 1.000000)
vec4(-18.507816, 3.338000, -201.963989, 1.000000)
vec4(-18.459217, 2.397700, -208.102188, 1.000000)
vec4(-18.456717, 2.537200, -207.149689, 1.000000)
vec4(-16.513115, 4.589400, -195.088898, 1.000000)
vec4(-18.494816, 2.684000, -206.147186, 1.000000)
vec4(-17.575417, 4.513300, -195.145889, 1.000000)
vec4(-18.388716, 2.908200, -204.743698, 1.000000)
vec4(-18.461117, 3.099300, -203.483994, 1.000000)
vec4(-35.626617, 3.119100, -204.245895, 1.000000)
vec4(-35.834114, 3.009100, -205.127594, 1.000000)
vec4(-36.105217, 2.933500, -205.844894, 1.000000)
vec4(-36.848015, 3.002800, -205.917694, 1.000000)
vec4(-39.088516, 2.812800, -209.784897, 1.000000)
vec4(-37.460716, 3.034700, -206.189194, 1.000000)
vec4(-39.871017, 2.905500, -209.978699, 1.000000)
vec4(-40.145615, 2.892100, -210.539291, 1.000000)
vec4(-38.269218, 3.118800, -206.270294, 1.000000)
vec4(-39.993118, 2.796400, -211.340698, 1.000000)
vec4(-38.611115, 3.084300, -206.871292, 1.000000)
vec4(-41.208317, 2.981000, -211.374695, 1.000000)
vec4(-38.613617, 2.975000, -207.768997, 1.000000)
vec4(-42.084915, 3.096400, -211.659897, 1.000000)
vec4(-41.854218, 2.999400, -212.481689, 1.000000)
vec4(-38.650917, 2.885200, -208.576187, 1.000000)
vec4(-41.369514, 2.861700, -213.359192, 1.000000)
vec4(-43.554619, 3.901200, -205.449600, 1.000000)
vec4(-43.288116, 3.180200, -213.338089, 1.000000)
vec4(-42.242516, 2.868600, -216.287598, 1.000000)
vec4(-51.823418, 4.713800, -211.430588, 1.000000)
vec4(-41.969715, 2.802200, -216.947189, 1.000000)
vec4(-41.611515, 2.725300, -217.588394, 1.000000)
vec4(-58.450817, 5.871600, -210.709290, 1.000000)
vec4(-42.079216, 2.798800, -218.138092, 1.000000)
vec4(-53.759918, 4.970700, -213.055496, 1.000000)
vec4(-42.630814, 2.890700, -218.716995, 1.000000)
vec4(-41.697617, 2.724800, -219.330887, 1.000000)
vec4(-48.727116, 3.967200, -220.201294, 1.000000)
vec4(-39.222515, 2.296000, -220.301895, 1.000000)
vec4(-39.339016, 2.325300, -220.808792, 1.000000)
vec4(-38.367218, 2.164100, -221.160294, 1.000000)
vec4(-39.699318, 2.417700, -221.888901, 1.000000)
vec4(-39.826317, 2.460400, -222.448196, 1.000000)
vec4(-42.600014, 2.991100, -223.750198, 1.000000)
vec4(-41.222816, 2.770100, -223.986496, 1.000000)
vec4(-41.445316, 2.847100, -224.692886, 1.000000)
vec4(-39.076317, 2.438200, -224.401596, 1.000000)
vec4(-39.189217, 2.499100, -225.020386, 1.000000)
vec4(-41.092918, 2.728700, -226.544800, 1.000000)
vec4(-46.383717, 3.772700, -230.089798, 1.000000)
vec4(-45.327915, 3.651600, -230.467896, 1.000000)
vec4(-44.692616, 3.612600, -231.050095, 1.000000)
vec4(-44.070415, 3.579500, -231.620895, 1.000000)
vec4(-45.075317, 3.885400, -233.393097, 1.000000)
vec4(-39.733517, 2.866700, -230.207397, 1.000000)
vec4(-39.940216, 3.004500, -231.255600, 1.000000)
vec4(-38.817314, 2.854400, -231.138000, 1.000000)
vec4(-39.229717, 3.058800, -232.484390, 1.000000)
vec4(-37.958618, 2.871600, -232.125290, 1.000000)
vec4(-37.704018, 2.932300, -232.837296, 1.000000)
vec4(-36.700916, 2.802700, -232.639893, 1.000000)
vec4(-37.323116, 3.121600, -234.587387, 1.000000)
vec4(-38.089417, 3.523100, -237.013397, 1.000000)
vec4(-37.242817, 3.469400, -237.168701, 1.000000)
vec4(-42.755318, 5.550500, -248.540497, 1.000000)
vec4(-40.213318, 5.035800, -246.370392, 1.000000)
vec4(-38.100418, 4.614500, -244.566696, 1.000000)
vec4(-37.043015, 4.573400, -244.764587, 1.000000)
vec4(-36.976616, 4.991900, -247.519196, 1.000000)
vec4(-35.850216, 4.963000, -247.736191, 1.000000)
vec4(-39.351917, 7.625300, -263.524384, 1.000000)
vec4(-37.742218, 7.668200, -264.236084, 1.000000)
vec4(-36.349415, 7.908200, -266.054901, 1.000000)
vec4(-37.323318, 10.505200, -281.874695, 1.000000)
vec4(-3.503515, 9.078400, -269.279205, 1.000000)
vec4(12.652084, 10.095100, -266.387787, 1.000000)
vec4(28.913185, 12.230900, -268.652710, 1.000000)
vec4(33.079285, 12.017600, -261.385406, 1.000000)
vec4(-18.886517, 1.417200, -223.704987, 1.000000)
vec4(-5.722916, 3.870500, -230.603897, 1.000000)
vec4(-17.440315, 1.626900, -223.711594, 1.000000)
vec4(-18.859417, 1.339800, -222.654587, 1.000000)
vec4(-18.873316, 1.315500, -222.318787, 1.000000)
vec4(-18.882416, 1.294600, -221.995987, 1.000000)
vec4(-18.881617, 1.277800, -221.685989, 1.000000)
vec4(-18.880816, 1.263200, -221.383392, 1.000000)
vec4(-18.880016, 1.250700, -221.087296, 1.000000)
vec4(-18.879316, 1.240100, -220.796494, 1.000000)
vec4(-18.878517, 1.231500, -220.510086, 1.000000)
vec4(-18.877815, 1.224600, -220.227295, 1.000000)
vec4(-18.877117, 1.219600, -219.947098, 1.000000)
vec4(-18.876415, 1.216300, -219.668793, 1.000000)
vec4(-18.875616, 1.214800, -219.391586, 1.000000)
vec4(-18.874916, 1.215000, -219.114594, 1.000000)
