vec3(-24.764620, 0.000000, -255.699249)
vec4(-49.454861, 2.919800, -302.758148, 1.000000)
vec4(-48.048462, 3.057100, -306.386749, 1.000000)
vec4(-54.888161, 4.064600, -306.380127, 1.000000)
vec4(-48.252960, 3.203600, -307.430939, 1.000000)
vec4(-53.698059, 3.908300, -306.687225, 1.000000)
vec4(-53.061859, 3.866500, -307.269928, 1.000000)
vec4(-52.438763, 3.831000, -307.841248, 1.000000)
vec4(-53.647362, 4.203000, -309.767151, 1.000000)
vec4(-45.018364, 2.987200, -308.806549, 1.000000)
vec4(-45.662762, 3.334400, -310.781555, 1.000000)
vec4(-46.415562, 3.759100, -313.186127, 1.000000)
vec4(-45.570961, 3.701900, -313.341644, 1.000000)
vec4(-53.110664, 6.654400, -328.301331, 1.000000)
vec4(-46.890362, 2.984600, -307.084839, 1.000000)
vec4(-49.168461, 5.616900, -323.752045, 1.000000)
vec4(-47.273762, 3.193300, -308.381439, 1.000000)
vec4(-46.400562, 4.912800, -320.669647, 1.000000)
vec4(-46.411163, 3.097000, -308.445831, 1.000000)
vec4(-44.870461, 2.811600, -307.646240, 1.000000)
vec4(-45.229660, 4.815700, -320.588837, 1.000000)
vec4(-45.029160, 5.189200, -322.946838, 1.000000)
vec4(-44.766361, 8.510800, -342.575928, 1.000000)
vec4(-45.600361, 11.157300, -357.675354, 1.000000)
vec4(-44.522163, 5.483800, -324.899048, 1.000000)
vec4(-47.700264, 8.151200, -339.728851, 1.000000)
vec4(-46.412663, 8.426500, -341.698853, 1.000000)
vec4(-11.814362, 9.721100, -345.569946, 1.000000)
vec4(4.039337, 10.718600, -342.275146, 1.000000)
vec4(5.993439, 10.777000, -341.037445, 1.000000)
vec4(23.561337, 12.594000, -336.762451, 1.000000)
vec4(26.034237, 12.796300, -335.175354, 1.000000)
vec4(20.571938, 13.077000, -344.866455, 1.000000)
vec4(-27.235462, 1.515100, -299.911926, 1.000000)
vec4(-25.788162, 1.708100, -299.511536, 1.000000)
vec4(-25.787163, 1.680500, -299.118347, 1.000000)
vec4(-14.071861, 4.137700, -306.810852, 1.000000)
vec4(-25.786161, 1.656000, -298.736938, 1.000000)
vec4(-25.789261, 1.739200, -299.918549, 1.000000)
vec4(-25.785263, 1.634500, -298.366028, 1.000000)
vec4(-27.210161, 1.329000, -297.007233, 1.000000)
vec4(-25.784262, 1.615800, -298.004028, 1.000000)
vec4(-27.227463, 1.316500, -296.717133, 1.000000)
vec4(-27.203161, 1.341700, -297.300629, 1.000000)
vec4(-27.226761, 1.309300, -296.434326, 1.000000)
vec4(-27.223862, 1.299000, -295.321625, 1.000000)
vec4(-27.226063, 1.303900, -296.154144, 1.000000)
vec4(-27.223162, 1.301000, -295.044128, 1.000000)
vec4(-27.225361, 1.300400, -295.875854, 1.000000)
vec4(-27.222462, 1.304900, -294.765350, 1.000000)
vec4(-27.224562, 1.298800, -295.598633, 1.000000)
vec4(-27.221661, 1.310700, -294.484344, 1.000000)
vec4(-27.191761, 1.344900, -293.613434, 1.000000)
