vec3(-4.663813, 0.000000, -74.544250)
vec4(-27.601971, 2.572100, -120.754723, 1.000000)
vec4(-27.666670, 2.633700, -121.413124, 1.000000)
vec4(-35.207672, 4.226300, -126.490326, 1.000000)
vec4(-33.446770, 3.955100, -126.438324, 1.000000)
vec4(-32.820271, 3.919200, -127.033623, 1.000000)
vec4(-33.707470, 4.219500, -128.747726, 1.000000)
vec4(-25.082270, 3.008700, -127.874329, 1.000000)
vec4(-25.887569, 3.401600, -130.090332, 1.000000)
vec4(-26.731970, 3.854800, -132.672028, 1.000000)
vec4(-25.866169, 3.797200, -132.847321, 1.000000)
vec4(-33.422569, 6.731900, -147.908524, 1.000000)
vec4(-29.205370, 5.608400, -142.891022, 1.000000)
vec4(-26.651770, 5.002100, -140.289932, 1.000000)
vec4(-26.078070, 5.183800, -141.699219, 1.000000)
vec4(-25.310268, 5.314000, -142.825226, 1.000000)
vec4(-24.710470, 5.573300, -144.632523, 1.000000)
vec4(-27.986870, 8.285100, -159.932922, 1.000000)
vec4(-26.414471, 8.389000, -161.002228, 1.000000)
vec4(-25.061371, 8.724700, -163.318024, 1.000000)
vec4(24.731831, 10.707800, -161.853119, 1.000000)
vec4(39.289032, 13.001000, -166.269623, 1.000000)
vec4(42.059029, 13.203900, -164.976929, 1.000000)
vec4(42.700031, 12.551800, -158.275528, 1.000000)
vec4(43.531132, 12.388900, -155.539734, 1.000000)
vec4(5.782930, 4.219700, -127.609222, 1.000000)
vec4(-5.790470, 1.768300, -119.570328, 1.000000)
vec4(-5.781670, 1.732700, -119.139130, 1.000000)
vec4(-5.773170, 1.700900, -118.724724, 1.000000)
vec4(-5.765070, 1.672700, -118.324928, 1.000000)
vec4(-5.757170, 1.647700, -117.937927, 1.000000)
vec4(-5.749470, 1.625700, -117.562225, 1.000000)
vec4(-7.149770, 1.347900, -116.734627, 1.000000)
vec4(-7.152970, 1.332400, -116.431824, 1.000000)
vec4(-7.167070, 1.317200, -116.133026, 1.000000)
vec4(-7.161170, 1.307700, -115.844826, 1.000000)
vec4(-7.155370, 1.300200, -115.560722, 1.000000)
vec4(-7.149670, 1.294600, -115.279625, 1.000000)
vec4(-7.143970, 1.290900, -115.000923, 1.000000)
vec4(-7.138270, 1.289100, -114.723625, 1.000000)
vec4(-7.132670, 1.289100, -114.447029, 1.000000)
vec4(-7.126970, 1.290900, -114.170326, 1.000000)
vec4(-7.121370, 1.294600, -113.892723, 1.000000)
vec4(-7.115670, 1.300100, -113.613426, 1.000000)
vec4(-7.109870, 1.307600, -113.331627, 1.000000)
vec4(-7.104070, 1.317000, -113.046524, 1.000000)
vec4(-7.078070, 1.332000, -112.752922, 1.000000)
vec4(-7.062670, 1.347300, -112.455322, 1.000000)
vec4(-5.630470, 1.624800, -111.735428, 1.000000)
vec4(-5.622869, 1.646400, -111.366928, 1.000000)
vec4(-5.615170, 1.671000, -110.988426, 1.000000)
