vec3(-6.846207, 0.000000, -17.841703)
vec4(0.518394, -0.522200, -18.269403, 1.000000)
vec4(0.519193, -0.527000, -17.977003, 1.000000)
vec4(0.519993, -0.532600, -17.678904, 1.000000)
vec4(0.517694, -0.601600, -18.557104, 1.000000)
vec4(0.518394, -0.606100, -18.269403, 1.000000)
vec4(0.519193, -0.611600, -17.977003, 1.000000)
vec4(0.519993, -0.618100, -17.678904, 1.000000)
vec4(0.525293, -0.626000, -17.372604, 1.000000)
vec4(0.520893, -0.681200, -18.840403, 1.000000)
vec4(0.517694, -0.685000, -18.557104, 1.000000)
vec4(0.518394, -0.690200, -18.269403, 1.000000)
vec4(0.519193, -0.696500, -17.977003, 1.000000)
vec4(0.519993, -0.703800, -17.679003, 1.000000)
vec4(0.527194, -0.713000, -17.372004, 1.000000)
vec4(0.536093, -0.723600, -17.056004, 1.000000)
vec4(0.520893, -0.764400, -18.840504, 1.000000)
vec4(0.517694, -0.768600, -18.557104, 1.000000)
vec4(0.518394, -0.774400, -18.269503, 1.000000)
vec4(0.519193, -0.781500, -17.977104, 1.000000)
vec4(0.519993, -0.789700, -17.679003, 1.000000)
vec4(0.528993, -0.800200, -17.371403, 1.000000)
vec4(0.537893, -0.812100, -17.055403, 1.000000)
vec4(0.516193, -0.843400, -19.121902, 1.000000)
vec4(0.520893, -0.847800, -18.840504, 1.000000)
vec4(0.517694, -0.852400, -18.557203, 1.000000)
vec4(0.518394, -0.858900, -18.269503, 1.000000)
vec4(0.519193, -0.866600, -17.977104, 1.000000)
vec4(0.519993, -0.875800, -17.679003, 1.000000)
vec4(0.530893, -0.887600, -17.370804, 1.000000)
vec4(0.539793, -0.900800, -17.054703, 1.000000)
vec4(0.516193, -0.926500, -19.122004, 1.000000)
vec4(0.520893, -0.931300, -18.840504, 1.000000)
vec4(0.517694, -0.936500, -18.557203, 1.000000)
vec4(0.518394, -0.943500, -18.269503, 1.000000)
vec4(0.519193, -0.952000, -17.977104, 1.000000)
vec4(0.519993, -0.962100, -17.679104, 1.000000)
vec4(0.532794, -0.975300, -17.370203, 1.000000)
vec4(0.541594, -0.989800, -17.054003, 1.000000)
vec4(0.542693, -1.005000, -16.731304, 1.000000)
vec4(0.516193, -1.009900, -19.122004, 1.000000)
vec4(0.520893, -1.015100, -18.840504, 1.000000)
vec4(0.517694, -1.020700, -18.557203, 1.000000)
vec4(0.518394, -1.028400, -18.269503, 1.000000)
vec4(0.519193, -1.037700, -17.977203, 1.000000)
vec4(0.519993, -1.048600, -17.679104, 1.000000)
vec4(0.534693, -1.063300, -17.369604, 1.000000)
vec4(0.543493, -1.079000, -17.053404, 1.000000)
vec4(0.544593, -1.095600, -16.730503, 1.000000)
vec4(0.515493, -1.090100, -19.400803, 1.000000)
vec4(0.516193, -1.093600, -19.122004, 1.000000)
vec4(0.520893, -1.099200, -18.840603, 1.000000)
vec4(0.517694, -1.105200, -18.557304, 1.000000)
vec4(0.518394, -1.113500, -18.269604, 1.000000)
vec4(0.519193, -1.123600, -17.977203, 1.000000)
vec4(0.519993, -1.135400, -17.679104, 1.000000)
vec4(0.536593, -1.151600, -17.369003, 1.000000)
vec4(0.545293, -1.168600, -17.052704, 1.000000)
vec4(0.546494, -1.186600, -16.729803, 1.000000)
vec4(0.515493, -1.173800, -19.400904, 1.000000)
vec4(0.516193, -1.177500, -19.122103, 1.000000)
vec4(0.520893, -1.183500, -18.840603, 1.000000)
vec4(0.517694, -1.190000, -18.557304, 1.000000)
vec4(0.518394, -1.199000, -18.269604, 1.000000)
vec4(0.519193, -1.209700, -17.977203, 1.000000)
vec4(0.519993, -1.222500, -17.679203, 1.000000)
vec4(0.538493, -1.240200, -17.368404, 1.000000)
vec4(0.547194, -1.258600, -17.052004, 1.000000)
vec4(0.548393, -1.277900, -16.729004, 1.000000)
vec4(0.521293, -1.258700, -19.400503, 1.000000)
vec4(0.521793, -1.262600, -19.121504, 1.000000)
vec4(0.520893, -1.268100, -18.840603, 1.000000)
vec4(0.517694, -1.275100, -18.557304, 1.000000)
vec4(0.518394, -1.284700, -18.269604, 1.000000)
vec4(0.519193, -1.296200, -17.977303, 1.000000)
vec4(0.519993, -1.309900, -17.679203, 1.000000)
vec4(0.540393, -1.329200, -17.367804, 1.000000)
vec4(0.549093, -1.348800, -17.051403, 1.000000)
vec4(0.550293, -1.369600, -16.728304, 1.000000)
vec4(0.537093, -1.390200, -16.401403, 1.000000)
vec4(0.517393, -1.342300, -19.400803, 1.000000)
vec4(0.517893, -1.346500, -19.122004, 1.000000)
vec4(0.518293, -1.352600, -18.841003, 1.000000)
vec4(0.517694, -1.360500, -18.557304, 1.000000)
vec4(0.518394, -1.370700, -18.269703, 1.000000)
vec4(0.519193, -1.383000, -17.977303, 1.000000)
vec4(0.519993, -1.397600, -17.679203, 1.000000)
vec4(0.541594, -1.418500, -17.367403, 1.000000)
vec4(0.548293, -1.439000, -17.051704, 1.000000)
vec4(0.548594, -1.460900, -16.729004, 1.000000)
vec4(0.534493, -1.482800, -16.402704, 1.000000)
vec4(0.515493, -1.426600, -19.401003, 1.000000)
vec4(0.516193, -1.431100, -19.122103, 1.000000)
vec4(0.516994, -1.437600, -18.841204, 1.000000)
vec4(0.517694, -1.446300, -18.557404, 1.000000)
vec4(0.518394, -1.457100, -18.269703, 1.000000)
vec4(0.519193, -1.470200, -17.977303, 1.000000)
vec4(0.519993, -1.485700, -17.679304, 1.000000)
vec4(0.541594, -1.507900, -17.367504, 1.000000)
vec4(0.545593, -1.529100, -17.052704, 1.000000)
vec4(0.545794, -1.552400, -16.730204, 1.000000)
vec4(0.531793, -1.575600, -16.403904, 1.000000)
vec4(0.514793, -1.509000, -19.678404, 1.000000)
vec4(0.515493, -1.511500, -19.401003, 1.000000)
vec4(0.516193, -1.516300, -19.122204, 1.000000)
vec4(0.516994, -1.523200, -18.841303, 1.000000)
vec4(0.517694, -1.532400, -18.557404, 1.000000)
vec4(0.518394, -1.543900, -18.269703, 1.000000)
vec4(0.519193, -1.557700, -17.977404, 1.000000)
vec4(0.519993, -1.574100, -17.679304, 1.000000)
vec4(0.541594, -1.597600, -17.367504, 1.000000)
vec4(0.542893, -1.619500, -17.053802, 1.000000)
vec4(0.542994, -1.644200, -16.731403, 1.000000)
vec4(0.529093, -1.668800, -16.405203, 1.000000)
vec4(0.514793, -1.594200, -19.678503, 1.000000)
vec4(0.515493, -1.596900, -19.401003, 1.000000)
vec4(0.516193, -1.601900, -19.122204, 1.000000)
vec4(0.516994, -1.609200, -18.841303, 1.000000)
vec4(0.517694, -1.618900, -18.557404, 1.000000)
vec4(0.518394, -1.631000, -18.269804, 1.000000)
vec4(0.519193, -1.645700, -17.977404, 1.000000)
vec4(0.519993, -1.663000, -17.679304, 1.000000)
vec4(0.539893, -1.687400, -17.368103, 1.000000)
vec4(0.540093, -1.710300, -17.054903, 1.000000)
vec4(0.540194, -1.736300, -16.732603, 1.000000)
vec4(0.526393, -1.762300, -16.406504, 1.000000)
vec4(0.514793, -1.679800, -19.678503, 1.000000)
vec4(0.515493, -1.682700, -19.401003, 1.000000)
vec4(0.516193, -1.687900, -19.122204, 1.000000)
vec4(0.516994, -1.695600, -18.841303, 1.000000)
vec4(0.517694, -1.705800, -18.557503, 1.000000)
vec4(0.518394, -1.718600, -18.269804, 1.000000)
vec4(0.519193, -1.734000, -17.977404, 1.000000)
vec4(0.519993, -1.752200, -17.679403, 1.000000)
vec4(0.537193, -1.777300, -17.369003, 1.000000)
vec4(0.537394, -1.801400, -17.055904, 1.000000)
vec4(0.537394, -1.828800, -16.733904, 1.000000)
vec4(0.523694, -1.856200, -16.407803, 1.000000)
vec4(0.514793, -1.765900, -19.678503, 1.000000)
vec4(0.515493, -1.768900, -19.401104, 1.000000)
vec4(0.516193, -1.774400, -19.122303, 1.000000)
vec4(0.516994, -1.782500, -18.841404, 1.000000)
vec4(0.517694, -1.793200, -18.557503, 1.000000)
