vec3(-2.763494, 0.000000, -20.447460)
vec4(1.889206, -1.806600, -18.224661, 1.000000)
vec4(1.891807, -1.883200, -18.222361, 1.000000)
vec4(1.895906, -1.961100, -18.218660, 1.000000)
vec4(1.900006, -2.039700, -18.214859, 1.000000)
vec4(1.513806, -2.302600, -16.770060, 1.000000)
vec4(1.297106, -2.302600, -16.613361, 1.000000)
vec4(1.074606, -2.302600, -16.464960, 1.000000)
vec4(0.846706, -2.302600, -16.325060, 1.000000)
vec4(1.904206, -2.119000, -18.211161, 1.000000)
vec4(1.757406, -2.302600, -17.302561, 1.000000)
vec4(1.560506, -2.302600, -17.136261, 1.000000)
vec4(1.357506, -2.302600, -16.977560, 1.000000)
vec4(1.148706, -2.302600, -16.826660, 1.000000)
vec4(0.934407, -2.302600, -16.683661, 1.000000)
vec4(1.908307, -2.198900, -18.207460, 1.000000)
vec4(1.957906, -2.302600, -17.826759, 1.000000)
vec4(1.780606, -2.302600, -17.652660, 1.000000)
vec4(1.596907, -2.302600, -17.485260, 1.000000)
vec4(1.407006, -2.302600, -17.324961, 1.000000)
vec4(1.211206, -2.302600, -17.171860, 1.000000)
vec4(1.009806, -2.302600, -17.026260, 1.000000)
vec4(0.803107, -2.302600, -16.888359, 1.000000)
vec4(1.909806, -2.278400, -18.206160, 1.000000)
vec4(1.794806, -2.302600, -17.986460, 1.000000)
vec4(1.623607, -2.302600, -17.818359, 1.000000)
vec4(1.446207, -2.302600, -17.656761, 1.000000)
vec4(1.262907, -2.302600, -17.501961, 1.000000)
vec4(1.073807, -2.302600, -17.354160, 1.000000)
vec4(0.879406, -2.302600, -17.213560, 1.000000)
vec4(1.800606, -2.302600, -18.305260, 1.000000)
vec4(1.641407, -2.302600, -18.136660, 1.000000)
vec4(1.475906, -2.302600, -17.974159, 1.000000)
vec4(1.304506, -2.302600, -17.818060, 1.000000)
vec4(1.127406, -2.302600, -17.668461, 1.000000)
vec4(0.944706, -2.302600, -17.525660, 1.000000)
vec4(0.756806, -2.302600, -17.389759, 1.000000)
vec4(1.798506, -2.302600, -18.610060, 1.000000)
vec4(1.650706, -2.302600, -18.441261, 1.000000)
vec4(1.496807, -2.302600, -18.278259, 1.000000)
vec4(1.336806, -2.302600, -18.121059, 1.000000)
vec4(1.171006, -2.302600, -17.970060, 1.000000)
vec4(0.999707, -2.302600, -17.825359, 1.000000)
vec4(0.823006, -2.302600, -17.687160, 1.000000)
vec4(1.652307, -2.302600, -18.733061, 1.000000)
vec4(1.509306, -2.302600, -18.569660, 1.000000)
vec4(1.360207, -2.302600, -18.411860, 1.000000)
vec4(1.205406, -2.302600, -18.259760, 1.000000)
vec4(1.044906, -2.302600, -18.113560, 1.000000)
vec4(0.879107, -2.302600, -17.973461, 1.000000)
vec4(1.646506, -2.302600, -19.012760, 1.000000)
vec4(1.514007, -2.302600, -18.849461, 1.000000)
vec4(1.375506, -2.302600, -18.691160, 1.000000)
vec4(1.231107, -2.302600, -18.538260, 1.000000)
vec4(1.081106, -2.302600, -18.390860, 1.000000)
vec4(0.925706, -2.302600, -18.249260, 1.000000)
vec4(0.765007, -2.302600, -18.113661, 1.000000)
vec4(1.511406, -2.302600, -19.117960, 1.000000)
vec4(1.382906, -2.302600, -18.959660, 1.000000)
vec4(1.248706, -2.302600, -18.806259, 1.000000)
vec4(1.108706, -2.302600, -18.658060, 1.000000)
vec4(0.963306, -2.302600, -18.515160, 1.000000)
vec4(0.812607, -2.302600, -18.377960, 1.000000)
vec4(1.383106, -2.302600, -19.217960, 1.000000)
vec4(1.258506, -2.302600, -19.064360, 1.000000)
vec4(1.128306, -2.302600, -18.915560, 1.000000)
vec4(0.992606, -2.302600, -18.771761, 1.000000)
vec4(0.851506, -2.302600, -18.633160, 1.000000)
vec4(1.261207, -2.302600, -19.312960, 1.000000)
vec4(1.140306, -2.302600, -19.163860, 1.000000)
vec4(1.013906, -2.302600, -19.019461, 1.000000)
vec4(0.882107, -2.302600, -18.879860, 1.000000)
vec4(0.745206, -2.302600, -18.745359, 1.000000)
vec4(1.257007, -2.302600, -19.552460, 1.000000)
vec4(1.145107, -2.302600, -19.403360, 1.000000)
vec4(1.027706, -2.302600, -19.258560, 1.000000)
vec4(0.904907, -2.302600, -19.118361, 1.000000)
vec4(0.777006, -2.302600, -18.982759, 1.000000)
vec4(1.143106, -2.302600, -19.634460, 1.000000)
vec4(1.034406, -2.302600, -19.489559, 1.000000)
vec4(0.920306, -2.302600, -19.348860, 1.000000)
vec4(0.801106, -2.302600, -19.212561, 1.000000)
vec4(0.928807, -2.302600, -19.571859, 1.000000)
vec4(0.817906, -2.302600, -19.435160, 1.000000)
vec4(0.827806, -2.302600, -19.650560, 1.000000)
vec4(0.731107, -2.302600, -19.725861, 1.000000)
