vec3(-4.391788, 0.000000, -19.242504)
vec4(0.581512, -1.258700, -17.058605, 1.000000)
vec4(0.445312, -1.265200, -16.852005, 1.000000)
vec4(0.450013, -1.298300, -17.169205, 1.000000)
vec4(0.264913, -1.290500, -17.015804, 1.000000)
vec4(0.201112, -1.318900, -16.747303, 1.000000)
vec4(0.476112, -1.378900, -17.147305, 1.000000)
vec4(0.247812, -1.358300, -17.031404, 1.000000)
vec4(0.246613, -1.407000, -16.702805, 1.000000)
vec4(0.480612, -1.454300, -17.143604, 1.000000)
vec4(0.249912, -1.431800, -17.029404, 1.000000)
vec4(0.244812, -1.482000, -16.704504, 1.000000)
vec4(0.485113, -1.530100, -17.139805, 1.000000)
vec4(0.252112, -1.505800, -17.027504, 1.000000)
vec4(0.243412, -1.557400, -16.705904, 1.000000)
vec4(0.489613, -1.606500, -17.136003, 1.000000)
vec4(0.254313, -1.580200, -17.025604, 1.000000)
vec4(0.494213, -1.683400, -17.132204, 1.000000)
vec4(0.256513, -1.655100, -17.023603, 1.000000)
vec4(0.498813, -1.761000, -17.128405, 1.000000)
vec4(0.258712, -1.730600, -17.021704, 1.000000)
vec4(0.503512, -1.839200, -17.124405, 1.000000)
vec4(0.260912, -1.806600, -17.019705, 1.000000)
vec4(0.508412, -1.918100, -17.120403, 1.000000)
vec4(0.263513, -1.883200, -17.017405, 1.000000)
vec4(0.513312, -1.997700, -17.116304, 1.000000)
vec4(0.267612, -1.961100, -17.013704, 1.000000)
vec4(1.927012, -2.345900, -17.697704, 1.000000)
vec4(1.788912, -2.345900, -17.462704, 1.000000)
vec4(1.642112, -2.345900, -17.233105, 1.000000)
vec4(1.378313, -2.302600, -17.087204, 1.000000)
vec4(1.217712, -2.302600, -16.873304, 1.000000)
vec4(0.518312, -2.078000, -17.112104, 1.000000)
vec4(0.271712, -2.039700, -17.009903, 1.000000)
vec4(0.689212, -2.302600, -16.269905, 1.000000)
vec4(0.498413, -2.302600, -16.082405, 1.000000)
vec4(1.936012, -2.345900, -18.294403, 1.000000)
vec4(1.820413, -2.345900, -18.058603, 1.000000)
vec4(1.696012, -2.345900, -17.827305, 1.000000)
vec4(1.562912, -2.345900, -17.600904, 1.000000)
vec4(1.314312, -2.302600, -17.450905, 1.000000)
vec4(1.167412, -2.302600, -17.239105, 1.000000)
vec4(1.012612, -2.302600, -17.033005, 1.000000)
vec4(0.523313, -2.159000, -17.107904, 1.000000)
vec4(0.275912, -2.119000, -17.006205, 1.000000)
vec4(0.503512, -2.302600, -16.451603, 1.000000)
vec4(0.319613, -2.302600, -16.271105, 1.000000)
vec4(0.129112, -2.302600, -16.097605, 1.000000)
vec4(1.814113, -2.345900, -18.630705, 1.000000)
vec4(1.711213, -2.345900, -18.399204, 1.000000)
vec4(1.599712, -2.345900, -18.171804, 1.000000)
vec4(1.371412, -2.302600, -18.009504, 1.000000)
vec4(1.245512, -2.302600, -17.795105, 1.000000)
vec4(1.111612, -2.302600, -17.585604, 1.000000)
vec4(0.969913, -2.302600, -17.381405, 1.000000)
vec4(0.820713, -2.302600, -17.182604, 1.000000)
vec4(0.527012, -2.240200, -17.104805, 1.000000)
vec4(0.280013, -2.198900, -17.002504, 1.000000)
vec4(0.329612, -2.302600, -16.621803, 1.000000)
vec4(0.152312, -2.302600, -16.447704, 1.000000)
vec4(-0.031387, -2.302600, -16.280304, 1.000000)
vec4(-0.221288, -2.302600, -16.120005, 1.000000)
vec4(1.690513, -2.345900, -18.948004, 1.000000)
vec4(1.599612, -2.345900, -18.721004, 1.000000)
vec4(1.500312, -2.345900, -18.497505, 1.000000)
vec4(1.285913, -2.302600, -18.332603, 1.000000)
vec4(1.172213, -2.302600, -18.121204, 1.000000)
vec4(1.050612, -2.302600, -17.914305, 1.000000)
vec4(0.921412, -2.302600, -17.712004, 1.000000)
vec4(0.784613, -2.302600, -17.514805, 1.000000)
vec4(0.640512, -2.302600, -17.322905, 1.000000)
vec4(0.489313, -2.302600, -17.136505, 1.000000)
vec4(0.281512, -2.278400, -17.001204, 1.000000)
vec4(0.166512, -2.302600, -16.781504, 1.000000)
vec4(-0.004687, -2.302600, -16.613403, 1.000000)
vec4(-0.182087, -2.302600, -16.451805, 1.000000)
vec4(-0.365387, -2.302600, -16.297005, 1.000000)
vec4(-0.554487, -2.302600, -16.149204, 1.000000)
vec4(1.377313, -2.302600, -19.066204, 1.000000)
vec4(1.291112, -2.302600, -18.850904, 1.000000)
vec4(1.196912, -2.302600, -18.638905, 1.000000)
vec4(1.094812, -2.302600, -18.430605, 1.000000)
vec4(0.984912, -2.302600, -18.226404, 1.000000)
vec4(0.867413, -2.302600, -18.026403, 1.000000)
vec4(0.742513, -2.302600, -17.830904, 1.000000)
vec4(0.610413, -2.302600, -17.640404, 1.000000)
vec4(0.471112, -2.302600, -17.454905, 1.000000)
vec4(0.325013, -2.302600, -17.274803, 1.000000)
vec4(0.172312, -2.302600, -17.100304, 1.000000)
vec4(0.013113, -2.302600, -16.931704, 1.000000)
vec4(-0.152388, -2.302600, -16.769203, 1.000000)
vec4(-0.323788, -2.302600, -16.613104, 1.000000)
vec4(-0.500888, -2.302600, -16.463505, 1.000000)
vec4(-0.683588, -2.302600, -16.320704, 1.000000)
vec4(1.263312, -2.302600, -19.349005, 1.000000)
vec4(1.187812, -2.302600, -19.137705, 1.000000)
vec4(1.104513, -2.302600, -18.929403, 1.000000)
vec4(1.013412, -2.302600, -18.724403, 1.000000)
vec4(0.914612, -2.302600, -18.523005, 1.000000)
vec4(0.808413, -2.302600, -18.325405, 1.000000)
vec4(0.694812, -2.302600, -18.132004, 1.000000)
vec4(0.574012, -2.302600, -17.943005, 1.000000)
vec4(0.446113, -2.302600, -17.758604, 1.000000)
vec4(0.311512, -2.302600, -17.579304, 1.000000)
vec4(0.170212, -2.302600, -17.405104, 1.000000)
vec4(0.022412, -2.302600, -17.236305, 1.000000)
vec4(-0.131487, -2.302600, -17.073303, 1.000000)
vec4(-0.291488, -2.302600, -16.916103, 1.000000)
vec4(-0.457288, -2.302600, -16.765104, 1.000000)
vec4(-0.628587, -2.302600, -16.620403, 1.000000)
vec4(-0.805288, -2.302600, -16.482204, 1.000000)
vec4(1.147313, -2.302600, -19.616903, 1.000000)
