vec3(-5.539775, 0.000000, -18.519939)
vec4(1.846325, -1.687400, -18.046339, 1.000000)
vec4(1.846525, -1.710300, -17.733139, 1.000000)
vec4(-0.671875, -1.378900, -16.424740, 1.000000)
vec4(1.826425, -1.752200, -18.357639, 1.000000)
vec4(1.843625, -1.777300, -18.047239, 1.000000)
vec4(1.843825, -1.801400, -17.734138, 1.000000)
vec4(-0.667375, -1.454300, -16.421040, 1.000000)
vec4(1.826425, -1.842000, -18.357639, 1.000000)
vec4(1.840925, -1.867700, -18.048239, 1.000000)
vec4(1.841025, -1.893000, -17.735239, 1.000000)
vec4(1.841025, -1.921700, -17.413340, 1.000000)
vec4(-0.662875, -1.530100, -16.417240, 1.000000)
vec4(1.826425, -1.932200, -18.357639, 1.000000)
vec4(1.838125, -1.958400, -18.049139, 1.000000)
vec4(1.838225, -1.984900, -17.736340, 1.000000)
vec4(1.838125, -2.015000, -17.414539, 1.000000)
vec4(-0.658375, -1.606500, -16.413439, 1.000000)
vec4(1.825625, -2.001900, -18.655739, 1.000000)
vec4(1.826425, -2.022900, -18.357738, 1.000000)
vec4(1.835425, -2.049600, -18.050140, 1.000000)
vec4(1.835425, -2.077300, -17.737440, 1.000000)
vec4(1.835325, -2.108800, -17.415840, 1.000000)
vec4(-0.653775, -1.683400, -16.409639, 1.000000)
vec4(1.825625, -2.092200, -18.655840, 1.000000)
vec4(1.826425, -2.114100, -18.357738, 1.000000)
vec4(1.832625, -2.141200, -18.051140, 1.000000)
vec4(1.832625, -2.170200, -17.738539, 1.000000)
vec4(1.832425, -2.203100, -17.417040, 1.000000)
vec4(-0.649175, -1.761000, -16.405840, 1.000000)
vec4(1.825625, -2.183100, -18.655840, 1.000000)
vec4(1.826425, -2.206000, -18.357738, 1.000000)
vec4(1.829825, -2.233300, -18.052040, 1.000000)
vec4(1.829725, -2.263500, -17.739639, 1.000000)
vec4(1.829525, -2.297800, -17.418240, 1.000000)
vec4(-0.644475, -1.839200, -16.401840, 1.000000)
vec4(1.825625, -2.274500, -18.655840, 1.000000)
vec4(1.826425, -2.298300, -18.357840, 1.000000)
vec4(1.890125, -2.345900, -18.031940, 1.000000)
vec4(1.790825, -2.345900, -17.754339, 1.000000)
vec4(1.681325, -2.345900, -17.480740, 1.000000)
vec4(1.561525, -2.345900, -17.211439, 1.000000)
vec4(1.431725, -2.345900, -16.946838, 1.000000)
vec4(1.292025, -2.345900, -16.687239, 1.000000)
vec4(1.142725, -2.345900, -16.433140, 1.000000)
vec4(-0.639575, -1.918100, -16.397839, 1.000000)
vec4(-0.884475, -1.883200, -16.294840, 1.000000)
vec4(1.761425, -2.345900, -18.672140, 1.000000)
vec4(1.686325, -2.345900, -18.398939, 1.000000)
vec4(1.601125, -2.345900, -18.128738, 1.000000)
vec4(1.505825, -2.345900, -17.861938, 1.000000)
vec4(1.400525, -2.345900, -17.598940, 1.000000)
vec4(1.285425, -2.345900, -17.340139, 1.000000)
vec4(1.160625, -2.345900, -17.085739, 1.000000)
vec4(1.026425, -2.345900, -16.836340, 1.000000)
vec4(0.882925, -2.345900, -16.592140, 1.000000)
vec4(0.730325, -2.345900, -16.353539, 1.000000)
vec4(0.568925, -2.345900, -16.120739, 1.000000)
vec4(-0.634675, -1.997700, -16.393740, 1.000000)
vec4(-0.880375, -1.961100, -16.291140, 1.000000)
vec4(1.548425, -2.345900, -19.007240, 1.000000)
vec4(1.486225, -2.345900, -18.741840, 1.000000)
vec4(1.414025, -2.345900, -18.478840, 1.000000)
vec4(1.332025, -2.345900, -18.218840, 1.000000)
vec4(1.240325, -2.345900, -17.962139, 1.000000)
vec4(1.139025, -2.345900, -17.709040, 1.000000)
vec4(1.028225, -2.345900, -17.459940, 1.000000)
vec4(0.908225, -2.345900, -17.215139, 1.000000)
vec4(0.779025, -2.345900, -16.975140, 1.000000)
vec4(0.640925, -2.345900, -16.740139, 1.000000)
vec4(0.494125, -2.345900, -16.510540, 1.000000)
vec4(0.230325, -2.302600, -16.364639, 1.000000)
vec4(0.069725, -2.302600, -16.150740, 1.000000)
vec4(-0.629675, -2.078000, -16.389540, 1.000000)
vec4(-0.876275, -2.039700, -16.287338, 1.000000)
vec4(1.339525, -2.345900, -19.320440, 1.000000)
vec4(1.289225, -2.345900, -19.062639, 1.000000)
vec4(1.229325, -2.345900, -18.806839, 1.000000)
vec4(1.159725, -2.345900, -18.553539, 1.000000)
vec4(1.080725, -2.345900, -18.303040, 1.000000)
vec4(0.992325, -2.345900, -18.055639, 1.000000)
vec4(0.894725, -2.345900, -17.811840, 1.000000)
vec4(0.788025, -2.345900, -17.571838, 1.000000)
vec4(0.672425, -2.345900, -17.336039, 1.000000)
vec4(0.548025, -2.345900, -17.104740, 1.000000)
vec4(0.414925, -2.345900, -16.878340, 1.000000)
vec4(0.166325, -2.302600, -16.728340, 1.000000)
vec4(0.019425, -2.302600, -16.516541, 1.000000)
vec4(-0.135375, -2.302600, -16.310440, 1.000000)
vec4(-0.624675, -2.159000, -16.385340, 1.000000)
vec4(-0.872075, -2.119000, -16.283640, 1.000000)
vec4(1.134125, -2.345900, -19.613440, 1.000000)
vec4(1.095025, -2.345900, -19.363140, 1.000000)
vec4(1.046525, -2.345900, -19.114439, 1.000000)
vec4(0.988725, -2.345900, -18.867739, 1.000000)
vec4(0.921725, -2.345900, -18.623440, 1.000000)
vec4(0.845525, -2.345900, -18.381840, 1.000000)
vec4(0.760325, -2.345900, -18.143240, 1.000000)
vec4(0.666125, -2.345900, -17.908140, 1.000000)
vec4(0.563225, -2.345900, -17.676640, 1.000000)
vec4(0.451725, -2.345900, -17.449240, 1.000000)
vec4(0.223425, -2.302600, -17.286940, 1.000000)
vec4(0.097525, -2.302600, -17.072540, 1.000000)
vec4(-0.036375, -2.302600, -16.863039, 1.000000)
vec4(-0.178075, -2.302600, -16.658840, 1.000000)
vec4(-0.327275, -2.302600, -16.460039, 1.000000)
vec4(-0.620975, -2.240200, -16.382240, 1.000000)
vec4(-0.867975, -2.198900, -16.279940, 1.000000)
vec4(0.903425, -2.345900, -19.644840, 1.000000)
vec4(0.865625, -2.345900, -19.403139, 1.000000)
vec4(0.818825, -2.345900, -19.163040, 1.000000)
vec4(0.763025, -2.345900, -18.924940, 1.000000)
vec4(0.698325, -2.345900, -18.689039, 1.000000)
vec4(0.624725, -2.345900, -18.455740, 1.000000)
vec4(0.542525, -2.345900, -18.225439, 1.000000)
vec4(0.451625, -2.345900, -17.998440, 1.000000)
vec4(0.352325, -2.345900, -17.774940, 1.000000)
vec4(0.137925, -2.302600, -17.610039, 1.000000)
vec4(0.024225, -2.302600, -17.398640, 1.000000)
vec4(-0.097375, -2.302600, -17.191740, 1.000000)
vec4(-0.226575, -2.302600, -16.989439, 1.000000)
vec4(-0.363375, -2.302600, -16.792240, 1.000000)
vec4(-0.507475, -2.302600, -16.600340, 1.000000)
vec4(-0.658675, -2.302600, -16.413940, 1.000000)
vec4(-0.866475, -2.278400, -16.278639, 1.000000)
vec4(0.686425, -2.345900, -19.674339, 1.000000)
vec4(0.649925, -2.345900, -19.440840, 1.000000)
vec4(0.604725, -2.345900, -19.208839, 1.000000)
vec4(0.550825, -2.345900, -18.978640, 1.000000)
