vec3(-1.978803, 0.000000, -21.096497)
vec4(1.631397, -2.302600, -16.974096, 1.000000)
vec4(1.719097, -2.302600, -17.332697, 1.000000)
vec4(1.794497, -2.302600, -17.675297, 1.000000)
vec4(1.587797, -2.302600, -17.537395, 1.000000)
vec4(1.858497, -2.302600, -18.003197, 1.000000)
vec4(1.664097, -2.302600, -17.862597, 1.000000)
vec4(1.912097, -2.302600, -18.317497, 1.000000)
vec4(1.729397, -2.302600, -18.174696, 1.000000)
vec4(1.541497, -2.302600, -18.038795, 1.000000)
vec4(1.784397, -2.302600, -18.474396, 1.000000)
vec4(1.607697, -2.302600, -18.336197, 1.000000)
vec4(1.829597, -2.302600, -18.762596, 1.000000)
vec4(1.663797, -2.302600, -18.622498, 1.000000)
vec4(1.710397, -2.302600, -18.898296, 1.000000)
vec4(1.549697, -2.302600, -18.762697, 1.000000)
vec4(1.597297, -2.302600, -19.026997, 1.000000)
