vec3(-13.609486, 0.000000, -154.170944)
vec4(-38.299728, 2.919800, -201.229828, 1.000000)
vec4(-36.893326, 3.057100, -204.858429, 1.000000)
vec4(-43.733028, 4.064600, -204.851837, 1.000000)
vec4(-37.097828, 3.203600, -205.902634, 1.000000)
vec4(-42.542927, 3.908300, -205.158936, 1.000000)
vec4(-41.906727, 3.866500, -205.741638, 1.000000)
vec4(-35.735229, 2.984600, -205.556534, 1.000000)
vec4(-41.283630, 3.831000, -206.312927, 1.000000)
vec4(-36.118629, 3.193300, -206.853134, 1.000000)
vec4(-42.492226, 4.203000, -208.238831, 1.000000)
vec4(-35.256027, 3.097000, -206.917542, 1.000000)
vec4(-33.863228, 2.987200, -207.278229, 1.000000)
vec4(-33.715328, 2.811600, -206.117935, 1.000000)
vec4(-34.507629, 3.334400, -209.253235, 1.000000)
vec4(-35.260429, 3.759100, -211.657837, 1.000000)
vec4(-34.415829, 3.701900, -211.813339, 1.000000)
vec4(-35.245426, 4.912800, -219.141327, 1.000000)
vec4(-34.074528, 4.815700, -219.060532, 1.000000)
vec4(-41.955528, 6.654400, -226.773041, 1.000000)
vec4(-33.874027, 5.189200, -221.418533, 1.000000)
vec4(-38.013329, 5.616900, -222.223740, 1.000000)
vec4(-33.367027, 5.483800, -223.370728, 1.000000)
vec4(-33.611229, 8.510800, -241.047638, 1.000000)
vec4(-36.545128, 8.151200, -238.200531, 1.000000)
vec4(-34.445229, 11.157300, -256.147034, 1.000000)
vec4(-35.257526, 8.426500, -240.170532, 1.000000)
vec4(-0.659227, 9.721100, -244.041626, 1.000000)
vec4(15.194471, 10.718600, -240.746826, 1.000000)
vec4(17.148573, 10.777000, -239.509140, 1.000000)
vec4(34.716469, 12.594000, -235.234131, 1.000000)
vec4(31.727072, 13.077000, -243.338135, 1.000000)
vec4(37.189369, 12.796300, -233.647034, 1.000000)
vec4(-16.080328, 1.515100, -198.383636, 1.000000)
vec4(-14.633028, 1.708100, -197.983231, 1.000000)
vec4(-14.632028, 1.680500, -197.590042, 1.000000)
vec4(-2.916727, 4.137700, -205.282532, 1.000000)
vec4(-14.631027, 1.656000, -197.208633, 1.000000)
vec4(-14.634128, 1.739200, -198.390228, 1.000000)
vec4(-14.630128, 1.634500, -196.837738, 1.000000)
vec4(-14.629128, 1.615800, -196.475739, 1.000000)
vec4(-16.055027, 1.329000, -195.478928, 1.000000)
vec4(-16.048027, 1.341700, -195.772339, 1.000000)
vec4(-16.072327, 1.316500, -195.188828, 1.000000)
vec4(-16.068727, 1.299000, -193.793335, 1.000000)
vec4(-16.068027, 1.301000, -193.515839, 1.000000)
vec4(-16.071629, 1.309300, -194.906036, 1.000000)
vec4(-16.067327, 1.304900, -193.237030, 1.000000)
vec4(-16.070927, 1.303900, -194.625839, 1.000000)
vec4(-16.066528, 1.310700, -192.956039, 1.000000)
vec4(-16.065826, 1.318400, -192.672241, 1.000000)
vec4(-16.070229, 1.300400, -194.347534, 1.000000)
vec4(-16.045427, 1.331600, -192.380341, 1.000000)
vec4(-16.036629, 1.344900, -192.085129, 1.000000)
vec4(-16.069427, 1.298800, -194.070328, 1.000000)
vec4(-14.615928, 1.619700, -191.368835, 1.000000)
vec4(-14.614927, 1.639100, -191.004135, 1.000000)
vec4(-14.610928, 1.746800, -189.435730, 1.000000)
vec4(-14.614028, 1.661200, -190.630035, 1.000000)
vec4(-14.613028, 1.686400, -190.245041, 1.000000)
vec4(-14.609828, 1.782500, -189.007629, 1.000000)
vec4(-14.611928, 1.714800, -189.847534, 1.000000)
vec4(-2.854727, 4.250600, -181.370041, 1.000000)
vec4(-12.396427, 2.540400, -184.673141, 1.000000)
