vec3(-2.317033, 0.000000, -20.811581)
vec4(1.521067, -2.302600, -16.829081, 1.000000)
vec4(1.293167, -2.302600, -16.689180, 1.000000)
vec4(1.803967, -2.302600, -17.341681, 1.000000)
vec4(1.595167, -2.302600, -17.190781, 1.000000)
vec4(1.380867, -2.302600, -17.047781, 1.000000)
vec4(1.853467, -2.302600, -17.689081, 1.000000)
vec4(1.657667, -2.302600, -17.535980, 1.000000)
vec4(1.456267, -2.302600, -17.390381, 1.000000)
vec4(1.249567, -2.302600, -17.252480, 1.000000)
vec4(1.892667, -2.302600, -18.020882, 1.000000)
vec4(1.709367, -2.302600, -17.866081, 1.000000)
vec4(1.520267, -2.302600, -17.718281, 1.000000)
vec4(1.325867, -2.302600, -17.577681, 1.000000)
vec4(1.922367, -2.302600, -18.338280, 1.000000)
vec4(1.750967, -2.302600, -18.182180, 1.000000)
vec4(1.573867, -2.302600, -18.032581, 1.000000)
vec4(1.391167, -2.302600, -17.889780, 1.000000)
vec4(1.203267, -2.302600, -17.753880, 1.000000)
vec4(1.783267, -2.302600, -18.485180, 1.000000)
vec4(1.617467, -2.302600, -18.334181, 1.000000)
vec4(1.446167, -2.302600, -18.189480, 1.000000)
vec4(1.269467, -2.302600, -18.051281, 1.000000)
vec4(1.806667, -2.302600, -18.775980, 1.000000)
vec4(1.651867, -2.302600, -18.623880, 1.000000)
vec4(1.491367, -2.302600, -18.477680, 1.000000)
vec4(1.325567, -2.302600, -18.337582, 1.000000)
vec4(1.677567, -2.302600, -18.902380, 1.000000)
vec4(1.527567, -2.302600, -18.754980, 1.000000)
vec4(1.372167, -2.302600, -18.613380, 1.000000)
vec4(1.211467, -2.302600, -18.477781, 1.000000)
vec4(1.555167, -2.302600, -19.022181, 1.000000)
vec4(1.409767, -2.302600, -18.879280, 1.000000)
vec4(1.259067, -2.302600, -18.742081, 1.000000)
vec4(1.439067, -2.302600, -19.135881, 1.000000)
vec4(1.297967, -2.302600, -18.997280, 1.000000)
vec4(1.328567, -2.302600, -19.243980, 1.000000)
vec4(1.191667, -2.302600, -19.109480, 1.000000)
vec4(1.223467, -2.302600, -19.346880, 1.000000)
