vec3(-3.204797, 0.000000, -20.101360)
vec4(1.637003, -1.298300, -18.028061, 1.000000)
vec4(1.451903, -1.290500, -17.874660, 1.000000)
vec4(1.388103, -1.318900, -17.606159, 1.000000)
vec4(1.663103, -1.378900, -18.006161, 1.000000)
vec4(1.434803, -1.358300, -17.890261, 1.000000)
vec4(1.433603, -1.407000, -17.561661, 1.000000)
vec4(1.667603, -1.454300, -18.002460, 1.000000)
vec4(1.436903, -1.431800, -17.888260, 1.000000)
vec4(1.431803, -1.482000, -17.563360, 1.000000)
vec4(1.672103, -1.530100, -17.998661, 1.000000)
vec4(1.439103, -1.505800, -17.886360, 1.000000)
vec4(1.430403, -1.557400, -17.564760, 1.000000)
vec4(1.676603, -1.606500, -17.994860, 1.000000)
vec4(1.441303, -1.580200, -17.884460, 1.000000)
vec4(1.681203, -1.683400, -17.991060, 1.000000)
vec4(1.443503, -1.655100, -17.882460, 1.000000)
vec4(1.685803, -1.761000, -17.987261, 1.000000)
vec4(1.445703, -1.730600, -17.880560, 1.000000)
vec4(1.690503, -1.839200, -17.983261, 1.000000)
vec4(1.447903, -1.806600, -17.878561, 1.000000)
vec4(1.695403, -1.918100, -17.979259, 1.000000)
vec4(1.450503, -1.883200, -17.876261, 1.000000)
vec4(1.700303, -1.997700, -17.975161, 1.000000)
vec4(1.454603, -1.961100, -17.872561, 1.000000)
vec4(1.705303, -2.078000, -17.970961, 1.000000)
vec4(1.458703, -2.039700, -17.868759, 1.000000)
vec4(1.685403, -2.302600, -16.941261, 1.000000)
vec4(1.487603, -2.302600, -16.761261, 1.000000)
vec4(1.283203, -2.302600, -16.588661, 1.000000)
vec4(1.072503, -2.302600, -16.423960, 1.000000)
vec4(0.855803, -2.302600, -16.267262, 1.000000)
vec4(0.633303, -2.302600, -16.118860, 1.000000)
vec4(1.710303, -2.159000, -17.966761, 1.000000)
vec4(1.462903, -2.119000, -17.865061, 1.000000)
vec4(1.690503, -2.302600, -17.310459, 1.000000)
vec4(1.506603, -2.302600, -17.129961, 1.000000)
vec4(1.316103, -2.302600, -16.956461, 1.000000)
vec4(1.119203, -2.302600, -16.790161, 1.000000)
vec4(0.916203, -2.302600, -16.631460, 1.000000)
vec4(0.707403, -2.302600, -16.480560, 1.000000)
vec4(0.493103, -2.302600, -16.337561, 1.000000)
vec4(1.714003, -2.240200, -17.963661, 1.000000)
vec4(1.467003, -2.198900, -17.861361, 1.000000)
vec4(1.516603, -2.302600, -17.480659, 1.000000)
vec4(1.339303, -2.302600, -17.306561, 1.000000)
vec4(1.155603, -2.302600, -17.139160, 1.000000)
vec4(0.965703, -2.302600, -16.978861, 1.000000)
vec4(0.769903, -2.302600, -16.825760, 1.000000)
