vec3(-17.814423, 0.000000, -192.168045)
vec4(-42.504658, 2.919800, -239.226929, 1.000000)
vec4(-41.098259, 3.057100, -242.855530, 1.000000)
vec4(-47.937958, 4.064600, -242.848938, 1.000000)
vec4(-41.302757, 3.203600, -243.899734, 1.000000)
vec4(-46.747856, 3.908300, -243.156036, 1.000000)
vec4(-39.940159, 2.984600, -243.553635, 1.000000)
vec4(-46.111656, 3.866500, -243.738739, 1.000000)
vec4(-45.488560, 3.831000, -244.310028, 1.000000)
vec4(-40.323559, 3.193300, -244.850235, 1.000000)
vec4(-46.697159, 4.203000, -246.235931, 1.000000)
vec4(-39.460960, 3.097000, -244.914642, 1.000000)
vec4(-38.068161, 2.987200, -245.275330, 1.000000)
vec4(-37.920258, 2.811600, -244.115036, 1.000000)
vec4(-38.712559, 3.334400, -247.250336, 1.000000)
vec4(-39.465359, 3.759100, -249.654938, 1.000000)
vec4(-39.450359, 4.912800, -257.138428, 1.000000)
vec4(-38.620758, 3.701900, -249.810440, 1.000000)
vec4(-38.279457, 4.815700, -257.057648, 1.000000)
vec4(-46.160461, 6.654400, -264.770142, 1.000000)
vec4(-38.078957, 5.189200, -259.415649, 1.000000)
vec4(-42.218258, 5.616900, -260.220825, 1.000000)
vec4(-37.571960, 5.483800, -261.367828, 1.000000)
vec4(-37.816158, 8.510800, -279.044739, 1.000000)
vec4(-40.750061, 8.151200, -276.197632, 1.000000)
vec4(-38.650158, 11.157300, -294.144135, 1.000000)
vec4(-39.462460, 8.426500, -278.167633, 1.000000)
vec4(-4.864159, 9.721100, -282.038727, 1.000000)
vec4(10.989540, 10.718600, -278.743927, 1.000000)
vec4(12.943642, 10.777000, -277.506226, 1.000000)
vec4(30.511539, 12.594000, -273.231232, 1.000000)
vec4(27.522141, 13.077000, -281.335236, 1.000000)
vec4(32.984440, 12.796300, -271.644135, 1.000000)
vec4(-20.285259, 1.515100, -236.380737, 1.000000)
vec4(-18.837959, 1.708100, -235.980331, 1.000000)
vec4(-18.836960, 1.680500, -235.587143, 1.000000)
vec4(-7.121658, 4.137700, -243.279633, 1.000000)
vec4(-18.835958, 1.656000, -235.205734, 1.000000)
vec4(-18.835060, 1.634500, -234.834839, 1.000000)
vec4(-18.839058, 1.739200, -236.387329, 1.000000)
vec4(-18.834059, 1.615800, -234.472839, 1.000000)
vec4(-20.259958, 1.329000, -233.476028, 1.000000)
vec4(-20.252958, 1.341700, -233.769440, 1.000000)
vec4(-20.277260, 1.316500, -233.185928, 1.000000)
vec4(-20.276558, 1.309300, -232.903137, 1.000000)
vec4(-20.273659, 1.299000, -231.790436, 1.000000)
vec4(-20.275860, 1.303900, -232.622940, 1.000000)
vec4(-20.272959, 1.301000, -231.512939, 1.000000)
vec4(-20.275158, 1.300400, -232.344635, 1.000000)
vec4(-20.272259, 1.304900, -231.234131, 1.000000)
vec4(-20.274359, 1.298800, -232.067429, 1.000000)
vec4(-20.271458, 1.310700, -230.953140, 1.000000)
vec4(-20.241558, 1.344900, -230.082230, 1.000000)
vec4(-20.270760, 1.318400, -230.669342, 1.000000)
vec4(-18.820858, 1.619700, -229.365936, 1.000000)
vec4(-20.250359, 1.331600, -230.377441, 1.000000)
vec4(-18.819859, 1.639100, -229.001236, 1.000000)
vec4(-18.815859, 1.746800, -227.432831, 1.000000)
vec4(-18.818958, 1.661200, -228.627136, 1.000000)
vec4(-18.814758, 1.782500, -227.004730, 1.000000)
vec4(-18.817959, 1.686400, -228.242142, 1.000000)
vec4(-7.059658, 4.250600, -219.367142, 1.000000)
vec4(-18.816860, 1.714800, -227.844635, 1.000000)
vec4(-20.249659, 1.562600, -227.045532, 1.000000)
vec4(-16.601358, 2.540400, -222.670242, 1.000000)
vec4(-17.406059, 2.433800, -222.668243, 1.000000)
vec4(-14.868559, 2.772300, -222.757935, 1.000000)
vec4(-18.146858, 2.338800, -222.666229, 1.000000)
vec4(-15.721859, 2.660800, -222.672531, 1.000000)
