vec3(-14.077991, 0.000000, -158.388336)
vec4(-37.361832, 3.057100, -209.075821, 1.000000)
vec4(-38.768230, 2.919800, -205.447220, 1.000000)
vec4(-44.201530, 4.064600, -209.069229, 1.000000)
vec4(-37.566330, 3.203600, -210.120026, 1.000000)
vec4(-43.011429, 3.908300, -209.376328, 1.000000)
vec4(-36.203732, 2.984600, -209.773926, 1.000000)
vec4(-42.375229, 3.866500, -209.959030, 1.000000)
vec4(-41.752132, 3.831000, -210.530334, 1.000000)
vec4(-36.587132, 3.193300, -211.070526, 1.000000)
vec4(-42.960732, 4.203000, -212.456223, 1.000000)
vec4(-35.724533, 3.097000, -211.134933, 1.000000)
vec4(-34.183830, 2.811600, -210.335327, 1.000000)
vec4(-34.331734, 2.987200, -211.495621, 1.000000)
vec4(-34.976131, 3.334400, -213.470627, 1.000000)
vec4(-35.713932, 4.912800, -223.358734, 1.000000)
vec4(-35.728931, 3.759100, -215.875229, 1.000000)
vec4(-34.543030, 4.815700, -223.277924, 1.000000)
vec4(-34.884331, 3.701900, -216.030731, 1.000000)
vec4(-34.342529, 5.189200, -225.635925, 1.000000)
vec4(-33.835533, 5.483800, -227.588135, 1.000000)
vec4(-42.424034, 6.654400, -230.990417, 1.000000)
vec4(-37.013634, 8.151200, -242.417923, 1.000000)
vec4(-38.481831, 5.616900, -226.441132, 1.000000)
vec4(-35.726032, 8.426500, -244.387924, 1.000000)
vec4(-34.079731, 8.510800, -245.265030, 1.000000)
vec4(-34.913731, 11.157300, -260.364441, 1.000000)
vec4(-1.127731, 9.721100, -248.259033, 1.000000)
vec4(14.725967, 10.718600, -244.964233, 1.000000)
vec4(16.680069, 10.777000, -243.726532, 1.000000)
vec4(34.247967, 12.594000, -239.451523, 1.000000)
vec4(36.720867, 12.796300, -237.864426, 1.000000)
vec4(31.258568, 13.077000, -247.555527, 1.000000)
vec4(-16.548832, 1.515100, -202.601028, 1.000000)
vec4(-3.385231, 4.137700, -209.499924, 1.000000)
vec4(-15.101532, 1.708100, -202.200623, 1.000000)
vec4(-15.100532, 1.680500, -201.807434, 1.000000)
vec4(-15.102632, 1.739200, -202.607620, 1.000000)
vec4(-15.099531, 1.656000, -201.426025, 1.000000)
vec4(-16.523531, 1.329000, -199.696320, 1.000000)
vec4(-15.098632, 1.634500, -201.055130, 1.000000)
vec4(-16.540833, 1.316500, -199.406219, 1.000000)
vec4(-15.097631, 1.615800, -200.693130, 1.000000)
vec4(-16.540131, 1.309300, -199.123428, 1.000000)
vec4(-16.516531, 1.341700, -199.989731, 1.000000)
vec4(-16.539433, 1.303900, -198.843231, 1.000000)
vec4(-16.537231, 1.299000, -198.010727, 1.000000)
vec4(-16.538731, 1.300400, -198.564926, 1.000000)
vec4(-16.536531, 1.301000, -197.733231, 1.000000)
vec4(-16.537931, 1.298800, -198.287720, 1.000000)
vec4(-16.535831, 1.304900, -197.454422, 1.000000)
vec4(-16.505131, 1.344900, -196.302521, 1.000000)
vec4(-16.535030, 1.310700, -197.173431, 1.000000)
vec4(-15.084432, 1.619700, -195.586227, 1.000000)
vec4(-16.534332, 1.318400, -196.889633, 1.000000)
vec4(-15.083431, 1.639100, -195.221527, 1.000000)
vec4(-16.513931, 1.331600, -196.597733, 1.000000)
vec4(-15.082532, 1.661200, -194.847427, 1.000000)
vec4(-15.081532, 1.686400, -194.462433, 1.000000)
vec4(-15.079432, 1.746800, -193.653122, 1.000000)
vec4(-15.080432, 1.714800, -194.064926, 1.000000)
vec4(-15.078332, 1.782500, -193.225021, 1.000000)
vec4(-3.323231, 4.250600, -185.587433, 1.000000)
vec4(-12.864931, 2.540400, -188.890533, 1.000000)
vec4(-13.669632, 2.433800, -188.888519, 1.000000)
vec4(-16.513231, 1.562600, -193.265823, 1.000000)
vec4(-14.410432, 2.338800, -188.886520, 1.000000)
vec4(-15.096731, 2.254100, -188.884827, 1.000000)
vec4(-11.132132, 2.772300, -188.978226, 1.000000)
vec4(-15.735931, 2.178300, -188.883133, 1.000000)
vec4(-11.985432, 2.660800, -188.892822, 1.000000)
vec4(-16.125732, 2.168500, -188.625031, 1.000000)
vec4(-16.123732, 2.275700, -187.852524, 1.000000)
vec4(-16.121532, 2.397700, -186.998322, 1.000000)
vec4(-16.119032, 2.537200, -186.045822, 1.000000)
vec4(-16.170132, 3.338000, -180.860123, 1.000000)
vec4(-16.157131, 2.684000, -185.043320, 1.000000)
vec4(-16.051031, 2.908200, -183.639832, 1.000000)
vec4(-16.123432, 3.099300, -182.380127, 1.000000)
vec4(-14.175431, 4.589400, -173.985031, 1.000000)
vec4(-15.237732, 4.513300, -174.042023, 1.000000)
vec4(-33.288933, 3.119100, -183.142029, 1.000000)
vec4(-33.496429, 3.009100, -184.023727, 1.000000)
vec4(-33.767532, 2.933500, -184.741028, 1.000000)
vec4(-35.123032, 3.034700, -185.085327, 1.000000)
vec4(-34.510330, 3.002800, -184.813828, 1.000000)
vec4(-36.750832, 2.812800, -188.681030, 1.000000)
vec4(-35.931534, 3.118800, -185.166428, 1.000000)
vec4(-37.533333, 2.905500, -188.874832, 1.000000)
vec4(-36.273430, 3.084300, -185.767426, 1.000000)
vec4(-37.807930, 2.892100, -189.435425, 1.000000)
vec4(-36.275932, 2.975000, -186.665131, 1.000000)
vec4(-37.655434, 2.796400, -190.236832, 1.000000)
vec4(-36.313232, 2.885200, -187.472321, 1.000000)
vec4(-38.870632, 2.981000, -190.270828, 1.000000)
vec4(-39.747231, 3.096400, -190.556030, 1.000000)
vec4(-41.216934, 3.901200, -184.345734, 1.000000)
vec4(-39.516533, 2.999400, -191.377823, 1.000000)
vec4(-39.031830, 2.861700, -192.255325, 1.000000)
vec4(-39.904831, 2.868600, -195.183731, 1.000000)
vec4(-40.950432, 3.180200, -192.234222, 1.000000)
vec4(-39.632030, 2.802200, -195.843323, 1.000000)
vec4(-49.485733, 4.713800, -190.326721, 1.000000)
vec4(-39.273830, 2.725300, -196.484528, 1.000000)
vec4(-56.113132, 5.871600, -189.605423, 1.000000)
vec4(-39.741531, 2.798800, -197.034225, 1.000000)
vec4(-51.422234, 4.970700, -191.951630, 1.000000)
vec4(-40.293129, 2.890700, -197.613129, 1.000000)
vec4(-39.359932, 2.724800, -198.227020, 1.000000)
vec4(-46.389431, 3.967200, -199.097427, 1.000000)
vec4(-36.884830, 2.296000, -199.198029, 1.000000)
vec4(-37.001331, 2.325300, -199.704926, 1.000000)
vec4(-36.029533, 2.164100, -200.056427, 1.000000)
vec4(-37.361633, 2.417700, -200.785034, 1.000000)
vec4(-37.488632, 2.460400, -201.344330, 1.000000)
vec4(-40.262329, 2.991100, -202.646332, 1.000000)
vec4(-38.885132, 2.770100, -202.882629, 1.000000)
vec4(-39.107632, 2.847100, -203.589020, 1.000000)
vec4(-36.738632, 2.438200, -203.297729, 1.000000)
vec4(-36.851532, 2.499100, -203.916534, 1.000000)
vec4(-38.755234, 2.728700, -205.440933, 1.000000)
vec4(-44.046032, 3.772700, -208.985931, 1.000000)
vec4(-42.990231, 3.651600, -209.364029, 1.000000)
vec4(-42.354931, 3.612600, -209.946228, 1.000000)
vec4(-41.732731, 3.579500, -210.517029, 1.000000)
vec4(-42.737633, 3.885400, -212.289230, 1.000000)
vec4(-37.395832, 2.866700, -209.103531, 1.000000)
vec4(-37.602531, 3.004500, -210.151733, 1.000000)
vec4(-36.479630, 2.854400, -210.034119, 1.000000)
vec4(-36.892033, 3.058800, -211.380524, 1.000000)
vec4(-35.620934, 2.871600, -211.021423, 1.000000)
vec4(-35.366333, 2.932300, -211.733429, 1.000000)
vec4(-34.363232, 2.802700, -211.536026, 1.000000)
vec4(-34.985432, 3.121600, -213.483521, 1.000000)
vec4(-35.751732, 3.523100, -215.909531, 1.000000)
vec4(-34.905132, 3.469400, -216.064819, 1.000000)
vec4(-40.417633, 5.550500, -227.436630, 1.000000)
vec4(-37.875633, 5.035800, -225.266525, 1.000000)
vec4(-35.762733, 4.614500, -223.462830, 1.000000)
vec4(-34.705330, 4.573400, -223.660721, 1.000000)
vec4(-34.638931, 4.991900, -226.415329, 1.000000)
vec4(-33.512531, 4.963000, -226.632324, 1.000000)
vec4(-37.014233, 7.625300, -242.420532, 1.000000)
vec4(-35.404533, 7.668200, -243.132233, 1.000000)
vec4(-34.011730, 7.908200, -244.951019, 1.000000)
vec4(-34.985634, 10.505200, -260.770813, 1.000000)
vec4(-1.165831, 9.078400, -248.175323, 1.000000)
vec4(14.989769, 10.095100, -245.283936, 1.000000)
vec4(31.250870, 12.230900, -247.548828, 1.000000)
vec4(35.416969, 12.017600, -240.281525, 1.000000)
vec4(-16.548832, 1.417200, -202.601120, 1.000000)
vec4(-3.385231, 3.870500, -209.500031, 1.000000)
vec4(-15.102632, 1.626900, -202.607727, 1.000000)
vec4(-16.521732, 1.339800, -201.550720, 1.000000)
vec4(-16.535631, 1.315500, -201.214920, 1.000000)
vec4(-16.544731, 1.294600, -200.892120, 1.000000)
vec4(-16.543932, 1.277800, -200.582123, 1.000000)
vec4(-16.543131, 1.263200, -200.279526, 1.000000)
vec4(-16.542332, 1.250700, -199.983429, 1.000000)
