vec3(-9.849842, 0.000000, -120.472351)
vec4(-33.133690, 3.057100, -171.159821, 1.000000)
vec4(-34.540092, 2.919800, -167.531219, 1.000000)
vec4(-33.338192, 3.203600, -172.204025, 1.000000)
vec4(-39.973392, 4.064600, -171.153229, 1.000000)
vec4(-38.783291, 3.908300, -171.460327, 1.000000)
vec4(-31.975592, 2.984600, -171.857925, 1.000000)
vec4(-38.147091, 3.866500, -172.043030, 1.000000)
vec4(-37.523994, 3.831000, -172.614319, 1.000000)
vec4(-32.358994, 3.193300, -173.154526, 1.000000)
vec4(-38.732590, 4.203000, -174.540222, 1.000000)
vec4(-31.496391, 3.097000, -173.218933, 1.000000)
vec4(-30.103592, 2.987200, -173.579620, 1.000000)
vec4(-29.955692, 2.811600, -172.419327, 1.000000)
vec4(-30.747992, 3.334400, -175.554626, 1.000000)
vec4(-31.500792, 3.759100, -177.959229, 1.000000)
vec4(-30.656193, 3.701900, -178.114731, 1.000000)
vec4(-38.195892, 6.654400, -193.074432, 1.000000)
vec4(-31.485790, 4.912800, -185.442719, 1.000000)
vec4(-34.253693, 5.616900, -188.525131, 1.000000)
vec4(-29.851593, 8.510800, -207.349030, 1.000000)
vec4(-30.314892, 4.815700, -185.361923, 1.000000)
vec4(-30.685593, 11.157300, -222.448425, 1.000000)
vec4(-30.114391, 5.189200, -187.719925, 1.000000)
vec4(-29.607391, 5.483800, -189.672119, 1.000000)
vec4(-32.785492, 8.151200, -204.501923, 1.000000)
vec4(-31.497890, 8.426500, -206.471924, 1.000000)
vec4(3.100409, 9.721100, -210.343018, 1.000000)
vec4(18.954107, 10.718600, -207.048218, 1.000000)
vec4(20.908209, 10.777000, -205.810532, 1.000000)
vec4(38.476105, 12.594000, -201.535522, 1.000000)
vec4(40.949005, 12.796300, -199.948425, 1.000000)
vec4(35.486710, 13.077000, -209.639526, 1.000000)
vec4(-12.320692, 1.515100, -164.685028, 1.000000)
vec4(-10.873392, 1.708100, -164.284622, 1.000000)
vec4(-10.872392, 1.680500, -163.891434, 1.000000)
vec4(-10.871391, 1.656000, -163.510025, 1.000000)
vec4(-10.870492, 1.634500, -163.139130, 1.000000)
vec4(-10.869492, 1.615800, -162.777130, 1.000000)
vec4(-12.288391, 1.341700, -162.073730, 1.000000)
vec4(0.842909, 4.137700, -171.583923, 1.000000)
vec4(-12.295391, 1.329000, -161.780319, 1.000000)
vec4(-12.312692, 1.316500, -161.490219, 1.000000)
vec4(-10.874492, 1.739200, -164.691620, 1.000000)
vec4(-12.311992, 1.309300, -161.207428, 1.000000)
vec4(-12.309092, 1.299000, -160.094727, 1.000000)
vec4(-12.311292, 1.303900, -160.927231, 1.000000)
vec4(-12.308392, 1.301000, -159.817230, 1.000000)
vec4(-12.310592, 1.300400, -160.648926, 1.000000)
vec4(-12.307692, 1.304900, -159.538422, 1.000000)
vec4(-12.309792, 1.298800, -160.371719, 1.000000)
vec4(-12.306891, 1.310700, -159.257431, 1.000000)
vec4(-12.276992, 1.344900, -158.386520, 1.000000)
vec4(-10.856292, 1.619700, -157.670227, 1.000000)
vec4(-12.306191, 1.318400, -158.973633, 1.000000)
vec4(-10.855291, 1.639100, -157.305527, 1.000000)
vec4(-12.285791, 1.331600, -158.681732, 1.000000)
vec4(-10.854392, 1.661200, -156.931427, 1.000000)
vec4(-10.851292, 1.746800, -155.737122, 1.000000)
vec4(-10.853392, 1.686400, -156.546432, 1.000000)
vec4(-10.850192, 1.782500, -155.309021, 1.000000)
vec4(-10.852292, 1.714800, -156.148926, 1.000000)
vec4(0.904909, 4.250600, -147.671432, 1.000000)
vec4(-8.636791, 2.540400, -150.974533, 1.000000)
vec4(-9.441492, 2.433800, -150.972534, 1.000000)
vec4(-12.285091, 1.562600, -155.349823, 1.000000)
vec4(-10.182292, 2.338800, -150.970520, 1.000000)
vec4(-6.903992, 2.772300, -151.062225, 1.000000)
vec4(-10.868591, 2.254100, -150.968826, 1.000000)
vec4(-11.507792, 2.178300, -150.967133, 1.000000)
vec4(-7.757292, 2.660800, -150.976822, 1.000000)
vec4(-11.897592, 2.168500, -150.709030, 1.000000)
vec4(-11.895592, 2.275700, -149.936523, 1.000000)
vec4(-11.893392, 2.397700, -149.082321, 1.000000)
vec4(-11.941992, 3.338000, -142.944122, 1.000000)
vec4(-11.890892, 2.537200, -148.129822, 1.000000)
vec4(-11.928991, 2.684000, -147.127319, 1.000000)
vec4(-9.947291, 4.589400, -136.069031, 1.000000)
vec4(-11.822891, 2.908200, -145.723831, 1.000000)
vec4(-11.009592, 4.513300, -136.126022, 1.000000)
vec4(-11.895292, 3.099300, -144.464127, 1.000000)
vec4(-29.060791, 3.119100, -145.226028, 1.000000)
vec4(-29.268291, 3.009100, -146.107727, 1.000000)
vec4(-29.539391, 2.933500, -146.825027, 1.000000)
vec4(-30.894892, 3.034700, -147.169327, 1.000000)
vec4(-30.282192, 3.002800, -146.897827, 1.000000)
vec4(-31.703392, 3.118800, -147.250427, 1.000000)
vec4(-32.522690, 2.812800, -150.765030, 1.000000)
vec4(-33.305191, 2.905500, -150.958832, 1.000000)
vec4(-32.045292, 3.084300, -147.851425, 1.000000)
vec4(-33.579792, 2.892100, -151.519424, 1.000000)
vec4(-32.047791, 2.975000, -148.749130, 1.000000)
vec4(-33.427292, 2.796400, -152.320831, 1.000000)
vec4(-32.085091, 2.885200, -149.556320, 1.000000)
vec4(-34.642490, 2.981000, -152.354828, 1.000000)
vec4(-36.988792, 3.901200, -146.429733, 1.000000)
vec4(-35.519093, 3.096400, -152.640030, 1.000000)
vec4(-35.288391, 2.999400, -153.461823, 1.000000)
vec4(-35.676689, 2.868600, -157.267731, 1.000000)
vec4(-34.803692, 2.861700, -154.339325, 1.000000)
vec4(-35.403893, 2.802200, -157.927322, 1.000000)
vec4(-36.722290, 3.180200, -154.318222, 1.000000)
vec4(-35.045692, 2.725300, -158.568527, 1.000000)
vec4(-35.513390, 2.798800, -159.118225, 1.000000)
vec4(-45.257591, 4.713800, -152.410721, 1.000000)
vec4(-36.064991, 2.890700, -159.697128, 1.000000)
vec4(-35.131790, 2.724800, -160.311020, 1.000000)
vec4(-51.884995, 5.871600, -151.689423, 1.000000)
vec4(-42.161293, 3.967200, -161.181427, 1.000000)
vec4(-32.656693, 2.296000, -161.282028, 1.000000)
vec4(-47.194092, 4.970700, -154.035629, 1.000000)
vec4(-32.773193, 2.325300, -161.788925, 1.000000)
vec4(-31.801392, 2.164100, -162.140427, 1.000000)
vec4(-33.133492, 2.417700, -162.869034, 1.000000)
vec4(-33.260490, 2.460400, -163.428329, 1.000000)
vec4(-36.034191, 2.991100, -164.730331, 1.000000)
vec4(-34.656990, 2.770100, -164.966629, 1.000000)
vec4(-34.879494, 2.847100, -165.673019, 1.000000)
vec4(-32.510490, 2.438200, -165.381729, 1.000000)
vec4(-32.623390, 2.499100, -166.000519, 1.000000)
vec4(-34.527092, 2.728700, -167.524933, 1.000000)
vec4(-39.817894, 3.772700, -171.069931, 1.000000)
vec4(-38.762093, 3.651600, -171.448029, 1.000000)
vec4(-38.126793, 3.612600, -172.030228, 1.000000)
vec4(-37.504593, 3.579500, -172.601028, 1.000000)
vec4(-38.509491, 3.885400, -174.373230, 1.000000)
vec4(-33.167690, 2.866700, -171.187531, 1.000000)
vec4(-33.374390, 3.004500, -172.235733, 1.000000)
vec4(-32.251492, 2.854400, -172.118134, 1.000000)
vec4(-32.663891, 3.058800, -173.464523, 1.000000)
vec4(-31.392792, 2.871600, -173.105423, 1.000000)
vec4(-31.138191, 2.932300, -173.817429, 1.000000)
vec4(-30.135092, 2.802700, -173.620026, 1.000000)
vec4(-30.757292, 3.121600, -175.567520, 1.000000)
vec4(-31.523592, 3.523100, -177.993530, 1.000000)
vec4(-30.676991, 3.469400, -178.148834, 1.000000)
vec4(-36.189491, 5.550500, -189.520630, 1.000000)
vec4(-33.647491, 5.035800, -187.350525, 1.000000)
vec4(-31.534592, 4.614500, -185.546829, 1.000000)
vec4(-30.477192, 4.573400, -185.744720, 1.000000)
vec4(-30.410791, 4.991900, -188.499329, 1.000000)
vec4(-29.284391, 4.963000, -188.716324, 1.000000)
vec4(-32.786091, 7.625300, -204.504532, 1.000000)
vec4(-31.176392, 7.668200, -205.216217, 1.000000)
