vec3(-27.524391, 0.000000, -281.182678)
vec4(-52.214638, 2.919800, -328.241577, 1.000000)
vec4(-57.647942, 4.064600, -331.863556, 1.000000)
vec4(-56.457840, 3.908300, -332.170654, 1.000000)
vec4(-55.821640, 3.866500, -332.753357, 1.000000)
vec4(-55.198540, 3.831000, -333.324677, 1.000000)
vec4(-56.407139, 4.203000, -335.250580, 1.000000)
vec4(-50.808239, 3.057100, -331.870178, 1.000000)
vec4(-51.012741, 3.203600, -332.914368, 1.000000)
vec4(-49.650139, 2.984600, -332.568268, 1.000000)
vec4(-50.033539, 3.193300, -333.864868, 1.000000)
vec4(-49.170937, 3.097000, -333.929260, 1.000000)
vec4(-47.630238, 2.811600, -333.129669, 1.000000)
vec4(-47.778137, 2.987200, -334.289978, 1.000000)
vec4(-48.422539, 3.334400, -336.264954, 1.000000)
vec4(-49.175339, 3.759100, -338.669556, 1.000000)
vec4(-48.330738, 3.701900, -338.825073, 1.000000)
vec4(-55.870438, 6.654400, -353.784760, 1.000000)
vec4(-51.928238, 5.616900, -349.235474, 1.000000)
vec4(-49.160339, 4.912800, -346.153076, 1.000000)
vec4(-47.989441, 4.815700, -346.072266, 1.000000)
vec4(-47.788940, 5.189200, -348.430267, 1.000000)
vec4(-47.281937, 5.483800, -350.382477, 1.000000)
vec4(-50.460037, 8.151200, -365.212280, 1.000000)
vec4(-49.172440, 8.426500, -367.182281, 1.000000)
vec4(-47.526138, 8.510800, -368.059357, 1.000000)
vec4(-48.360138, 11.157300, -383.158752, 1.000000)
vec4(-14.574139, 9.721100, -371.053375, 1.000000)
vec4(1.279560, 10.718600, -367.758575, 1.000000)
vec4(3.233662, 10.777000, -366.520874, 1.000000)
vec4(17.812160, 13.077000, -370.349854, 1.000000)
vec4(20.801559, 12.594000, -362.245880, 1.000000)
vec4(23.274460, 12.796300, -360.658752, 1.000000)
vec4(-29.995239, 1.515100, -325.395355, 1.000000)
vec4(-16.831638, 4.137700, -332.294281, 1.000000)
vec4(-28.549038, 1.739200, -325.401978, 1.000000)
vec4(-28.547939, 1.708100, -324.994965, 1.000000)
vec4(-28.546940, 1.680500, -324.601776, 1.000000)
vec4(-28.545938, 1.656000, -324.220367, 1.000000)
vec4(-28.545040, 1.634500, -323.849457, 1.000000)
vec4(-28.544039, 1.615800, -323.487457, 1.000000)
vec4(-29.962938, 1.341700, -322.784058, 1.000000)
vec4(-29.969938, 1.329000, -322.490662, 1.000000)
vec4(-29.987240, 1.316500, -322.200562, 1.000000)
vec4(-29.986538, 1.309300, -321.917755, 1.000000)
vec4(-29.985840, 1.303900, -321.637573, 1.000000)
vec4(-29.985138, 1.300400, -321.359283, 1.000000)
vec4(-29.984339, 1.298800, -321.082062, 1.000000)
vec4(-29.983639, 1.299000, -320.805054, 1.000000)
vec4(-29.982939, 1.301000, -320.527557, 1.000000)
vec4(-29.982239, 1.304900, -320.248779, 1.000000)
vec4(-29.981438, 1.310700, -319.967773, 1.000000)
vec4(-29.980740, 1.318400, -319.683960, 1.000000)
vec4(-29.960339, 1.331600, -319.392059, 1.000000)
vec4(-29.951538, 1.344900, -319.096863, 1.000000)
vec4(-28.530838, 1.619700, -318.380554, 1.000000)
vec4(-28.529839, 1.639100, -318.015869, 1.000000)
vec4(-28.528938, 1.661200, -317.641754, 1.000000)
vec4(-28.527939, 1.686400, -317.256775, 1.000000)
vec4(-28.526840, 1.714800, -316.859283, 1.000000)
vec4(-28.525839, 1.746800, -316.447479, 1.000000)
vec4(-28.524738, 1.782500, -316.019379, 1.000000)
vec4(-16.769638, 4.250600, -308.381775, 1.000000)
vec4(-29.959639, 1.562600, -316.060181, 1.000000)
vec4(-24.578539, 2.772300, -311.772583, 1.000000)
vec4(-25.431839, 2.660800, -311.687164, 1.000000)
vec4(-26.311338, 2.540400, -311.684875, 1.000000)
vec4(-27.116039, 2.433800, -311.682861, 1.000000)
vec4(-27.856838, 2.338800, -311.680878, 1.000000)
vec4(-28.543139, 2.254100, -311.679169, 1.000000)
vec4(-29.182339, 2.178300, -311.677460, 1.000000)
vec4(-29.572140, 2.168500, -311.419373, 1.000000)
vec4(-29.570139, 2.275700, -310.646881, 1.000000)
vec4(-29.567940, 2.397700, -309.792664, 1.000000)
vec4(-29.565439, 2.537200, -308.840179, 1.000000)
vec4(-29.603539, 2.684000, -307.837677, 1.000000)
vec4(-29.497438, 2.908200, -306.434174, 1.000000)
vec4(-29.569839, 3.099300, -305.174469, 1.000000)
vec4(-29.616539, 3.338000, -303.654480, 1.000000)
vec4(-27.621838, 4.589400, -296.779358, 1.000000)
vec4(-28.684139, 4.513300, -296.836365, 1.000000)
vec4(-46.735340, 3.119100, -305.936371, 1.000000)
vec4(-46.942841, 3.009100, -306.818054, 1.000000)
vec4(-47.213940, 2.933500, -307.535370, 1.000000)
vec4(-47.956738, 3.002800, -307.608154, 1.000000)
vec4(-48.569439, 3.034700, -307.879669, 1.000000)
vec4(-49.377937, 3.118800, -307.960754, 1.000000)
vec4(-49.719841, 3.084300, -308.561768, 1.000000)
vec4(-49.722340, 2.975000, -309.459473, 1.000000)
vec4(-49.759640, 2.885200, -310.266663, 1.000000)
vec4(-54.663338, 3.901200, -307.140076, 1.000000)
vec4(-50.197239, 2.812800, -311.475372, 1.000000)
vec4(-50.979740, 2.905500, -311.669159, 1.000000)
vec4(-51.254341, 2.892100, -312.229767, 1.000000)
vec4(-51.101837, 2.796400, -313.031158, 1.000000)
vec4(-52.317039, 2.981000, -313.065155, 1.000000)
vec4(-53.193638, 3.096400, -313.350372, 1.000000)
vec4(-52.962940, 2.999400, -314.172180, 1.000000)
vec4(-52.478241, 2.861700, -315.049683, 1.000000)
vec4(-54.396839, 3.180200, -315.028564, 1.000000)
vec4(-62.932137, 4.713800, -313.121063, 1.000000)
vec4(-69.559540, 5.871600, -312.399780, 1.000000)
vec4(-64.868637, 4.970700, -314.745972, 1.000000)
vec4(-53.351238, 2.868600, -317.978058, 1.000000)
vec4(-53.078438, 2.802200, -318.637665, 1.000000)
vec4(-52.720238, 2.725300, -319.278870, 1.000000)
vec4(-53.187939, 2.798800, -319.828583, 1.000000)
vec4(-53.739540, 2.890700, -320.407471, 1.000000)
vec4(-52.806339, 2.724800, -321.021362, 1.000000)
vec4(-59.835838, 3.967200, -321.891754, 1.000000)
vec4(-50.331238, 2.296000, -321.992371, 1.000000)
vec4(-50.447739, 2.325300, -322.499268, 1.000000)
vec4(-49.475937, 2.164100, -322.850769, 1.000000)
vec4(-50.808037, 2.417700, -323.579376, 1.000000)
vec4(-50.935040, 2.460400, -324.138672, 1.000000)
vec4(-53.708740, 2.991100, -325.440674, 1.000000)
vec4(-52.331539, 2.770100, -325.676971, 1.000000)
vec4(-52.554039, 2.847100, -326.383362, 1.000000)
vec4(-50.185040, 2.438200, -326.092072, 1.000000)
vec4(-50.297939, 2.499100, -326.710876, 1.000000)
vec4(-52.201637, 2.728700, -328.235260, 1.000000)
vec4(-57.492439, 3.772700, -331.780273, 1.000000)
