vec3(-3.094954, 0.000000, -20.186195)
vec4(1.561746, -1.290500, -17.959496, 1.000000)
vec4(1.497945, -1.318900, -17.690994, 1.000000)
vec4(1.544645, -1.358300, -17.975096, 1.000000)
vec4(1.543446, -1.407000, -17.646496, 1.000000)
vec4(1.546745, -1.431800, -17.973095, 1.000000)
vec4(1.541646, -1.482000, -17.648195, 1.000000)
vec4(1.781946, -1.530100, -18.083496, 1.000000)
vec4(1.548945, -1.505800, -17.971195, 1.000000)
vec4(1.540246, -1.557400, -17.649595, 1.000000)
vec4(1.786446, -1.606500, -18.079695, 1.000000)
vec4(1.551146, -1.580200, -17.969296, 1.000000)
vec4(1.791046, -1.683400, -18.075895, 1.000000)
vec4(1.553346, -1.655100, -17.967295, 1.000000)
vec4(1.795646, -1.761000, -18.072096, 1.000000)
vec4(1.555545, -1.730600, -17.965395, 1.000000)
vec4(1.800345, -1.839200, -18.068096, 1.000000)
vec4(1.557745, -1.806600, -17.963396, 1.000000)
vec4(1.805245, -1.918100, -18.064095, 1.000000)
vec4(1.560346, -1.883200, -17.961096, 1.000000)
vec4(1.810145, -1.997700, -18.059996, 1.000000)
vec4(1.564445, -1.961100, -17.957396, 1.000000)
vec4(1.815145, -2.078000, -18.055796, 1.000000)
vec4(1.568545, -2.039700, -17.953594, 1.000000)
vec4(1.597445, -2.302600, -16.846096, 1.000000)
vec4(1.393045, -2.302600, -16.673496, 1.000000)
vec4(1.182345, -2.302600, -16.508795, 1.000000)
vec4(0.965645, -2.302600, -16.352097, 1.000000)
vec4(0.743145, -2.302600, -16.203695, 1.000000)
vec4(1.820146, -2.159000, -18.051596, 1.000000)
vec4(1.572745, -2.119000, -17.949896, 1.000000)
vec4(1.800345, -2.302600, -17.395294, 1.000000)
vec4(1.616446, -2.302600, -17.214796, 1.000000)
vec4(1.425945, -2.302600, -17.041296, 1.000000)
vec4(1.229045, -2.302600, -16.874996, 1.000000)
vec4(1.026045, -2.302600, -16.716295, 1.000000)
vec4(0.817245, -2.302600, -16.565395, 1.000000)
vec4(0.602946, -2.302600, -16.422396, 1.000000)
vec4(1.823845, -2.240200, -18.048496, 1.000000)
vec4(1.576846, -2.198900, -17.946196, 1.000000)
vec4(1.626445, -2.302600, -17.565495, 1.000000)
vec4(1.449145, -2.302600, -17.391396, 1.000000)
vec4(1.265446, -2.302600, -17.223995, 1.000000)
vec4(1.075545, -2.302600, -17.063696, 1.000000)
vec4(0.879745, -2.302600, -16.910595, 1.000000)
vec4(0.678345, -2.302600, -16.764996, 1.000000)
vec4(0.471646, -2.302600, -16.627094, 1.000000)
vec4(1.937346, -2.302600, -18.266596, 1.000000)
vec4(1.786146, -2.302600, -18.080196, 1.000000)
vec4(1.578345, -2.278400, -17.944895, 1.000000)
vec4(1.463346, -2.302600, -17.725195, 1.000000)
vec4(1.292146, -2.302600, -17.557095, 1.000000)
vec4(1.114746, -2.302600, -17.395496, 1.000000)
vec4(0.931446, -2.302600, -17.240696, 1.000000)
vec4(0.742346, -2.302600, -17.092896, 1.000000)
vec4(0.547945, -2.302600, -16.952295, 1.000000)
vec4(1.907246, -2.302600, -18.584095, 1.000000)
vec4(1.767945, -2.302600, -18.398596, 1.000000)
vec4(1.621846, -2.302600, -18.218494, 1.000000)
vec4(1.469145, -2.302600, -18.043995, 1.000000)
vec4(1.309946, -2.302600, -17.875395, 1.000000)
vec4(1.144445, -2.302600, -17.712894, 1.000000)
vec4(0.973045, -2.302600, -17.556795, 1.000000)
vec4(0.795945, -2.302600, -17.407196, 1.000000)
vec4(0.613245, -2.302600, -17.264395, 1.000000)
vec4(0.425345, -2.302600, -17.128494, 1.000000)
vec4(1.742946, -2.302600, -18.702295, 1.000000)
