vec3(-1.424587, 0.000000, -15.247097)
vec4(-26.191444, 3.394700, -67.135071, 1.000000)
vec4(-33.956844, 4.460500, -66.140869, 1.000000)
vec4(-24.428844, 3.091000, -66.555367, 1.000000)
vec4(-27.910744, 3.337100, -63.975967, 1.000000)
vec4(-23.909143, 3.072500, -66.970673, 1.000000)
vec4(-25.914244, 3.000300, -63.630569, 1.000000)
vec4(-23.395344, 3.058700, -67.381866, 1.000000)
vec4(-25.950344, 3.078000, -64.412170, 1.000000)
vec4(-23.228844, 3.139300, -68.166267, 1.000000)
vec4(-26.144344, 3.197800, -65.344269, 1.000000)
vec4(-25.865845, 3.224600, -65.987267, 1.000000)
vec4(-23.038445, 3.224900, -68.976570, 1.000000)
vec4(-22.318043, 3.171400, -69.170967, 1.000000)
vec4(-22.726944, 3.457200, -70.887169, 1.000000)
vec4(-22.564243, 4.708200, -79.159370, 1.000000)
vec4(-22.083143, 3.445000, -71.249069, 1.000000)
vec4(-21.184444, 3.350500, -71.188568, 1.000000)
vec4(-21.125044, 4.471500, -78.333168, 1.000000)
vec4(-21.534744, 3.697400, -73.260170, 1.000000)
vec4(-20.200344, 4.451100, -78.579666, 1.000000)
vec4(-24.544743, 5.124400, -80.811470, 1.000000)
vec4(-20.180843, 4.933100, -81.482666, 1.000000)
vec4(-20.501543, 7.740900, -97.846268, 1.000000)
vec4(-21.963142, 10.860600, -115.544464, 1.000000)
vec4(-23.757843, 7.779800, -97.243973, 1.000000)
vec4(-21.591644, 7.374300, -95.459770, 1.000000)
vec4(-1.789743, 3.252600, -70.821671, 1.000000)
vec4(-1.789743, 3.062300, -69.553070, 1.000000)
vec4(-3.353943, 2.190500, -64.592567, 1.000000)
vec4(-1.907743, 2.860800, -68.256065, 1.000000)
vec4(-1.842644, 2.736700, -67.338272, 1.000000)
vec4(-1.907743, 2.079900, -62.204769, 1.000000)
vec4(-3.353943, 2.096300, -63.891567, 1.000000)
vec4(-1.571843, 2.095500, -61.900070, 1.000000)
vec4(-0.757243, 2.214300, -61.900070, 1.000000)
vec4(0.156756, 2.350900, -61.900070, 1.000000)
vec4(-1.789743, 2.411600, -64.875671, 1.000000)
vec4(1.192657, 2.509300, -61.900070, 1.000000)
vec4(2.380157, 2.694600, -61.900070, 1.000000)
vec4(-1.907743, 2.293200, -64.048065, 1.000000)
vec4(3.759457, 2.914000, -61.900070, 1.000000)
vec4(5.385957, 3.177100, -61.900070, 1.000000)
vec4(-1.907743, 2.214300, -63.392868, 1.000000)
vec4(9.827456, 3.966600, -62.819668, 1.000000)
vec4(-3.946643, 1.355800, -57.422367, 1.000000)
vec4(-3.861444, 1.355800, -57.146267, 1.000000)
vec4(-1.907743, 2.143500, -62.780270, 1.000000)
vec4(-3.786543, 1.355800, -56.867168, 1.000000)
vec4(-3.561644, 1.355800, -54.862167, 1.000000)
vec4(-3.722243, 1.355800, -56.585468, 1.000000)
vec4(-3.572844, 1.355800, -54.573269, 1.000000)
vec4(-3.594843, 1.355800, -54.284870, 1.000000)
vec4(-3.668543, 1.355800, -56.301468, 1.000000)
vec4(-3.627744, 1.355800, -53.997570, 1.000000)
vec4(-3.671343, 1.355800, -53.711670, 1.000000)
vec4(-3.625544, 1.355800, -56.015667, 1.000000)
vec4(-3.725743, 1.355800, -53.427570, 1.000000)
vec4(-3.593244, 1.355800, -55.728470, 1.000000)
vec4(-3.790843, 1.355800, -53.145767, 1.000000)
vec4(-3.866444, 1.355800, -52.866470, 1.000000)
vec4(-3.571844, 1.355800, -55.440170, 1.000000)
vec4(-3.952444, 1.355800, -52.590267, 1.000000)
vec4(-3.561344, 1.355800, -55.151268, 1.000000)
vec4(-4.048843, 1.355800, -52.317368, 1.000000)
vec4(-4.398744, 1.355800, -51.523270, 1.000000)
vec4(-4.155444, 1.355800, -52.048370, 1.000000)
vec4(-4.272143, 1.355800, -51.783569, 1.000000)
vec4(-4.534944, 1.355800, -51.267868, 1.000000)
vec4(-5.023643, 1.432100, -49.798569, 1.000000)
vec4(-4.680744, 1.355800, -51.017769, 1.000000)
vec4(-4.835944, 1.355800, -50.773369, 1.000000)
vec4(0.714956, 2.844900, -44.175369, 1.000000)
vec4(-5.000144, 1.355800, -50.534969, 1.000000)
vec4(-0.153543, 2.733300, -44.175369, 1.000000)
vec4(-5.023643, 1.389200, -50.186268, 1.000000)
vec4(-0.957744, 2.633800, -44.175369, 1.000000)
vec4(-1.706643, 2.544700, -44.175369, 1.000000)
vec4(-2.207244, 2.520700, -43.929169, 1.000000)
vec4(-2.280244, 2.623200, -43.131069, 1.000000)
vec4(-2.276343, 2.764200, -42.144169, 1.000000)
vec4(-2.276744, 2.924000, -41.050770, 1.000000)
vec4(-2.474744, 3.039700, -40.156269, 1.000000)
vec4(-32.918945, 4.617600, -40.250168, 1.000000)
vec4(-33.269444, 4.578400, -41.195267, 1.000000)
vec4(-17.777042, 1.327500, -51.264370, 1.000000)
vec4(-34.289745, 4.587400, -42.867767, 1.000000)
vec4(-34.592945, 4.483200, -44.872269, 1.000000)
vec4(-34.854542, 4.611900, -43.683769, 1.000000)
vec4(-34.172745, 4.335000, -46.065067, 1.000000)
vec4(-21.819843, 1.895000, -53.057369, 1.000000)
vec4(-22.159643, 1.943800, -53.416069, 1.000000)
vec4(-22.518444, 1.998200, -53.794167, 1.000000)
vec4(-23.356243, 2.258500, -50.814068, 1.000000)
vec4(-22.721643, 2.027400, -54.207169, 1.000000)
vec4(-23.565243, 2.269500, -51.254570, 1.000000)
vec4(-29.623043, 3.240400, -54.403667, 1.000000)
vec4(-26.540844, 2.695600, -55.085068, 1.000000)
vec4(-28.655643, 3.071200, -55.747570, 1.000000)
vec4(-23.518944, 2.236900, -51.768467, 1.000000)
vec4(-26.819544, 2.753700, -56.260468, 1.000000)
vec4(-28.340542, 3.034100, -57.029667, 1.000000)
vec4(-21.980043, 1.938600, -52.606270, 1.000000)
vec4(-25.194042, 2.488600, -57.196869, 1.000000)
vec4(-24.686644, 2.414100, -57.639370, 1.000000)
vec4(-24.597645, 2.417600, -58.147469, 1.000000)
vec4(-24.508644, 2.424700, -58.657768, 1.000000)
vec4(-24.419544, 2.435400, -59.171967, 1.000000)
vec4(-27.732742, 3.086800, -60.902668, 1.000000)
vec4(-25.964542, 2.795500, -60.905968, 1.000000)
vec4(-41.730644, 5.882600, -68.546265, 1.000000)
vec4(-34.226143, 4.221600, -66.272667, 1.000000)
vec4(-28.076145, 3.152400, -64.064865, 1.000000)
vec4(-26.706944, 2.958000, -64.095169, 1.000000)
vec4(-26.455944, 2.978000, -64.734665, 1.000000)
vec4(-25.600243, 2.882000, -64.967865, 1.000000)
vec4(-25.682644, 2.978400, -65.850067, 1.000000)
vec4(-26.163643, 3.169500, -67.112671, 1.000000)
vec4(-24.410145, 2.887200, -66.539169, 1.000000)
vec4(-26.664043, 3.499300, -69.567467, 1.000000)
vec4(-23.876244, 2.974400, -67.870766, 1.000000)
vec4(-23.371843, 2.971600, -68.322968, 1.000000)
vec4(-23.014744, 3.010500, -68.948669, 1.000000)
vec4(-22.296143, 2.960700, -69.143166, 1.000000)
vec4(-21.929844, 3.009500, -69.786667, 1.000000)
