vec3(-4.813750, 0.000000, -18.963985)
vec4(0.159550, -1.258700, -16.780087, 1.000000)
vec4(0.023350, -1.265200, -16.573486, 1.000000)
vec4(0.028050, -1.298300, -16.890686, 1.000000)
vec4(-0.157050, -1.290500, -16.737286, 1.000000)
vec4(-0.220850, -1.318900, -16.468784, 1.000000)
vec4(0.054150, -1.378900, -16.868786, 1.000000)
vec4(-0.174150, -1.358300, -16.752886, 1.000000)
vec4(-0.175350, -1.407000, -16.424286, 1.000000)
vec4(0.058650, -1.454300, -16.865086, 1.000000)
vec4(-0.172050, -1.431800, -16.750885, 1.000000)
vec4(-0.177150, -1.482000, -16.425985, 1.000000)
vec4(0.063150, -1.530100, -16.861286, 1.000000)
vec4(-0.169850, -1.505800, -16.748985, 1.000000)
vec4(-0.178550, -1.557400, -16.427385, 1.000000)
vec4(0.067650, -1.606500, -16.857485, 1.000000)
vec4(-0.167650, -1.580200, -16.747086, 1.000000)
vec4(0.072250, -1.683400, -16.853685, 1.000000)
vec4(-0.165450, -1.655100, -16.745085, 1.000000)
vec4(0.076850, -1.761000, -16.849886, 1.000000)
vec4(-0.163250, -1.730600, -16.743185, 1.000000)
vec4(0.081550, -1.839200, -16.845886, 1.000000)
vec4(-0.161050, -1.806600, -16.741186, 1.000000)
vec4(0.086450, -1.918100, -16.841885, 1.000000)
vec4(-0.158450, -1.883200, -16.738886, 1.000000)
vec4(1.886650, -2.345900, -17.529785, 1.000000)
vec4(1.752450, -2.345900, -17.280386, 1.000000)
vec4(1.608950, -2.345900, -17.036186, 1.000000)
vec4(1.456350, -2.345900, -16.797585, 1.000000)
vec4(1.294950, -2.345900, -16.564785, 1.000000)
vec4(0.091350, -1.997700, -16.837786, 1.000000)
vec4(-0.154350, -1.961100, -16.735186, 1.000000)
vec4(1.865050, -2.345900, -18.153086, 1.000000)
vec4(1.754250, -2.345900, -17.903986, 1.000000)
vec4(1.634250, -2.345900, -17.659185, 1.000000)
vec4(1.505050, -2.345900, -17.419186, 1.000000)
vec4(1.366950, -2.345900, -17.184185, 1.000000)
vec4(1.220150, -2.345900, -16.954586, 1.000000)
vec4(0.956350, -2.302600, -16.808685, 1.000000)
vec4(0.795750, -2.302600, -16.594786, 1.000000)
vec4(0.096350, -2.078000, -16.833586, 1.000000)
vec4(-0.150250, -2.039700, -16.731384, 1.000000)
