vec3(-5.333951, 0.000000, -18.641178)
vec4(-0.360651, -1.258700, -16.457279, 1.000000)
vec4(-0.492151, -1.298300, -16.567879, 1.000000)
vec4(-0.466051, -1.378900, -16.545979, 1.000000)
vec4(-0.461551, -1.454300, -16.542278, 1.000000)
vec4(-0.692251, -1.431800, -16.428078, 1.000000)
vec4(-0.457051, -1.530100, -16.538479, 1.000000)
vec4(-0.690051, -1.505800, -16.426178, 1.000000)
vec4(-0.452551, -1.606500, -16.534678, 1.000000)
vec4(-0.687851, -1.580200, -16.424278, 1.000000)
vec4(-0.447951, -1.683400, -16.530878, 1.000000)
vec4(-0.685651, -1.655100, -16.422277, 1.000000)
vec4(-0.443351, -1.761000, -16.527079, 1.000000)
vec4(-0.683451, -1.730600, -16.420378, 1.000000)
vec4(-0.438651, -1.839200, -16.523079, 1.000000)
vec4(-0.681251, -1.806600, -16.418379, 1.000000)
vec4(1.887149, -2.345900, -17.601978, 1.000000)
vec4(1.767349, -2.345900, -17.332678, 1.000000)
vec4(1.637549, -2.345900, -17.068077, 1.000000)
vec4(1.497849, -2.345900, -16.808477, 1.000000)
vec4(1.348549, -2.345900, -16.554379, 1.000000)
vec4(-0.433751, -1.918100, -16.519077, 1.000000)
vec4(-0.678651, -1.883200, -16.416079, 1.000000)
vec4(1.892149, -2.345900, -18.520178, 1.000000)
vec4(1.806949, -2.345900, -18.249977, 1.000000)
vec4(1.711649, -2.345900, -17.983177, 1.000000)
vec4(1.606349, -2.345900, -17.720179, 1.000000)
vec4(1.491249, -2.345900, -17.461378, 1.000000)
vec4(1.366449, -2.345900, -17.206978, 1.000000)
vec4(1.232249, -2.345900, -16.957579, 1.000000)
vec4(1.088749, -2.345900, -16.713379, 1.000000)
vec4(0.936149, -2.345900, -16.474777, 1.000000)
vec4(0.774749, -2.345900, -16.241978, 1.000000)
vec4(-0.428851, -1.997700, -16.514978, 1.000000)
vec4(-0.674551, -1.961100, -16.412378, 1.000000)
vec4(1.692049, -2.345900, -18.863079, 1.000000)
vec4(1.619849, -2.345900, -18.600079, 1.000000)
vec4(1.537849, -2.345900, -18.340078, 1.000000)
vec4(1.446149, -2.345900, -18.083378, 1.000000)
vec4(1.344849, -2.345900, -17.830278, 1.000000)
vec4(1.234049, -2.345900, -17.581179, 1.000000)
vec4(1.114049, -2.345900, -17.336378, 1.000000)
vec4(0.984849, -2.345900, -17.096378, 1.000000)
vec4(0.846749, -2.345900, -16.861378, 1.000000)
vec4(0.699949, -2.345900, -16.631779, 1.000000)
vec4(0.436149, -2.302600, -16.485878, 1.000000)
vec4(0.275549, -2.302600, -16.271978, 1.000000)
vec4(-0.423851, -2.078000, -16.510778, 1.000000)
vec4(-0.670451, -2.039700, -16.408577, 1.000000)
vec4(1.495049, -2.345900, -19.183878, 1.000000)
vec4(1.435149, -2.345900, -18.928078, 1.000000)
vec4(1.365549, -2.345900, -18.674778, 1.000000)
vec4(1.286549, -2.345900, -18.424278, 1.000000)
vec4(1.198149, -2.345900, -18.176878, 1.000000)
vec4(1.100549, -2.345900, -17.933079, 1.000000)
vec4(0.993849, -2.345900, -17.693077, 1.000000)
vec4(0.878249, -2.345900, -17.457277, 1.000000)
vec4(0.753849, -2.345900, -17.225979, 1.000000)
vec4(0.620749, -2.345900, -16.999578, 1.000000)
vec4(0.372149, -2.302600, -16.849579, 1.000000)
vec4(0.225249, -2.302600, -16.637779, 1.000000)
vec4(0.070449, -2.302600, -16.431679, 1.000000)
vec4(-0.418851, -2.159000, -16.506578, 1.000000)
vec4(-0.666251, -2.119000, -16.404879, 1.000000)
vec4(1.300849, -2.345900, -19.484379, 1.000000)
vec4(1.252349, -2.345900, -19.235678, 1.000000)
vec4(1.194549, -2.345900, -18.988977, 1.000000)
vec4(1.127549, -2.345900, -18.744678, 1.000000)
vec4(1.051349, -2.345900, -18.503078, 1.000000)
vec4(0.966149, -2.345900, -18.264479, 1.000000)
vec4(0.871949, -2.345900, -18.029379, 1.000000)
vec4(0.769049, -2.345900, -17.797878, 1.000000)
vec4(0.657549, -2.345900, -17.570478, 1.000000)
vec4(0.429249, -2.302600, -17.408178, 1.000000)
vec4(0.303349, -2.302600, -17.193779, 1.000000)
vec4(0.169449, -2.302600, -16.984278, 1.000000)
vec4(0.027749, -2.302600, -16.780079, 1.000000)
vec4(-0.121451, -2.302600, -16.581278, 1.000000)
vec4(-0.415151, -2.240200, -16.503479, 1.000000)
vec4(-0.662151, -2.198900, -16.401178, 1.000000)
vec4(1.071449, -2.345900, -19.524378, 1.000000)
vec4(1.024649, -2.345900, -19.284279, 1.000000)
vec4(0.968849, -2.345900, -19.046179, 1.000000)
vec4(0.904149, -2.345900, -18.810278, 1.000000)
vec4(0.830549, -2.345900, -18.576979, 1.000000)
vec4(0.748349, -2.345900, -18.346678, 1.000000)
vec4(0.657449, -2.345900, -18.119678, 1.000000)
vec4(0.558149, -2.345900, -17.896179, 1.000000)
vec4(0.343749, -2.302600, -17.731277, 1.000000)
vec4(0.230049, -2.302600, -17.519878, 1.000000)
vec4(0.108449, -2.302600, -17.312979, 1.000000)
vec4(-0.020751, -2.302600, -17.110678, 1.000000)
vec4(-0.157551, -2.302600, -16.913479, 1.000000)
vec4(-0.301651, -2.302600, -16.721579, 1.000000)
vec4(-0.452851, -2.302600, -16.535179, 1.000000)
vec4(-0.660651, -2.278400, -16.399878, 1.000000)
vec4(-0.775651, -2.302600, -16.180178, 1.000000)
vec4(0.855749, -2.345900, -19.562078, 1.000000)
vec4(0.810549, -2.345900, -19.330078, 1.000000)
vec4(0.756649, -2.345900, -19.099878, 1.000000)
vec4(0.694049, -2.345900, -18.871979, 1.000000)
vec4(0.623049, -2.345900, -18.646578, 1.000000)
vec4(0.435149, -2.302600, -18.464878, 1.000000)
vec4(0.348949, -2.302600, -18.249578, 1.000000)
