vec3(-14.546173, 0.000000, -162.606857)
vec4(-37.830013, 3.057100, -213.294342, 1.000000)
vec4(-39.236412, 2.919800, -209.665741, 1.000000)
vec4(-38.034515, 3.203600, -214.338547, 1.000000)
vec4(-44.669716, 4.064600, -213.287750, 1.000000)
vec4(-43.479614, 3.908300, -213.594849, 1.000000)
vec4(-36.671913, 2.984600, -213.992447, 1.000000)
vec4(-42.843414, 3.866500, -214.177551, 1.000000)
vec4(-42.220314, 3.831000, -214.748840, 1.000000)
vec4(-37.055313, 3.193300, -215.289047, 1.000000)
vec4(-43.428913, 4.203000, -216.674744, 1.000000)
vec4(-36.192711, 3.097000, -215.353455, 1.000000)
vec4(-34.799911, 2.987200, -215.714142, 1.000000)
vec4(-35.444313, 3.334400, -217.689148, 1.000000)
vec4(-34.652012, 2.811600, -214.553848, 1.000000)
vec4(-36.197113, 3.759100, -220.093750, 1.000000)
vec4(-35.352512, 3.701900, -220.249252, 1.000000)
vec4(-36.182114, 4.912800, -227.577240, 1.000000)
vec4(-42.892212, 6.654400, -235.208954, 1.000000)
vec4(-35.011215, 4.815700, -227.496445, 1.000000)
vec4(-38.950012, 5.616900, -230.659653, 1.000000)
vec4(-34.810715, 5.189200, -229.854446, 1.000000)
vec4(-34.547913, 8.510800, -249.483551, 1.000000)
vec4(-35.381912, 11.157300, -264.582947, 1.000000)
vec4(-34.303711, 5.483800, -231.806641, 1.000000)
vec4(-37.481812, 8.151200, -246.636444, 1.000000)
vec4(-36.194214, 8.426500, -248.606445, 1.000000)
vec4(-1.595913, 9.721100, -252.477539, 1.000000)
vec4(14.257786, 10.718600, -249.182739, 1.000000)
vec4(16.211887, 10.777000, -247.945053, 1.000000)
vec4(33.779785, 12.594000, -243.670044, 1.000000)
vec4(36.252686, 12.796300, -242.082947, 1.000000)
vec4(30.790386, 13.077000, -251.774048, 1.000000)
vec4(-17.017014, 1.515100, -206.819550, 1.000000)
vec4(-3.853413, 4.137700, -213.718445, 1.000000)
vec4(-15.569714, 1.708100, -206.419144, 1.000000)
vec4(-15.568713, 1.680500, -206.025955, 1.000000)
vec4(-15.570813, 1.739200, -206.826141, 1.000000)
vec4(-15.567713, 1.656000, -205.644547, 1.000000)
vec4(-16.991713, 1.329000, -203.914841, 1.000000)
vec4(-15.566813, 1.634500, -205.273651, 1.000000)
vec4(-17.009014, 1.316500, -203.624741, 1.000000)
vec4(-15.565813, 1.615800, -204.911652, 1.000000)
vec4(-17.008312, 1.309300, -203.341949, 1.000000)
vec4(-16.984713, 1.341700, -204.208252, 1.000000)
vec4(-17.007614, 1.303900, -203.061752, 1.000000)
vec4(-17.005413, 1.299000, -202.229248, 1.000000)
vec4(-17.006912, 1.300400, -202.783447, 1.000000)
vec4(-17.004713, 1.301000, -201.951752, 1.000000)
vec4(-17.004013, 1.304900, -201.672943, 1.000000)
vec4(-17.006113, 1.298800, -202.506241, 1.000000)
vec4(-17.003212, 1.310700, -201.391953, 1.000000)
vec4(-16.973312, 1.344900, -200.521042, 1.000000)
vec4(-17.002514, 1.318400, -201.108154, 1.000000)
vec4(-15.552613, 1.619700, -199.804749, 1.000000)
vec4(-16.982113, 1.331600, -200.816254, 1.000000)
vec4(-15.551613, 1.639100, -199.440048, 1.000000)
vec4(-15.547613, 1.746800, -197.871643, 1.000000)
vec4(-15.550714, 1.661200, -199.065948, 1.000000)
vec4(-15.546514, 1.782500, -197.443542, 1.000000)
vec4(-15.549713, 1.686400, -198.680954, 1.000000)
vec4(-3.791412, 4.250600, -189.805954, 1.000000)
vec4(-15.548614, 1.714800, -198.283447, 1.000000)
vec4(-16.981413, 1.562600, -197.484344, 1.000000)
vec4(-13.333113, 2.540400, -193.109055, 1.000000)
vec4(-11.600313, 2.772300, -193.196747, 1.000000)
vec4(-14.137814, 2.433800, -193.107056, 1.000000)
vec4(-12.453613, 2.660800, -193.111343, 1.000000)
vec4(-14.878613, 2.338800, -193.105042, 1.000000)
vec4(-16.591913, 2.275700, -192.071045, 1.000000)
vec4(-15.564913, 2.254100, -193.103348, 1.000000)
vec4(-16.589714, 2.397700, -191.216843, 1.000000)
vec4(-16.204113, 2.178300, -193.101654, 1.000000)
vec4(-16.587214, 2.537200, -190.264343, 1.000000)
vec4(-16.593914, 2.168500, -192.843552, 1.000000)
vec4(-16.625313, 2.684000, -189.261841, 1.000000)
vec4(-16.519213, 2.908200, -187.858353, 1.000000)
vec4(-16.638313, 3.338000, -185.078644, 1.000000)
vec4(-16.591614, 3.099300, -186.598648, 1.000000)
vec4(-14.643613, 4.589400, -178.203552, 1.000000)
vec4(-15.705914, 4.513300, -178.260544, 1.000000)
vec4(-33.757114, 3.119100, -187.360550, 1.000000)
vec4(-35.591213, 3.034700, -189.303848, 1.000000)
vec4(-33.964615, 3.009100, -188.242249, 1.000000)
vec4(-34.235714, 2.933500, -188.959549, 1.000000)
vec4(-36.399712, 3.118800, -189.384949, 1.000000)
vec4(-34.978512, 3.002800, -189.032349, 1.000000)
vec4(-36.741615, 3.084300, -189.985947, 1.000000)
vec4(-37.219013, 2.812800, -192.899551, 1.000000)
vec4(-36.744114, 2.975000, -190.883652, 1.000000)
vec4(-38.001514, 2.905500, -193.093353, 1.000000)
vec4(-36.781414, 2.885200, -191.690842, 1.000000)
vec4(-38.276115, 2.892100, -193.653946, 1.000000)
vec4(-38.123611, 2.796400, -194.455353, 1.000000)
vec4(-41.685112, 3.901200, -188.564255, 1.000000)
vec4(-39.984715, 2.999400, -195.596344, 1.000000)
vec4(-39.338814, 2.981000, -194.489349, 1.000000)
vec4(-39.500015, 2.861700, -196.473846, 1.000000)
vec4(-40.215412, 3.096400, -194.774551, 1.000000)
vec4(-41.418613, 3.180200, -196.452744, 1.000000)
vec4(-40.373013, 2.868600, -199.402252, 1.000000)
vec4(-40.100212, 2.802200, -200.061844, 1.000000)
vec4(-49.953911, 4.713800, -194.545242, 1.000000)
vec4(-39.742012, 2.725300, -200.703049, 1.000000)
vec4(-40.209713, 2.798800, -201.252747, 1.000000)
vec4(-56.581314, 5.871600, -193.823944, 1.000000)
vec4(-40.761314, 2.890700, -201.831650, 1.000000)
vec4(-39.828114, 2.724800, -202.445541, 1.000000)
vec4(-51.890411, 4.970700, -196.170151, 1.000000)
vec4(-46.857613, 3.967200, -203.315948, 1.000000)
vec4(-37.353012, 2.296000, -203.416550, 1.000000)
vec4(-37.469513, 2.325300, -203.923447, 1.000000)
vec4(-36.497711, 2.164100, -204.274948, 1.000000)
vec4(-37.829811, 2.417700, -205.003555, 1.000000)
vec4(-37.956814, 2.460400, -205.562851, 1.000000)
vec4(-40.730515, 2.991100, -206.864853, 1.000000)
vec4(-39.353313, 2.770100, -207.101151, 1.000000)
vec4(-39.575813, 2.847100, -207.807541, 1.000000)
vec4(-37.206814, 2.438200, -207.516251, 1.000000)
vec4(-37.319714, 2.499100, -208.135040, 1.000000)
vec4(-39.223412, 2.728700, -209.659454, 1.000000)
vec4(-44.514214, 3.772700, -213.204453, 1.000000)
vec4(-43.458412, 3.651600, -213.582550, 1.000000)
vec4(-42.823112, 3.612600, -214.164749, 1.000000)
vec4(-42.200912, 3.579500, -214.735550, 1.000000)
vec4(-43.205811, 3.885400, -216.507751, 1.000000)
vec4(-37.864014, 2.866700, -213.322052, 1.000000)
vec4(-38.070713, 3.004500, -214.370255, 1.000000)
vec4(-36.947815, 2.854400, -214.252655, 1.000000)
vec4(-37.360214, 3.058800, -215.599045, 1.000000)
vec4(-36.089111, 2.871600, -215.239944, 1.000000)
vec4(-35.834511, 2.932300, -215.951950, 1.000000)
vec4(-34.831413, 2.802700, -215.754547, 1.000000)
vec4(-35.453613, 3.121600, -217.702042, 1.000000)
vec4(-36.219913, 3.523100, -220.128052, 1.000000)
vec4(-35.373314, 3.469400, -220.283356, 1.000000)
vec4(-40.885811, 5.550500, -231.655151, 1.000000)
vec4(-38.343811, 5.035800, -229.485046, 1.000000)
vec4(-36.230911, 4.614500, -227.681351, 1.000000)
vec4(-35.173515, 4.573400, -227.879242, 1.000000)
vec4(-35.107113, 4.991900, -230.633850, 1.000000)
vec4(-33.980713, 4.963000, -230.850845, 1.000000)
vec4(-37.482414, 7.625300, -246.639053, 1.000000)
vec4(-35.872711, 7.668200, -247.350739, 1.000000)
vec4(-34.479912, 7.908200, -249.169556, 1.000000)
vec4(-35.453812, 10.505200, -264.989349, 1.000000)
vec4(-1.634012, 9.078400, -252.393845, 1.000000)
vec4(14.521587, 10.095100, -249.502441, 1.000000)
vec4(30.782688, 12.230900, -251.767349, 1.000000)
vec4(34.948788, 12.017600, -244.500046, 1.000000)
vec4(-17.017014, 1.417200, -206.819641, 1.000000)
vec4(-3.853413, 3.870500, -213.718552, 1.000000)
vec4(-15.570813, 1.626900, -206.826248, 1.000000)
vec4(-16.989914, 1.339800, -205.769241, 1.000000)
vec4(-17.003813, 1.315500, -205.433441, 1.000000)
vec4(-17.012913, 1.294600, -205.110641, 1.000000)
vec4(-17.012114, 1.277800, -204.800644, 1.000000)
vec4(-17.011312, 1.263200, -204.498047, 1.000000)
vec4(-17.010513, 1.250700, -204.201950, 1.000000)
vec4(-17.009813, 1.240100, -203.911148, 1.000000)
vec4(-17.009014, 1.231500, -203.624741, 1.000000)
vec4(-17.008312, 1.224600, -203.341949, 1.000000)
vec4(-17.007614, 1.219600, -203.061752, 1.000000)
vec4(-17.006912, 1.216300, -202.783447, 1.000000)
vec4(-17.006113, 1.214800, -202.506241, 1.000000)
vec4(-17.005413, 1.215000, -202.229248, 1.000000)
vec4(-17.004713, 1.216900, -201.951752, 1.000000)
vec4(-17.004013, 1.220500, -201.672943, 1.000000)
vec4(-17.003212, 1.225900, -201.392044, 1.000000)
vec4(-17.002514, 1.233100, -201.108154, 1.000000)
vec4(-17.001812, 1.242200, -200.820450, 1.000000)
vec4(-17.001013, 1.253200, -200.528046, 1.000000)
vec4(-17.000214, 1.266100, -200.229950, 1.000000)
vec4(-16.999413, 1.281200, -199.925140, 1.000000)
vec4(-16.998613, 1.298600, -199.612442, 1.000000)
vec4(-16.984814, 1.320600, -199.285248, 1.000000)
vec4(-16.968714, 1.345600, -198.945343, 1.000000)
vec4(-15.547613, 1.633800, -197.871643, 1.000000)
vec4(-15.546514, 1.667200, -197.443542, 1.000000)
vec4(-3.791412, 3.975600, -189.806046, 1.000000)
vec4(-16.981413, 1.461500, -197.484451, 1.000000)
vec4(-11.485213, 2.616300, -193.113846, 1.000000)
