vec3(-5.126838, 0.000000, -18.766922)
vec4(-0.153538, -1.258700, -16.583023, 1.000000)
vec4(-0.285038, -1.298300, -16.693623, 1.000000)
vec4(-0.470138, -1.290500, -16.540222, 1.000000)
vec4(-0.258938, -1.378900, -16.671722, 1.000000)
vec4(-0.487238, -1.358300, -16.555822, 1.000000)
vec4(-0.254438, -1.454300, -16.668022, 1.000000)
vec4(-0.485138, -1.431800, -16.553822, 1.000000)
vec4(-0.249938, -1.530100, -16.664223, 1.000000)
vec4(-0.482938, -1.505800, -16.551922, 1.000000)
vec4(-0.245438, -1.606500, -16.660421, 1.000000)
vec4(-0.480738, -1.580200, -16.550022, 1.000000)
vec4(-0.240838, -1.683400, -16.656622, 1.000000)
vec4(-0.478538, -1.655100, -16.548021, 1.000000)
vec4(-0.236238, -1.761000, -16.652822, 1.000000)
vec4(-0.476338, -1.730600, -16.546122, 1.000000)
vec4(-0.231538, -1.839200, -16.648823, 1.000000)
vec4(-0.474138, -1.806600, -16.544123, 1.000000)
vec4(-0.226638, -1.918100, -16.644821, 1.000000)
vec4(-0.471538, -1.883200, -16.541822, 1.000000)
vec4(1.918762, -2.345900, -18.108921, 1.000000)
vec4(1.813462, -2.345900, -17.845922, 1.000000)
vec4(1.698362, -2.345900, -17.587122, 1.000000)
vec4(1.573562, -2.345900, -17.332722, 1.000000)
vec4(1.439362, -2.345900, -17.083323, 1.000000)
vec4(1.295862, -2.345900, -16.839123, 1.000000)
vec4(1.143262, -2.345900, -16.600521, 1.000000)
vec4(0.981862, -2.345900, -16.367722, 1.000000)
vec4(-0.221738, -1.997700, -16.640722, 1.000000)
vec4(-0.467438, -1.961100, -16.538122, 1.000000)
vec4(1.826962, -2.345900, -18.725822, 1.000000)
vec4(1.744962, -2.345900, -18.465822, 1.000000)
vec4(1.653262, -2.345900, -18.209122, 1.000000)
vec4(1.551962, -2.345900, -17.956022, 1.000000)
vec4(1.441162, -2.345900, -17.706923, 1.000000)
vec4(1.321162, -2.345900, -17.462122, 1.000000)
vec4(1.191962, -2.345900, -17.222122, 1.000000)
vec4(1.053862, -2.345900, -16.987122, 1.000000)
vec4(0.907062, -2.345900, -16.757523, 1.000000)
vec4(0.643262, -2.302600, -16.611622, 1.000000)
vec4(0.482662, -2.302600, -16.397722, 1.000000)
vec4(-0.216738, -2.078000, -16.636522, 1.000000)
vec4(-0.463338, -2.039700, -16.534321, 1.000000)
vec4(1.642262, -2.345900, -19.053822, 1.000000)
vec4(1.572662, -2.345900, -18.800522, 1.000000)
vec4(1.493662, -2.345900, -18.550022, 1.000000)
vec4(1.405262, -2.345900, -18.302622, 1.000000)
vec4(1.307662, -2.345900, -18.058823, 1.000000)
vec4(1.200962, -2.345900, -17.818821, 1.000000)
vec4(1.085362, -2.345900, -17.583021, 1.000000)
vec4(0.960962, -2.345900, -17.351723, 1.000000)
vec4(0.827862, -2.345900, -17.125322, 1.000000)
vec4(0.579262, -2.302600, -16.975323, 1.000000)
vec4(0.432362, -2.302600, -16.763523, 1.000000)
vec4(0.277562, -2.302600, -16.557423, 1.000000)
vec4(-0.211738, -2.159000, -16.632322, 1.000000)
vec4(-0.459138, -2.119000, -16.530622, 1.000000)
vec4(1.459462, -2.345900, -19.361422, 1.000000)
vec4(1.401662, -2.345900, -19.114721, 1.000000)
vec4(1.334662, -2.345900, -18.870422, 1.000000)
vec4(1.258462, -2.345900, -18.628822, 1.000000)
vec4(1.173262, -2.345900, -18.390223, 1.000000)
vec4(1.079062, -2.345900, -18.155123, 1.000000)
vec4(0.976162, -2.345900, -17.923622, 1.000000)
vec4(0.864662, -2.345900, -17.696222, 1.000000)
vec4(0.636362, -2.302600, -17.533922, 1.000000)
vec4(0.510462, -2.302600, -17.319523, 1.000000)
vec4(0.376562, -2.302600, -17.110022, 1.000000)
vec4(0.234862, -2.302600, -16.905823, 1.000000)
vec4(0.085662, -2.302600, -16.707022, 1.000000)
vec4(-0.208038, -2.240200, -16.629223, 1.000000)
vec4(-0.455038, -2.198900, -16.526922, 1.000000)
vec4(-0.405438, -2.302600, -16.146221, 1.000000)
vec4(1.231762, -2.345900, -19.410023, 1.000000)
vec4(1.175962, -2.345900, -19.171923, 1.000000)
vec4(1.111262, -2.345900, -18.936022, 1.000000)
vec4(1.037663, -2.345900, -18.702723, 1.000000)
vec4(0.955462, -2.345900, -18.472422, 1.000000)
vec4(0.864562, -2.345900, -18.245422, 1.000000)
vec4(0.765262, -2.345900, -18.021923, 1.000000)
vec4(0.550862, -2.302600, -17.857021, 1.000000)
vec4(0.437162, -2.302600, -17.645622, 1.000000)
vec4(0.315562, -2.302600, -17.438723, 1.000000)
vec4(0.186362, -2.302600, -17.236422, 1.000000)
vec4(0.049562, -2.302600, -17.039223, 1.000000)
vec4(-0.094538, -2.302600, -16.847322, 1.000000)
vec4(-0.245738, -2.302600, -16.660923, 1.000000)
vec4(-0.453538, -2.278400, -16.525621, 1.000000)
vec4(-0.568538, -2.302600, -16.305922, 1.000000)
vec4(1.062862, -2.345900, -19.687822, 1.000000)
vec4(1.017662, -2.345900, -19.455822, 1.000000)
vec4(0.963762, -2.345900, -19.225622, 1.000000)
vec4(0.901162, -2.345900, -18.997723, 1.000000)
vec4(0.830162, -2.345900, -18.772322, 1.000000)
vec4(0.642262, -2.302600, -18.590622, 1.000000)
vec4(0.556062, -2.302600, -18.375322, 1.000000)
vec4(0.461862, -2.302600, -18.163322, 1.000000)
vec4(0.359762, -2.302600, -17.955023, 1.000000)
vec4(0.249862, -2.302600, -17.750822, 1.000000)
vec4(0.132362, -2.302600, -17.550821, 1.000000)
vec4(0.007463, -2.302600, -17.355322, 1.000000)
vec4(-0.124638, -2.302600, -17.164822, 1.000000)
vec4(-0.263938, -2.302600, -16.979322, 1.000000)
vec4(-0.410038, -2.302600, -16.799221, 1.000000)
vec4(-0.562738, -2.302600, -16.624722, 1.000000)
vec4(-0.721938, -2.302600, -16.456121, 1.000000)
vec4(-0.887438, -2.302600, -16.293621, 1.000000)
