vec3(-3.423514, 0.000000, -19.935068)
vec4(1.549786, -1.258700, -17.751167, 1.000000)
vec4(1.413586, -1.265200, -17.544567, 1.000000)
vec4(1.418286, -1.298300, -17.861769, 1.000000)
vec4(1.233186, -1.290500, -17.708368, 1.000000)
vec4(1.169385, -1.318900, -17.439869, 1.000000)
vec4(1.444386, -1.378900, -17.839869, 1.000000)
vec4(1.216085, -1.358300, -17.723969, 1.000000)
vec4(1.214886, -1.407000, -17.395369, 1.000000)
vec4(1.448885, -1.454300, -17.836168, 1.000000)
vec4(1.218185, -1.431800, -17.721968, 1.000000)
vec4(1.213086, -1.482000, -17.397068, 1.000000)
vec4(1.453386, -1.530100, -17.832367, 1.000000)
vec4(1.220386, -1.505800, -17.720068, 1.000000)
vec4(1.211686, -1.557400, -17.398468, 1.000000)
vec4(1.457886, -1.606500, -17.828568, 1.000000)
vec4(1.222586, -1.580200, -17.718168, 1.000000)
vec4(1.462486, -1.683400, -17.824768, 1.000000)
vec4(1.224786, -1.655100, -17.716167, 1.000000)
vec4(1.467086, -1.761000, -17.820969, 1.000000)
vec4(1.226985, -1.730600, -17.714268, 1.000000)
vec4(1.471786, -1.839200, -17.816967, 1.000000)
vec4(1.229186, -1.806600, -17.712269, 1.000000)
vec4(1.476686, -1.918100, -17.812969, 1.000000)
vec4(1.231786, -1.883200, -17.709969, 1.000000)
vec4(1.481586, -1.997700, -17.808868, 1.000000)
vec4(1.235886, -1.961100, -17.706268, 1.000000)
vec4(1.486586, -2.078000, -17.804668, 1.000000)
vec4(1.239985, -2.039700, -17.702469, 1.000000)
vec4(1.657485, -2.302600, -16.962467, 1.000000)
vec4(1.466686, -2.302600, -16.774967, 1.000000)
vec4(1.268886, -2.302600, -16.594969, 1.000000)
vec4(1.064486, -2.302600, -16.422367, 1.000000)
vec4(0.853786, -2.302600, -16.257668, 1.000000)
vec4(1.491586, -2.159000, -17.800468, 1.000000)
vec4(1.244185, -2.119000, -17.698769, 1.000000)
vec4(1.471786, -2.302600, -17.144169, 1.000000)
vec4(1.287886, -2.302600, -16.963669, 1.000000)
vec4(1.097385, -2.302600, -16.790169, 1.000000)
vec4(0.900486, -2.302600, -16.623867, 1.000000)
vec4(0.697485, -2.302600, -16.465168, 1.000000)
vec4(0.488686, -2.302600, -16.314268, 1.000000)
vec4(0.274386, -2.302600, -16.171268, 1.000000)
vec4(1.938186, -2.302600, -18.073969, 1.000000)
vec4(1.788986, -2.302600, -17.875168, 1.000000)
vec4(1.495286, -2.240200, -17.797367, 1.000000)
vec4(1.248286, -2.198900, -17.695068, 1.000000)
vec4(1.297885, -2.302600, -17.314369, 1.000000)
vec4(1.120585, -2.302600, -17.140268, 1.000000)
vec4(0.936886, -2.302600, -16.972868, 1.000000)
vec4(0.746985, -2.302600, -16.812569, 1.000000)
vec4(0.551186, -2.302600, -16.659468, 1.000000)
vec4(0.349786, -2.302600, -16.513868, 1.000000)
vec4(0.143086, -2.302600, -16.375969, 1.000000)
vec4(1.889686, -2.302600, -18.404568, 1.000000)
vec4(1.752886, -2.302600, -18.207369, 1.000000)
vec4(1.608786, -2.302600, -18.015469, 1.000000)
vec4(1.457586, -2.302600, -17.829067, 1.000000)
vec4(1.249785, -2.278400, -17.693768, 1.000000)
vec4(1.134786, -2.302600, -17.474068, 1.000000)
vec4(0.963586, -2.302600, -17.305969, 1.000000)
vec4(0.786186, -2.302600, -17.144367, 1.000000)
vec4(0.602886, -2.302600, -16.989569, 1.000000)
vec4(0.413786, -2.302600, -16.841768, 1.000000)
vec4(0.219386, -2.302600, -16.701168, 1.000000)
vec4(1.835686, -2.302600, -18.718967, 1.000000)
vec4(1.710786, -2.302600, -18.523468, 1.000000)
vec4(1.578686, -2.302600, -18.332968, 1.000000)
vec4(1.439385, -2.302600, -18.147469, 1.000000)
vec4(1.293286, -2.302600, -17.967369, 1.000000)
vec4(1.140585, -2.302600, -17.792868, 1.000000)
vec4(0.981386, -2.302600, -17.624268, 1.000000)
vec4(0.815886, -2.302600, -17.461769, 1.000000)
vec4(0.644485, -2.302600, -17.305668, 1.000000)
vec4(0.467386, -2.302600, -17.156069, 1.000000)
vec4(0.284686, -2.302600, -17.013268, 1.000000)
vec4(0.096786, -2.302600, -16.877369, 1.000000)
vec4(1.663085, -2.302600, -18.824568, 1.000000)
vec4(1.542285, -2.302600, -18.635569, 1.000000)
vec4(1.414386, -2.302600, -18.451168, 1.000000)
vec4(1.279786, -2.302600, -18.271868, 1.000000)
vec4(1.138485, -2.302600, -18.097668, 1.000000)
vec4(0.990685, -2.302600, -17.928867, 1.000000)
vec4(0.836786, -2.302600, -17.765869, 1.000000)
vec4(0.676785, -2.302600, -17.608669, 1.000000)
vec4(0.510986, -2.302600, -17.457668, 1.000000)
vec4(0.339686, -2.302600, -17.312969, 1.000000)
vec4(0.162986, -2.302600, -17.174768, 1.000000)
vec4(1.609986, -2.302600, -19.111467, 1.000000)
vec4(1.499986, -2.302600, -18.924269, 1.000000)
vec4(1.383086, -2.302600, -18.741367, 1.000000)
vec4(1.259386, -2.302600, -18.562868, 1.000000)
vec4(1.129086, -2.302600, -18.389269, 1.000000)
vec4(0.992286, -2.302600, -18.220669, 1.000000)
vec4(0.849286, -2.302600, -18.057268, 1.000000)
vec4(0.700186, -2.302600, -17.899467, 1.000000)
vec4(0.545386, -2.302600, -17.747368, 1.000000)
vec4(0.384886, -2.302600, -17.601168, 1.000000)
vec4(0.219086, -2.302600, -17.461067, 1.000000)
vec4(1.452286, -2.302600, -19.199968, 1.000000)
vec4(1.345786, -2.302600, -19.018568, 1.000000)
vec4(1.232486, -2.302600, -18.841368, 1.000000)
vec4(1.112686, -2.302600, -18.668568, 1.000000)
vec4(0.986485, -2.302600, -18.500368, 1.000000)
vec4(0.853986, -2.302600, -18.337069, 1.000000)
vec4(0.715486, -2.302600, -18.178768, 1.000000)
vec4(0.571086, -2.302600, -18.025867, 1.000000)
vec4(0.421086, -2.302600, -17.878468, 1.000000)
vec4(0.265686, -2.302600, -17.736868, 1.000000)
vec4(0.104986, -2.302600, -17.601269, 1.000000)
vec4(1.302886, -2.302600, -19.283768, 1.000000)
vec4(1.199686, -2.302600, -19.107967, 1.000000)
vec4(1.089886, -2.302600, -18.936169, 1.000000)
vec4(0.973686, -2.302600, -18.768669, 1.000000)
vec4(0.851386, -2.302600, -18.605568, 1.000000)
vec4(0.722886, -2.302600, -18.447268, 1.000000)
vec4(0.588686, -2.302600, -18.293869, 1.000000)
vec4(0.448686, -2.302600, -18.145668, 1.000000)
vec4(0.303286, -2.302600, -18.002768, 1.000000)
vec4(0.152586, -2.302600, -17.865568, 1.000000)
vec4(1.254685, -2.302600, -19.537567, 1.000000)
vec4(1.161086, -2.302600, -19.363369, 1.000000)
vec4(1.060885, -2.302600, -19.192867, 1.000000)
vec4(0.954485, -2.302600, -19.026169, 1.000000)
vec4(0.841785, -2.302600, -18.863668, 1.000000)
vec4(0.723085, -2.302600, -18.705568, 1.000000)
vec4(0.598485, -2.302600, -18.551968, 1.000000)
vec4(0.468286, -2.302600, -18.403168, 1.000000)
vec4(0.332586, -2.302600, -18.259369, 1.000000)
vec4(0.191486, -2.302600, -18.120768, 1.000000)
vec4(1.117186, -2.302600, -19.608168, 1.000000)
vec4(1.026286, -2.302600, -19.439068, 1.000000)
vec4(0.929086, -2.302600, -19.273567, 1.000000)
vec4(0.825686, -2.302600, -19.111769, 1.000000)
vec4(0.716386, -2.302600, -18.954067, 1.000000)
vec4(0.601186, -2.302600, -18.800568, 1.000000)
vec4(0.480286, -2.302600, -18.651468, 1.000000)
vec4(0.353886, -2.302600, -18.507069, 1.000000)
vec4(0.222086, -2.302600, -18.367468, 1.000000)
vec4(0.085186, -2.302600, -18.232967, 1.000000)
vec4(0.986186, -2.302600, -19.675268, 1.000000)
vec4(0.897886, -2.302600, -19.511068, 1.000000)
vec4(0.803486, -2.302600, -19.350267, 1.000000)
vec4(0.703186, -2.302600, -19.193268, 1.000000)
vec4(0.596986, -2.302600, -19.040068, 1.000000)
vec4(0.485086, -2.302600, -18.890968, 1.000000)
vec4(0.367686, -2.302600, -18.746168, 1.000000)
vec4(0.244886, -2.302600, -18.605968, 1.000000)
vec4(0.116986, -2.302600, -18.470367, 1.000000)
vec4(0.861286, -2.302600, -19.739267, 1.000000)
vec4(0.775486, -2.302600, -19.579769, 1.000000)
vec4(0.683785, -2.302600, -19.423569, 1.000000)
vec4(0.586286, -2.302600, -19.270868, 1.000000)
vec4(0.483086, -2.302600, -19.122068, 1.000000)
vec4(0.374386, -2.302600, -18.977169, 1.000000)
vec4(0.260286, -2.302600, -18.836468, 1.000000)
vec4(0.141086, -2.302600, -18.700169, 1.000000)
vec4(0.742085, -2.302600, -19.800367, 1.000000)
vec4(0.658686, -2.302600, -19.645267, 1.000000)
vec4(0.569486, -2.302600, -19.493467, 1.000000)
vec4(0.474786, -2.302600, -19.345068, 1.000000)
vec4(0.374386, -2.302600, -19.200369, 1.000000)
vec4(0.268786, -2.302600, -19.059467, 1.000000)
vec4(0.157886, -2.302600, -18.922768, 1.000000)
vec4(0.628086, -2.302600, -19.858868, 1.000000)
vec4(0.546986, -2.302600, -19.707968, 1.000000)
vec4(0.460286, -2.302600, -19.560268, 1.000000)
vec4(0.368086, -2.302600, -19.415968, 1.000000)
vec4(0.270486, -2.302600, -19.275167, 1.000000)
vec4(0.167786, -2.302600, -19.138168, 1.000000)
vec4(0.518986, -2.302600, -19.914768, 1.000000)
vec4(0.440086, -2.302600, -19.767967, 1.000000)
vec4(0.355786, -2.302600, -19.624268, 1.000000)
vec4(0.265986, -2.302600, -19.483768, 1.000000)
vec4(0.171086, -2.302600, -19.346767, 1.000000)
vec4(0.071086, -2.302600, -19.213469, 1.000000)
vec4(0.337686, -2.302600, -19.825468, 1.000000)
vec4(0.255586, -2.302600, -19.685469, 1.000000)
vec4(0.168186, -2.302600, -19.548767, 1.000000)
vec4(0.075786, -2.302600, -19.415468, 1.000000)
vec4(0.239386, -2.302600, -19.880568, 1.000000)
vec4(0.159386, -2.302600, -19.744268, 1.000000)
vec4(0.074386, -2.302600, -19.611168, 1.000000)
vec4(0.144986, -2.302600, -19.933569, 1.000000)
vec4(0.067086, -2.302600, -19.800768, 1.000000)
