vec3(-22.455946, 0.000000, -234.494019)
vec4(-47.146183, 2.919800, -281.552917, 1.000000)
vec4(-45.739784, 3.057100, -285.181519, 1.000000)
vec4(-52.579483, 4.064600, -285.174896, 1.000000)
vec4(-45.944283, 3.203600, -286.225708, 1.000000)
vec4(-51.389381, 3.908300, -285.481995, 1.000000)
vec4(-44.581684, 2.984600, -285.879608, 1.000000)
vec4(-50.753181, 3.866500, -286.064697, 1.000000)
vec4(-50.130085, 3.831000, -286.636017, 1.000000)
vec4(-44.965084, 3.193300, -287.176208, 1.000000)
vec4(-51.338684, 4.203000, -288.561920, 1.000000)
vec4(-44.102486, 3.097000, -287.240601, 1.000000)
vec4(-42.709686, 2.987200, -287.601318, 1.000000)
vec4(-42.561783, 2.811600, -286.441010, 1.000000)
vec4(-43.354084, 3.334400, -289.576294, 1.000000)
vec4(-44.106884, 3.759100, -291.980896, 1.000000)
vec4(-43.262283, 3.701900, -292.136414, 1.000000)
vec4(-44.091885, 4.912800, -299.464417, 1.000000)
vec4(-50.801987, 6.654400, -307.096100, 1.000000)
vec4(-42.920982, 4.815700, -299.383606, 1.000000)
vec4(-46.859783, 5.616900, -302.546814, 1.000000)
vec4(-42.720482, 5.189200, -301.741608, 1.000000)
vec4(-42.457684, 8.510800, -321.370697, 1.000000)
vec4(-42.213486, 5.483800, -303.693817, 1.000000)
vec4(-43.291683, 11.157300, -336.470093, 1.000000)
vec4(-45.391586, 8.151200, -318.523621, 1.000000)
vec4(-44.103985, 8.426500, -320.493622, 1.000000)
vec4(-9.505684, 9.721100, -324.364716, 1.000000)
vec4(6.348015, 10.718600, -321.069916, 1.000000)
vec4(8.302116, 10.777000, -319.832214, 1.000000)
vec4(25.870014, 12.594000, -315.557220, 1.000000)
vec4(22.880615, 13.077000, -323.661194, 1.000000)
vec4(28.342915, 12.796300, -313.970093, 1.000000)
vec4(-24.926785, 1.515100, -278.706696, 1.000000)
vec4(-23.479485, 1.708100, -278.306305, 1.000000)
vec4(-23.478485, 1.680500, -277.913116, 1.000000)
vec4(-23.477484, 1.656000, -277.531708, 1.000000)
vec4(-11.763184, 4.137700, -285.605621, 1.000000)
vec4(-23.476585, 1.634500, -277.160797, 1.000000)
