vec3(-18.745306, 0.000000, -200.624222)
vec4(-43.435543, 2.919800, -247.683105, 1.000000)
vec4(-48.868843, 4.064600, -251.305115, 1.000000)
vec4(-47.678741, 3.908300, -251.612213, 1.000000)
vec4(-47.042542, 3.866500, -252.194916, 1.000000)
vec4(-46.419441, 3.831000, -252.766205, 1.000000)
vec4(-47.628044, 4.203000, -254.692108, 1.000000)
vec4(-42.029144, 3.057100, -251.311707, 1.000000)
vec4(-42.233643, 3.203600, -252.355911, 1.000000)
vec4(-40.871040, 2.984600, -252.009811, 1.000000)
vec4(-41.254440, 3.193300, -253.306412, 1.000000)
vec4(-40.391842, 3.097000, -253.370819, 1.000000)
vec4(-38.851143, 2.811600, -252.571213, 1.000000)
vec4(-38.999043, 2.987200, -253.731506, 1.000000)
vec4(-39.643440, 3.334400, -255.706512, 1.000000)
vec4(-40.396240, 3.759100, -258.111115, 1.000000)
vec4(-39.551643, 3.701900, -258.266602, 1.000000)
vec4(-47.091343, 6.654400, -273.226318, 1.000000)
vec4(-43.149143, 5.616900, -268.677002, 1.000000)
vec4(-40.381241, 4.912800, -265.594604, 1.000000)
vec4(-38.747044, 8.510800, -287.500916, 1.000000)
vec4(-39.210342, 4.815700, -265.513824, 1.000000)
vec4(-39.581043, 11.157300, -302.600311, 1.000000)
vec4(-39.009842, 5.189200, -267.871826, 1.000000)
vec4(-38.502842, 5.483800, -269.824005, 1.000000)
vec4(-41.680943, 8.151200, -284.653809, 1.000000)
vec4(-40.393341, 8.426500, -286.623810, 1.000000)
vec4(-5.795042, 9.721100, -290.494904, 1.000000)
vec4(10.058657, 10.718600, -287.200104, 1.000000)
vec4(12.012758, 10.777000, -285.962402, 1.000000)
vec4(29.580656, 12.594000, -281.687408, 1.000000)
vec4(32.053558, 12.796300, -280.100311, 1.000000)
vec4(-21.216143, 1.515100, -244.836914, 1.000000)
vec4(26.591257, 13.077000, -289.791412, 1.000000)
vec4(-8.052542, 4.137700, -251.735809, 1.000000)
vec4(-19.768843, 1.708100, -244.436508, 1.000000)
vec4(-19.769943, 1.739200, -244.843506, 1.000000)
vec4(-19.767841, 1.680500, -244.043320, 1.000000)
vec4(-21.190842, 1.329000, -241.932205, 1.000000)
vec4(-19.766842, 1.656000, -243.661911, 1.000000)
vec4(-21.208141, 1.316500, -241.642105, 1.000000)
vec4(-19.765942, 1.634500, -243.291016, 1.000000)
vec4(-21.207443, 1.309300, -241.359314, 1.000000)
vec4(-19.764942, 1.615800, -242.929016, 1.000000)
vec4(-21.206741, 1.303900, -241.079117, 1.000000)
vec4(-21.183842, 1.341700, -242.225616, 1.000000)
vec4(-21.206043, 1.300400, -240.800812, 1.000000)
vec4(-21.204542, 1.299000, -240.246613, 1.000000)
vec4(-21.205242, 1.298800, -240.523605, 1.000000)
vec4(-21.203842, 1.301000, -239.969116, 1.000000)
vec4(-21.172443, 1.344900, -238.538406, 1.000000)
vec4(-21.203142, 1.304900, -239.690308, 1.000000)
vec4(-19.751743, 1.619700, -237.822113, 1.000000)
vec4(-21.202343, 1.310700, -239.409317, 1.000000)
vec4(-19.750742, 1.639100, -237.457413, 1.000000)
vec4(-21.201641, 1.318400, -239.125519, 1.000000)
vec4(-19.749844, 1.661200, -237.083313, 1.000000)
vec4(-21.181242, 1.331600, -238.833618, 1.000000)
vec4(-19.748842, 1.686400, -236.698318, 1.000000)
vec4(-19.746742, 1.746800, -235.889008, 1.000000)
vec4(-19.747742, 1.714800, -236.300812, 1.000000)
vec4(-19.745644, 1.782500, -235.460907, 1.000000)
vec4(-17.532242, 2.540400, -231.126419, 1.000000)
vec4(-7.990541, 4.250600, -227.823318, 1.000000)
vec4(-18.336943, 2.433800, -231.124420, 1.000000)
vec4(-21.180542, 1.562600, -235.501709, 1.000000)
vec4(-19.077744, 2.338800, -231.122406, 1.000000)
vec4(-19.764042, 2.254100, -231.120712, 1.000000)
vec4(-15.799442, 2.772300, -231.214111, 1.000000)
vec4(-20.403242, 2.178300, -231.119019, 1.000000)
vec4(-16.652742, 2.660800, -231.128708, 1.000000)
vec4(-20.793041, 2.168500, -230.860916, 1.000000)
vec4(-20.791042, 2.275700, -230.088409, 1.000000)
vec4(-20.788841, 2.397700, -229.234207, 1.000000)
vec4(-20.837442, 3.338000, -223.096008, 1.000000)
vec4(-20.786343, 2.537200, -228.281708, 1.000000)
vec4(-20.824442, 2.684000, -227.279205, 1.000000)
vec4(-18.842743, 4.589400, -216.220917, 1.000000)
vec4(-20.718342, 2.908200, -225.875717, 1.000000)
vec4(-20.790743, 3.099300, -224.616013, 1.000000)
vec4(-19.905043, 4.513300, -216.277908, 1.000000)
vec4(-37.956242, 3.119100, -225.377914, 1.000000)
vec4(-39.790344, 3.034700, -227.321213, 1.000000)
vec4(-38.163742, 3.009100, -226.259613, 1.000000)
vec4(-38.434841, 2.933500, -226.976913, 1.000000)
vec4(-40.598843, 3.118800, -227.402313, 1.000000)
vec4(-39.177643, 3.002800, -227.049713, 1.000000)
vec4(-40.940742, 3.084300, -228.003311, 1.000000)
vec4(-41.418144, 2.812800, -230.916916, 1.000000)
vec4(-40.943241, 2.975000, -228.901016, 1.000000)
vec4(-40.980541, 2.885200, -229.708206, 1.000000)
vec4(-42.200642, 2.905500, -231.110718, 1.000000)
vec4(-42.475243, 2.892100, -231.671310, 1.000000)
vec4(-45.884243, 3.901200, -226.581619, 1.000000)
vec4(-42.322742, 2.796400, -232.472717, 1.000000)
vec4(-44.183842, 2.999400, -233.613708, 1.000000)
vec4(-43.537941, 2.981000, -232.506714, 1.000000)
vec4(-43.699142, 2.861700, -234.491211, 1.000000)
vec4(-44.414543, 3.096400, -232.791916, 1.000000)
vec4(-45.617744, 3.180200, -234.470108, 1.000000)
vec4(-44.572144, 2.868600, -237.419617, 1.000000)
vec4(-44.299343, 2.802200, -238.079208, 1.000000)
vec4(-54.153042, 4.713800, -232.562607, 1.000000)
vec4(-43.941143, 2.725300, -238.720413, 1.000000)
vec4(-44.408844, 2.798800, -239.270111, 1.000000)
vec4(-60.780441, 5.871600, -231.841309, 1.000000)
vec4(-44.960442, 2.890700, -239.849014, 1.000000)
vec4(-44.027245, 2.724800, -240.462906, 1.000000)
vec4(-56.089542, 4.970700, -234.187515, 1.000000)
vec4(-51.056740, 3.967200, -241.333313, 1.000000)
vec4(-41.552143, 2.296000, -241.433914, 1.000000)
vec4(-41.668640, 2.325300, -241.940811, 1.000000)
vec4(-40.696842, 2.164100, -242.292313, 1.000000)
vec4(-42.028942, 2.417700, -243.020920, 1.000000)
vec4(-42.155941, 2.460400, -243.580215, 1.000000)
