vec3(-3.640943, 0.000000, -19.773281)
vec4(1.332357, -1.258700, -17.589382, 1.000000)
vec4(1.196157, -1.265200, -17.382782, 1.000000)
vec4(1.200858, -1.298300, -17.699982, 1.000000)
vec4(1.015758, -1.290500, -17.546581, 1.000000)
vec4(0.951957, -1.318900, -17.278080, 1.000000)
vec4(1.226957, -1.378900, -17.678082, 1.000000)
vec4(0.998657, -1.358300, -17.562181, 1.000000)
vec4(0.997458, -1.407000, -17.233582, 1.000000)
vec4(1.231457, -1.454300, -17.674381, 1.000000)
vec4(1.000757, -1.431800, -17.560181, 1.000000)
vec4(0.995657, -1.482000, -17.235281, 1.000000)
vec4(1.235958, -1.530100, -17.670582, 1.000000)
vec4(1.002957, -1.505800, -17.558281, 1.000000)
vec4(0.994257, -1.557400, -17.236681, 1.000000)
vec4(1.240458, -1.606500, -17.666780, 1.000000)
vec4(1.005157, -1.580200, -17.556381, 1.000000)
vec4(1.245058, -1.683400, -17.662981, 1.000000)
vec4(1.007358, -1.655100, -17.554380, 1.000000)
vec4(1.249658, -1.761000, -17.659182, 1.000000)
vec4(1.009557, -1.730600, -17.552481, 1.000000)
vec4(1.254357, -1.839200, -17.655182, 1.000000)
vec4(1.011757, -1.806600, -17.550482, 1.000000)
vec4(1.259257, -1.918100, -17.651180, 1.000000)
vec4(1.014358, -1.883200, -17.548182, 1.000000)
vec4(1.264157, -1.997700, -17.647081, 1.000000)
vec4(1.018457, -1.961100, -17.544481, 1.000000)
vec4(1.269157, -2.078000, -17.642881, 1.000000)
vec4(1.022557, -2.039700, -17.540680, 1.000000)
vec4(1.440057, -2.302600, -16.800682, 1.000000)
vec4(1.249258, -2.302600, -16.613182, 1.000000)
vec4(1.051457, -2.302600, -16.433182, 1.000000)
vec4(0.847057, -2.302600, -16.260582, 1.000000)
vec4(1.918257, -2.302600, -17.769882, 1.000000)
vec4(1.763457, -2.302600, -17.563782, 1.000000)
vec4(1.274158, -2.159000, -17.638681, 1.000000)
vec4(1.026757, -2.119000, -17.536982, 1.000000)
vec4(1.254357, -2.302600, -16.982380, 1.000000)
vec4(1.070457, -2.302600, -16.801882, 1.000000)
vec4(0.879957, -2.302600, -16.628382, 1.000000)
vec4(0.683057, -2.302600, -16.462082, 1.000000)
vec4(0.480057, -2.302600, -16.303381, 1.000000)
vec4(0.271257, -2.302600, -16.152481, 1.000000)
vec4(0.056957, -2.302600, -16.009481, 1.000000)
vec4(1.862457, -2.302600, -18.116381, 1.000000)
vec4(1.720757, -2.302600, -17.912182, 1.000000)
vec4(1.571558, -2.302600, -17.713381, 1.000000)
vec4(1.277857, -2.240200, -17.635582, 1.000000)
vec4(1.030858, -2.198900, -17.533281, 1.000000)
vec4(1.080457, -2.302600, -17.152580, 1.000000)
vec4(0.903157, -2.302600, -16.978481, 1.000000)
vec4(0.719458, -2.302600, -16.811081, 1.000000)
vec4(0.529557, -2.302600, -16.650782, 1.000000)
vec4(0.333757, -2.302600, -16.497681, 1.000000)
vec4(0.132357, -2.302600, -16.352081, 1.000000)
vec4(-0.074342, -2.302600, -16.214180, 1.000000)
vec4(1.801457, -2.302600, -18.445082, 1.000000)
vec4(1.672257, -2.302600, -18.242781, 1.000000)
vec4(1.535458, -2.302600, -18.045582, 1.000000)
vec4(1.391357, -2.302600, -17.853682, 1.000000)
vec4(1.240158, -2.302600, -17.667282, 1.000000)
vec4(1.032357, -2.278400, -17.531981, 1.000000)
vec4(0.917357, -2.302600, -17.312281, 1.000000)
vec4(0.746158, -2.302600, -17.144180, 1.000000)
vec4(0.568758, -2.302600, -16.982582, 1.000000)
vec4(0.385458, -2.302600, -16.827782, 1.000000)
vec4(0.196357, -2.302600, -16.679981, 1.000000)
vec4(0.001957, -2.302600, -16.539381, 1.000000)
vec4(1.735757, -2.302600, -18.757181, 1.000000)
vec4(1.618258, -2.302600, -18.557180, 1.000000)
vec4(1.493358, -2.302600, -18.361681, 1.000000)
vec4(1.361258, -2.302600, -18.171181, 1.000000)
vec4(1.221957, -2.302600, -17.985682, 1.000000)
vec4(1.075858, -2.302600, -17.805580, 1.000000)
vec4(0.923157, -2.302600, -17.631081, 1.000000)
vec4(0.763958, -2.302600, -17.462481, 1.000000)
vec4(0.598457, -2.302600, -17.299980, 1.000000)
vec4(0.427057, -2.302600, -17.143881, 1.000000)
vec4(0.249957, -2.302600, -16.994282, 1.000000)
vec4(0.067257, -2.302600, -16.851480, 1.000000)
vec4(-0.120643, -2.302600, -16.715580, 1.000000)
vec4(1.665457, -2.302600, -19.053782, 1.000000)
vec4(1.559258, -2.302600, -18.856182, 1.000000)
vec4(1.445657, -2.302600, -18.662781, 1.000000)
vec4(1.324857, -2.302600, -18.473782, 1.000000)
vec4(1.196958, -2.302600, -18.289381, 1.000000)
vec4(1.062357, -2.302600, -18.110081, 1.000000)
vec4(0.921057, -2.302600, -17.935881, 1.000000)
vec4(0.773257, -2.302600, -17.767082, 1.000000)
vec4(0.619358, -2.302600, -17.604080, 1.000000)
vec4(0.459357, -2.302600, -17.446880, 1.000000)
vec4(0.293557, -2.302600, -17.295881, 1.000000)
vec4(0.122257, -2.302600, -17.151180, 1.000000)
vec4(-0.054443, -2.302600, -17.012981, 1.000000)
vec4(1.495358, -2.302600, -19.140982, 1.000000)
vec4(1.392558, -2.302600, -18.949680, 1.000000)
vec4(1.282557, -2.302600, -18.762482, 1.000000)
vec4(1.165658, -2.302600, -18.579580, 1.000000)
vec4(1.041957, -2.302600, -18.401081, 1.000000)
vec4(0.911657, -2.302600, -18.227482, 1.000000)
vec4(0.774858, -2.302600, -18.058882, 1.000000)
vec4(0.631857, -2.302600, -17.895481, 1.000000)
vec4(0.482758, -2.302600, -17.737680, 1.000000)
vec4(0.327957, -2.302600, -17.585581, 1.000000)
vec4(0.167457, -2.302600, -17.439381, 1.000000)
vec4(0.001657, -2.302600, -17.299282, 1.000000)
vec4(1.334457, -2.302600, -19.223480, 1.000000)
vec4(1.234858, -2.302600, -19.038181, 1.000000)
vec4(1.128357, -2.302600, -18.856781, 1.000000)
vec4(1.015058, -2.302600, -18.679581, 1.000000)
vec4(0.895257, -2.302600, -18.506781, 1.000000)
vec4(0.769057, -2.302600, -18.338581, 1.000000)
vec4(0.636558, -2.302600, -18.175282, 1.000000)
vec4(0.498057, -2.302600, -18.016981, 1.000000)
vec4(0.353657, -2.302600, -17.864080, 1.000000)
vec4(0.203657, -2.302600, -17.716681, 1.000000)
vec4(0.048257, -2.302600, -17.575081, 1.000000)
vec4(-0.112442, -2.302600, -17.439482, 1.000000)
vec4(1.271758, -2.302600, -19.484680, 1.000000)
vec4(1.182057, -2.302600, -19.301580, 1.000000)
vec4(1.085457, -2.302600, -19.121981, 1.000000)
vec4(0.982257, -2.302600, -18.946180, 1.000000)
vec4(0.872458, -2.302600, -18.774382, 1.000000)
vec4(0.756258, -2.302600, -18.606880, 1.000000)
vec4(0.633957, -2.302600, -18.443781, 1.000000)
vec4(0.505457, -2.302600, -18.285480, 1.000000)
vec4(0.371257, -2.302600, -18.132080, 1.000000)
vec4(0.231257, -2.302600, -17.983881, 1.000000)
vec4(0.085857, -2.302600, -17.840981, 1.000000)
vec4(-0.064842, -2.302600, -17.703781, 1.000000)
vec4(1.124357, -2.302600, -19.553381, 1.000000)
vec4(1.037257, -2.302600, -19.375782, 1.000000)
vec4(0.943657, -2.302600, -19.201580, 1.000000)
vec4(0.843457, -2.302600, -19.031082, 1.000000)
vec4(0.737057, -2.302600, -18.864382, 1.000000)
vec4(0.624357, -2.302600, -18.701881, 1.000000)
vec4(0.505657, -2.302600, -18.543781, 1.000000)
vec4(0.381057, -2.302600, -18.390181, 1.000000)
vec4(0.250857, -2.302600, -18.241381, 1.000000)
vec4(0.115157, -2.302600, -18.097582, 1.000000)
vec4(-0.025943, -2.302600, -17.958981, 1.000000)
vec4(0.984257, -2.302600, -19.618681, 1.000000)
vec4(0.899757, -2.302600, -19.446381, 1.000000)
vec4(0.808857, -2.302600, -19.277281, 1.000000)
vec4(0.711658, -2.302600, -19.111782, 1.000000)
vec4(0.608257, -2.302600, -18.949982, 1.000000)
vec4(0.498958, -2.302600, -18.792282, 1.000000)
vec4(0.383758, -2.302600, -18.638781, 1.000000)
vec4(0.262857, -2.302600, -18.489681, 1.000000)
vec4(0.136457, -2.302600, -18.345282, 1.000000)
vec4(0.004658, -2.302600, -18.205681, 1.000000)
vec4(-0.132243, -2.302600, -18.071180, 1.000000)
vec4(0.850758, -2.302600, -19.680882, 1.000000)
vec4(0.768757, -2.302600, -19.513481, 1.000000)
vec4(0.680458, -2.302600, -19.349281, 1.000000)
vec4(0.586058, -2.302600, -19.188480, 1.000000)
vec4(0.485757, -2.302600, -19.031481, 1.000000)
vec4(0.379558, -2.302600, -18.878281, 1.000000)
vec4(0.267658, -2.302600, -18.729181, 1.000000)
vec4(0.150257, -2.302600, -18.584381, 1.000000)
vec4(0.027457, -2.302600, -18.444181, 1.000000)
vec4(-0.100443, -2.302600, -18.308580, 1.000000)
vec4(0.723557, -2.302600, -19.740181, 1.000000)
vec4(0.643857, -2.302600, -19.577480, 1.000000)
vec4(0.558057, -2.302600, -19.417980, 1.000000)
vec4(0.466357, -2.302600, -19.261782, 1.000000)
vec4(0.368857, -2.302600, -19.109081, 1.000000)
vec4(0.265657, -2.302600, -18.960281, 1.000000)
vec4(0.156957, -2.302600, -18.815380, 1.000000)
vec4(0.042857, -2.302600, -18.674681, 1.000000)
vec4(-0.076343, -2.302600, -18.538382, 1.000000)
vec4(0.602158, -2.302600, -19.796782, 1.000000)
vec4(0.524657, -2.302600, -19.638580, 1.000000)
vec4(0.441257, -2.302600, -19.483480, 1.000000)
vec4(0.352057, -2.302600, -19.331680, 1.000000)
vec4(0.257357, -2.302600, -19.183281, 1.000000)
vec4(0.156957, -2.302600, -19.038582, 1.000000)
vec4(0.051358, -2.302600, -18.897680, 1.000000)
vec4(-0.059543, -2.302600, -18.760981, 1.000000)
vec4(0.486057, -2.302600, -19.850882, 1.000000)
vec4(0.410657, -2.302600, -19.697081, 1.000000)
vec4(0.329557, -2.302600, -19.546181, 1.000000)
vec4(0.242857, -2.302600, -19.398481, 1.000000)
vec4(0.150657, -2.302600, -19.254181, 1.000000)
vec4(0.053057, -2.302600, -19.113380, 1.000000)
vec4(-0.049643, -2.302600, -18.976381, 1.000000)
vec4(0.374958, -2.302600, -19.902681, 1.000000)
vec4(0.301558, -2.302600, -19.752981, 1.000000)
vec4(0.222657, -2.302600, -19.606182, 1.000000)
vec4(0.138357, -2.302600, -19.462481, 1.000000)
vec4(0.048558, -2.302600, -19.321981, 1.000000)
vec4(-0.046343, -2.302600, -19.184980, 1.000000)
vec4(-0.146343, -2.302600, -19.051682, 1.000000)
vec4(0.268457, -2.302600, -19.952282, 1.000000)
vec4(0.197057, -2.302600, -19.806581, 1.000000)
vec4(0.120257, -2.302600, -19.663681, 1.000000)
vec4(0.038157, -2.302600, -19.523682, 1.000000)
vec4(-0.049242, -2.302600, -19.386982, 1.000000)
vec4(-0.141643, -2.302600, -19.253681, 1.000000)
vec4(0.096757, -2.302600, -19.857981, 1.000000)
vec4(0.021957, -2.302600, -19.718781, 1.000000)
vec4(-0.058043, -2.302600, -19.582481, 1.000000)
vec4(-0.143043, -2.302600, -19.449381, 1.000000)
vec4(0.000458, -2.302600, -19.907381, 1.000000)
vec4(-0.072443, -2.302600, -19.771782, 1.000000)
vec4(-0.150342, -2.302600, -19.638981, 1.000000)
vec4(-0.092143, -2.302600, -19.954781, 1.000000)
