vec3(-39.813423, 0.000000, -397.525818)
vec4(-67.854080, 3.614100, -446.210022, 1.000000)
vec4(-67.223877, 3.559800, -446.737915, 1.000000)
vec4(-67.484077, 3.692300, -447.760193, 1.000000)
vec4(-62.720680, 2.772000, -445.648712, 1.000000)
vec4(-62.843178, 2.870900, -446.443207, 1.000000)
vec4(-61.929176, 2.747600, -446.514008, 1.000000)
vec4(-61.135380, 3.350200, -451.985199, 1.000000)
vec4(-62.175678, 2.888000, -447.456696, 1.000000)
vec4(-60.420177, 3.304500, -452.194000, 1.000000)
vec4(-59.660278, 3.244000, -452.302216, 1.000000)
vec4(-61.191879, 2.748900, -447.403595, 1.000000)
vec4(-65.378677, 5.404400, -462.884216, 1.000000)
vec4(-61.287376, 2.869700, -448.286713, 1.000000)
vec4(-62.774277, 4.809900, -460.572205, 1.000000)
vec4(-60.114380, 2.679300, -447.954224, 1.000000)
vec4(-61.289078, 3.102200, -450.073914, 1.000000)
vec4(-60.966278, 4.449400, -459.262115, 1.000000)
vec4(-59.995579, 2.880200, -449.552704, 1.000000)
vec4(-60.308777, 4.526000, -460.049622, 1.000000)
vec4(-59.224979, 4.425900, -459.915894, 1.000000)
vec4(-58.735977, 7.769500, -479.387695, 1.000000)
vec4(-57.620777, 8.262100, -482.381104, 1.000000)
vec4(-59.296478, 4.898300, -462.702301, 1.000000)
vec4(-57.863380, 10.819900, -496.677917, 1.000000)
vec4(-58.243179, 4.848600, -462.779602, 1.000000)
vec4(-64.481880, 9.419600, -487.370117, 1.000000)
vec4(-60.397476, 7.829100, -479.343597, 1.000000)
vec4(-24.605379, 9.358100, -482.876007, 1.000000)
vec4(-38.614380, 5.231800, -464.168396, 1.000000)
vec4(-46.425678, 0.948800, -441.507111, 1.000000)
vec4(-7.870377, 10.806000, -480.743011, 1.000000)
vec4(6.802921, 12.722800, -480.609009, 1.000000)
vec4(-6.750477, 10.678300, -478.672821, 1.000000)
vec4(10.459423, 12.823700, -476.608307, 1.000000)
vec4(-26.941679, 5.275200, -456.119019, 1.000000)
vec4(9.710323, 12.358800, -473.004913, 1.000000)
vec4(10.486122, 12.242200, -470.457092, 1.000000)
