vec3(-7.527107, 0.000000, -17.555346)
vec4(-0.163207, -0.435100, -18.270645, 1.000000)
vec4(-0.162507, -0.438400, -17.982946, 1.000000)
vec4(-0.161707, -0.442400, -17.690645, 1.000000)
vec4(-0.160007, -0.515400, -18.554045, 1.000000)
vec4(-0.163207, -0.518300, -18.270645, 1.000000)
vec4(-0.162507, -0.522200, -17.983046, 1.000000)
vec4(-0.161707, -0.527000, -17.690645, 1.000000)
vec4(-0.160907, -0.532600, -17.392546, 1.000000)
vec4(-0.164707, -0.595100, -18.835545, 1.000000)
vec4(-0.160007, -0.598200, -18.554045, 1.000000)
vec4(-0.163207, -0.601600, -18.270746, 1.000000)
vec4(-0.162507, -0.606100, -17.983046, 1.000000)
vec4(-0.161707, -0.611600, -17.690645, 1.000000)
vec4(-0.160907, -0.618100, -17.392546, 1.000000)
vec4(-0.164707, -0.677700, -18.835545, 1.000000)
vec4(-0.160007, -0.681200, -18.554045, 1.000000)
vec4(-0.163207, -0.685000, -18.270746, 1.000000)
vec4(-0.162507, -0.690200, -17.983046, 1.000000)
vec4(-0.161707, -0.696500, -17.690645, 1.000000)
vec4(-0.160907, -0.703800, -17.392645, 1.000000)
vec4(-0.153707, -0.713000, -17.085646, 1.000000)
vec4(-0.165407, -0.758000, -19.114346, 1.000000)
vec4(-0.164707, -0.760500, -18.835545, 1.000000)
vec4(-0.160007, -0.764400, -18.554146, 1.000000)
vec4(-0.163207, -0.768600, -18.270746, 1.000000)
vec4(-0.162507, -0.774400, -17.983145, 1.000000)
vec4(-0.161707, -0.781500, -17.690746, 1.000000)
vec4(-0.160907, -0.789700, -17.392645, 1.000000)
vec4(-0.151907, -0.800200, -17.085045, 1.000000)
vec4(-0.165407, -0.840700, -19.114346, 1.000000)
vec4(-0.164707, -0.843400, -18.835545, 1.000000)
vec4(-0.160007, -0.847800, -18.554146, 1.000000)
vec4(-0.163207, -0.852400, -18.270845, 1.000000)
vec4(-0.162507, -0.858900, -17.983145, 1.000000)
vec4(-0.161707, -0.866600, -17.690746, 1.000000)
vec4(-0.160907, -0.875800, -17.392645, 1.000000)
vec4(-0.150007, -0.887600, -17.084446, 1.000000)
vec4(-0.141107, -0.900800, -16.768345, 1.000000)
vec4(-0.165407, -0.923600, -19.114445, 1.000000)
vec4(-0.164707, -0.926500, -18.835646, 1.000000)
vec4(-0.160007, -0.931300, -18.554146, 1.000000)
vec4(-0.163207, -0.936500, -18.270845, 1.000000)
vec4(-0.162507, -0.943500, -17.983145, 1.000000)
vec4(-0.161707, -0.952000, -17.690746, 1.000000)
vec4(-0.160907, -0.962100, -17.392746, 1.000000)
vec4(-0.148107, -0.975300, -17.083845, 1.000000)
vec4(-0.139307, -0.989800, -16.767645, 1.000000)
vec4(-0.166107, -1.005000, -19.391945, 1.000000)
vec4(-0.165407, -1.006700, -19.114445, 1.000000)
vec4(-0.164707, -1.009900, -18.835646, 1.000000)
vec4(-0.160007, -1.015100, -18.554146, 1.000000)
vec4(-0.163207, -1.020700, -18.270845, 1.000000)
