vec3(-6.543231, 0.000000, -91.045204)
vec4(-31.232986, 2.917100, -138.104782, 1.000000)
vec4(-36.664886, 4.060300, -141.726486, 1.000000)
vec4(-35.474987, 3.904000, -142.033585, 1.000000)
vec4(-34.838890, 3.861900, -142.616180, 1.000000)
vec4(-34.215790, 3.826300, -143.187393, 1.000000)
vec4(-35.423187, 4.197300, -145.112488, 1.000000)
vec4(-29.828186, 3.053400, -141.734680, 1.000000)
vec4(-30.032787, 3.199600, -142.778992, 1.000000)
vec4(-28.675686, 2.982100, -142.438187, 1.000000)
vec4(-26.795986, 2.982200, -144.152390, 1.000000)
vec4(-27.441187, 3.328900, -146.128387, 1.000000)
vec4(-29.059986, 3.190600, -143.736282, 1.000000)
vec4(-28.193588, 3.752700, -148.532684, 1.000000)
vec4(-28.190086, 3.092500, -143.793091, 1.000000)
vec4(-27.349087, 3.695400, -148.688187, 1.000000)
vec4(-26.647987, 2.807000, -142.991882, 1.000000)
vec4(-34.890388, 6.643200, -163.651489, 1.000000)
vec4(-28.183388, 4.905600, -156.026184, 1.000000)
vec4(-30.940086, 5.604200, -159.086395, 1.000000)
vec4(-27.011887, 4.808400, -155.944794, 1.000000)
vec4(-26.541988, 8.491700, -177.910782, 1.000000)
vec4(-26.822086, 5.186600, -158.332184, 1.000000)
vec4(-27.380487, 11.136900, -193.033295, 1.000000)
vec4(-26.301687, 5.473900, -160.249588, 1.000000)
vec4(-29.478188, 8.135100, -175.075287, 1.000000)
vec4(-28.186386, 8.406700, -177.028595, 1.000000)
vec4(6.321012, 9.667000, -180.730286, 1.000000)
vec4(22.608814, 10.798800, -178.046585, 1.000000)
vec4(24.120914, 10.736300, -176.281784, 1.000000)
vec4(41.745811, 12.571700, -172.086578, 1.000000)
vec4(44.221214, 12.775300, -170.503296, 1.000000)
vec4(38.767113, 13.053600, -180.193588, 1.000000)
vec4(-9.014088, 1.513600, -135.258484, 1.000000)
vec4(-7.566788, 1.706800, -134.858185, 1.000000)
vec4(4.149513, 4.133800, -142.158188, 1.000000)
vec4(-7.565787, 1.679200, -134.464890, 1.000000)
vec4(-7.567887, 1.737700, -135.265091, 1.000000)
vec4(-7.564787, 1.654900, -134.083481, 1.000000)
vec4(-7.563888, 1.633600, -133.712585, 1.000000)
vec4(-7.562887, 1.615000, -133.350586, 1.000000)
vec4(-8.989087, 1.328500, -132.353592, 1.000000)
vec4(-8.982187, 1.341100, -132.646988, 1.000000)
vec4(-9.006087, 1.316100, -132.063583, 1.000000)
vec4(-9.002487, 1.299000, -130.667984, 1.000000)
vec4(-9.005387, 1.309000, -131.780685, 1.000000)
vec4(-9.001787, 1.301200, -130.390488, 1.000000)
vec4(-9.004687, 1.303700, -131.500580, 1.000000)
vec4(-9.001087, 1.305200, -130.111694, 1.000000)
vec4(-9.003887, 1.300300, -131.222290, 1.000000)
vec4(-9.000287, 1.311100, -129.830780, 1.000000)
vec4(-9.003187, 1.298700, -130.944992, 1.000000)
vec4(-8.999587, 1.318900, -129.546890, 1.000000)
vec4(-8.969887, 1.345600, -128.959686, 1.000000)
vec4(-8.978687, 1.332300, -129.254990, 1.000000)
vec4(-7.549687, 1.620700, -128.243683, 1.000000)
vec4(-7.544687, 1.748400, -126.310585, 1.000000)
vec4(-7.548687, 1.640100, -127.878891, 1.000000)
vec4(-7.543488, 1.784300, -125.882484, 1.000000)
vec4(-7.547788, 1.662400, -127.504784, 1.000000)
vec4(-7.546787, 1.687800, -127.119789, 1.000000)
vec4(4.211514, 4.255100, -118.245789, 1.000000)
vec4(-7.545688, 1.716300, -126.722389, 1.000000)
