vec3(-21.993244, 0.000000, -230.256348)
vec4(-46.683479, 2.919800, -277.315247, 1.000000)
vec4(-52.116783, 4.064600, -280.937225, 1.000000)
vec4(-50.926682, 3.908300, -281.244324, 1.000000)
vec4(-50.290482, 3.866500, -281.827026, 1.000000)
vec4(-49.667381, 3.831000, -282.398346, 1.000000)
vec4(-50.875980, 4.203000, -284.324249, 1.000000)
vec4(-45.277081, 3.057100, -280.943848, 1.000000)
vec4(-45.481583, 3.203600, -281.988037, 1.000000)
vec4(-44.118980, 2.984600, -281.641937, 1.000000)
vec4(-44.502380, 3.193300, -282.938538, 1.000000)
vec4(-43.639778, 3.097000, -283.002930, 1.000000)
vec4(-42.099079, 2.811600, -282.203339, 1.000000)
vec4(-42.246979, 2.987200, -283.363647, 1.000000)
vec4(-42.891380, 3.334400, -285.338623, 1.000000)
vec4(-43.644180, 3.759100, -287.743225, 1.000000)
vec4(-42.799580, 3.701900, -287.898743, 1.000000)
vec4(-50.339279, 6.654400, -302.858429, 1.000000)
vec4(-46.397079, 5.616900, -298.309143, 1.000000)
vec4(-43.629181, 4.912800, -295.226746, 1.000000)
vec4(-42.458282, 4.815700, -295.145935, 1.000000)
vec4(-42.257782, 5.189200, -297.503937, 1.000000)
vec4(-41.994980, 8.510800, -317.133026, 1.000000)
vec4(-41.750778, 5.483800, -299.456146, 1.000000)
vec4(-42.828979, 11.157300, -332.232422, 1.000000)
vec4(-44.928879, 8.151200, -314.285950, 1.000000)
vec4(-43.641281, 8.426500, -316.255951, 1.000000)
vec4(-9.042980, 9.721100, -320.127045, 1.000000)
vec4(6.810719, 10.718600, -316.832245, 1.000000)
vec4(8.764820, 10.777000, -315.594543, 1.000000)
vec4(26.332718, 12.594000, -311.319550, 1.000000)
vec4(23.343319, 13.077000, -319.423523, 1.000000)
vec4(28.805618, 12.796300, -309.732422, 1.000000)
vec4(-23.016781, 1.708100, -274.068634, 1.000000)
vec4(-24.464081, 1.515100, -274.469025, 1.000000)
vec4(-23.015781, 1.680500, -273.675446, 1.000000)
vec4(-23.014780, 1.656000, -273.294037, 1.000000)
vec4(-23.013882, 1.634500, -272.923126, 1.000000)
vec4(-11.300480, 4.137700, -281.367950, 1.000000)
vec4(-23.012880, 1.615800, -272.561127, 1.000000)
vec4(-24.431780, 1.341700, -271.857727, 1.000000)
vec4(-23.017879, 1.739200, -274.475647, 1.000000)
vec4(-24.438780, 1.329000, -271.564331, 1.000000)
vec4(-24.452480, 1.299000, -269.878723, 1.000000)
vec4(-24.456081, 1.316500, -271.274231, 1.000000)
vec4(-24.455379, 1.309300, -270.991425, 1.000000)
vec4(-24.451780, 1.301000, -269.601227, 1.000000)
vec4(-24.454681, 1.303900, -270.711243, 1.000000)
vec4(-24.451080, 1.304900, -269.322449, 1.000000)
vec4(-24.453979, 1.300400, -270.432953, 1.000000)
vec4(-24.453180, 1.298800, -270.155731, 1.000000)
vec4(-24.450279, 1.310700, -269.041443, 1.000000)
vec4(-24.420380, 1.344900, -268.170532, 1.000000)
