vec3(-8.758986, 0.000000, -24.943922)
vec4(0.308414, -1.368500, -18.077221, 1.000000)
vec4(-0.280886, -1.389900, -17.302921, 1.000000)
vec4(-0.287986, -1.454200, -16.546623, 1.000000)
vec4(0.309415, -1.510900, -18.077221, 1.000000)
vec4(-0.274385, -1.471000, -17.999123, 1.000000)
vec4(-0.280886, -1.534100, -17.303921, 1.000000)
vec4(-0.287986, -1.604600, -16.547623, 1.000000)
vec4(0.310514, -1.653700, -18.077221, 1.000000)
vec4(-0.274385, -1.609600, -18.000023, 1.000000)
vec4(-0.292485, -1.676000, -17.318022, 1.000000)
vec4(-0.287986, -1.755500, -16.548622, 1.000000)
vec4(-0.279985, -1.679800, -18.655323, 1.000000)
vec4(-0.274385, -1.748700, -18.001022, 1.000000)
vec4(-0.280886, -1.823200, -17.305822, 1.000000)
vec4(-0.287986, -1.906700, -16.549721, 1.000000)
vec4(0.312514, -1.940700, -18.077122, 1.000000)
vec4(-0.274385, -1.888100, -18.001923, 1.000000)
vec4(-0.280886, -1.968300, -17.306822, 1.000000)
vec4(-0.287986, -2.058400, -16.550722, 1.000000)
vec4(0.313515, -2.084900, -18.077122, 1.000000)
vec4(-0.274385, -2.028100, -18.002823, 1.000000)
vec4(0.314614, -2.229700, -18.077122, 1.000000)
vec4(-0.274385, -2.168500, -18.003822, 1.000000)
vec4(0.202615, -2.345500, -18.187523, 1.000000)
vec4(-0.277386, -2.308600, -18.007923, 1.000000)
vec4(-0.315386, -2.345500, -18.694523, 1.000000)
vec4(-0.639585, -2.345500, -18.390522, 1.000000)
vec4(-0.778585, -2.345500, -19.148022, 1.000000)
vec4(-1.084685, -2.345500, -18.860321, 1.000000)
vec4(-1.400785, -2.345500, -18.584221, 1.000000)
vec4(-1.195385, -2.345500, -19.556023, 1.000000)
vec4(-1.485186, -2.345500, -19.283022, 1.000000)
