vec3(-7.016571, 0.000000, -95.245697)
vec4(-30.300426, 3.056900, -145.933273, 1.000000)
vec4(-31.706825, 2.919700, -142.304565, 1.000000)
vec4(-30.504927, 3.203400, -146.977371, 1.000000)
vec4(-37.140026, 4.064500, -145.926575, 1.000000)
vec4(-35.950027, 3.908200, -146.233765, 1.000000)
vec4(-29.142527, 2.984500, -146.631470, 1.000000)
vec4(-35.313728, 3.866300, -146.816376, 1.000000)
vec4(-34.690727, 3.830900, -147.387665, 1.000000)
vec4(-29.525927, 3.193200, -147.928177, 1.000000)
vec4(-35.899227, 4.202800, -149.313568, 1.000000)
vec4(-28.663126, 3.096900, -147.992279, 1.000000)
vec4(-27.270327, 2.987000, -148.353073, 1.000000)
vec4(-27.122425, 2.811500, -147.192673, 1.000000)
vec4(-27.914726, 3.334200, -150.327972, 1.000000)
vec4(-28.667526, 3.758900, -152.732666, 1.000000)
vec4(-28.652725, 4.912500, -160.216476, 1.000000)
vec4(-27.822926, 3.701700, -152.888168, 1.000000)
vec4(-27.481827, 4.815400, -160.135574, 1.000000)
vec4(-35.362724, 6.654000, -167.847977, 1.000000)
vec4(-27.281628, 5.189100, -162.494675, 1.000000)
vec4(-31.420126, 5.616500, -163.298065, 1.000000)
vec4(-26.774227, 5.483400, -164.445679, 1.000000)
vec4(-27.018227, 8.510200, -182.122070, 1.000000)
vec4(-29.952227, 8.150600, -179.275269, 1.000000)
vec4(-27.852427, 11.156600, -197.222168, 1.000000)
vec4(-28.664425, 8.425800, -181.244781, 1.000000)
vec4(5.930473, 9.719200, -185.109573, 1.000000)
vec4(21.785175, 10.717400, -181.818970, 1.000000)
vec4(23.738075, 10.775600, -180.580170, 1.000000)
vec4(38.319073, 13.076100, -184.412277, 1.000000)
vec4(41.308174, 12.593200, -176.308167, 1.000000)
vec4(43.781075, 12.795500, -174.721268, 1.000000)
vec4(-8.040127, 1.708100, -139.058075, 1.000000)
vec4(-8.039126, 1.680400, -138.664780, 1.000000)
vec4(-8.038126, 1.656000, -138.283478, 1.000000)
vec4(-9.487427, 1.515000, -139.458466, 1.000000)
vec4(-8.037227, 1.634500, -137.912476, 1.000000)
vec4(-8.036226, 1.615800, -137.550476, 1.000000)
vec4(-9.455126, 1.341700, -136.847076, 1.000000)
vec4(3.676174, 4.137600, -146.357269, 1.000000)
vec4(-9.462126, 1.329000, -136.553665, 1.000000)
vec4(-9.479426, 1.316500, -136.263565, 1.000000)
vec4(-8.041226, 1.739100, -139.464966, 1.000000)
vec4(-9.478726, 1.309200, -135.980774, 1.000000)
vec4(-9.478026, 1.303900, -135.700577, 1.000000)
vec4(-9.475826, 1.299000, -134.868073, 1.000000)
vec4(-9.477326, 1.300400, -135.422272, 1.000000)
vec4(-9.475126, 1.301000, -134.590576, 1.000000)
vec4(-9.476526, 1.298800, -135.145065, 1.000000)
vec4(-9.474426, 1.304900, -134.311768, 1.000000)
vec4(-9.443727, 1.344900, -133.159866, 1.000000)
vec4(-8.023026, 1.619800, -132.443573, 1.000000)
vec4(-9.473626, 1.310700, -134.030869, 1.000000)
