vec3(-5.642203, 0.000000, -18.461010)
vec4(1.723997, -1.485700, -18.298611, 1.000000)
vec4(1.745597, -1.507900, -17.986811, 1.000000)
vec4(1.749597, -1.529100, -17.672010, 1.000000)
vec4(1.723997, -1.574100, -18.298611, 1.000000)
vec4(1.745597, -1.597600, -17.986811, 1.000000)
vec4(1.746897, -1.619500, -17.673111, 1.000000)
vec4(1.723197, -1.645700, -18.596710, 1.000000)
vec4(1.723997, -1.663000, -18.298611, 1.000000)
vec4(1.743896, -1.687400, -17.987410, 1.000000)
vec4(1.744097, -1.710300, -17.674210, 1.000000)
vec4(1.744197, -1.736300, -17.351910, 1.000000)
vec4(1.723197, -1.734000, -18.596710, 1.000000)
vec4(1.723997, -1.752200, -18.298710, 1.000000)
vec4(1.741197, -1.777300, -17.988310, 1.000000)
vec4(1.741397, -1.801400, -17.675209, 1.000000)
vec4(1.741397, -1.828800, -17.353210, 1.000000)
vec4(1.723197, -1.822800, -18.596809, 1.000000)
vec4(1.723997, -1.842000, -18.298710, 1.000000)
vec4(1.738497, -1.867700, -17.989309, 1.000000)
vec4(1.738596, -1.893000, -17.676310, 1.000000)
vec4(1.738596, -1.921700, -17.354410, 1.000000)
vec4(1.723197, -1.912100, -18.596809, 1.000000)
vec4(1.723997, -1.932200, -18.298710, 1.000000)
vec4(1.735697, -1.958400, -17.990210, 1.000000)
vec4(1.735796, -1.984900, -17.677410, 1.000000)
vec4(1.735697, -2.015000, -17.355610, 1.000000)
vec4(-0.760803, -1.606500, -16.354509, 1.000000)
vec4(1.722397, -1.984100, -18.889210, 1.000000)
vec4(1.723197, -2.001900, -18.596809, 1.000000)
vec4(1.723997, -2.022900, -18.298809, 1.000000)
vec4(1.732996, -2.049600, -17.991211, 1.000000)
vec4(1.732996, -2.077300, -17.678511, 1.000000)
vec4(1.732897, -2.108800, -17.356911, 1.000000)
vec4(1.727297, -2.142800, -17.027411, 1.000000)
vec4(-0.756203, -1.683400, -16.350710, 1.000000)
vec4(1.722397, -2.073600, -18.889210, 1.000000)
vec4(1.723197, -2.092200, -18.596910, 1.000000)
vec4(1.723997, -2.114100, -18.298809, 1.000000)
vec4(1.730196, -2.141200, -17.992210, 1.000000)
vec4(1.730196, -2.170200, -17.679609, 1.000000)
vec4(1.729997, -2.203100, -17.358110, 1.000000)
vec4(1.727297, -2.239400, -17.027510, 1.000000)
vec4(-0.751603, -1.761000, -16.346910, 1.000000)
vec4(1.722397, -2.163600, -18.889311, 1.000000)
vec4(1.723197, -2.183100, -18.596910, 1.000000)
vec4(1.723997, -2.206000, -18.298809, 1.000000)
vec4(1.727396, -2.233300, -17.993111, 1.000000)
vec4(1.727297, -2.263500, -17.680710, 1.000000)
vec4(1.727097, -2.297800, -17.359310, 1.000000)
vec4(-0.746903, -1.839200, -16.342911, 1.000000)
vec4(1.722397, -2.254300, -18.889311, 1.000000)
vec4(1.723197, -2.274500, -18.596910, 1.000000)
vec4(1.723997, -2.298300, -18.298910, 1.000000)
vec4(1.787697, -2.345900, -17.973011, 1.000000)
vec4(1.688396, -2.345900, -17.695410, 1.000000)
vec4(1.578897, -2.345900, -17.421810, 1.000000)
vec4(1.459096, -2.345900, -17.152510, 1.000000)
vec4(1.329297, -2.345900, -16.887909, 1.000000)
vec4(1.189597, -2.345900, -16.628309, 1.000000)
vec4(1.040297, -2.345900, -16.374210, 1.000000)
vec4(-0.742003, -1.918100, -16.338909, 1.000000)
vec4(1.723597, -2.345900, -18.889111, 1.000000)
vec4(1.658997, -2.345900, -18.613211, 1.000000)
vec4(1.583897, -2.345900, -18.340010, 1.000000)
vec4(1.498697, -2.345900, -18.069809, 1.000000)
vec4(1.403397, -2.345900, -17.803009, 1.000000)
vec4(1.298097, -2.345900, -17.540010, 1.000000)
vec4(1.182997, -2.345900, -17.281210, 1.000000)
vec4(1.058197, -2.345900, -17.026810, 1.000000)
vec4(0.923996, -2.345900, -16.777411, 1.000000)
vec4(0.780497, -2.345900, -16.533211, 1.000000)
vec4(0.627897, -2.345900, -16.294609, 1.000000)
vec4(0.466496, -2.345900, -16.061810, 1.000000)
vec4(-0.737103, -1.997700, -16.334810, 1.000000)
vec4(1.498197, -2.345900, -19.216009, 1.000000)
vec4(1.445997, -2.345900, -18.948311, 1.000000)
vec4(1.383797, -2.345900, -18.682911, 1.000000)
vec4(1.311597, -2.345900, -18.419910, 1.000000)
vec4(1.229597, -2.345900, -18.159910, 1.000000)
vec4(1.137897, -2.345900, -17.903210, 1.000000)
vec4(1.036597, -2.345900, -17.650110, 1.000000)
vec4(0.925797, -2.345900, -17.401011, 1.000000)
vec4(0.805797, -2.345900, -17.156210, 1.000000)
vec4(0.676597, -2.345900, -16.916210, 1.000000)
vec4(0.538496, -2.345900, -16.681210, 1.000000)
vec4(0.391696, -2.345900, -16.451611, 1.000000)
vec4(0.127897, -2.302600, -16.305710, 1.000000)
vec4(-0.032703, -2.302600, -16.091810, 1.000000)
vec4(-0.732103, -2.078000, -16.330610, 1.000000)
vec4(1.277697, -2.345900, -19.521111, 1.000000)
vec4(1.237097, -2.345900, -19.261511, 1.000000)
vec4(1.186797, -2.345900, -19.003710, 1.000000)
vec4(1.126897, -2.345900, -18.747910, 1.000000)
vec4(1.057297, -2.345900, -18.494610, 1.000000)
vec4(0.978297, -2.345900, -18.244110, 1.000000)
vec4(0.889897, -2.345900, -17.996710, 1.000000)
vec4(0.792297, -2.345900, -17.752911, 1.000000)
vec4(0.685596, -2.345900, -17.512909, 1.000000)
vec4(0.569997, -2.345900, -17.277109, 1.000000)
vec4(0.445597, -2.345900, -17.045811, 1.000000)
vec4(0.312497, -2.345900, -16.819410, 1.000000)
