vec3(-4.708743, 0.000000, -19.031925)
vec4(0.264557, -1.258700, -16.848026, 1.000000)
vec4(0.128357, -1.265200, -16.641426, 1.000000)
vec4(0.133057, -1.298300, -16.958626, 1.000000)
vec4(-0.052043, -1.290500, -16.805225, 1.000000)
vec4(-0.115843, -1.318900, -16.536724, 1.000000)
vec4(0.159157, -1.378900, -16.936726, 1.000000)
vec4(-0.069143, -1.358300, -16.820826, 1.000000)
vec4(-0.070343, -1.407000, -16.492226, 1.000000)
vec4(0.163657, -1.454300, -16.933025, 1.000000)
vec4(-0.067043, -1.431800, -16.818825, 1.000000)
vec4(-0.072143, -1.482000, -16.493925, 1.000000)
vec4(0.168157, -1.530100, -16.929226, 1.000000)
vec4(-0.064843, -1.505800, -16.816925, 1.000000)
vec4(-0.073543, -1.557400, -16.495325, 1.000000)
vec4(0.172657, -1.606500, -16.925425, 1.000000)
vec4(-0.062643, -1.580200, -16.815025, 1.000000)
vec4(0.177257, -1.683400, -16.921625, 1.000000)
vec4(-0.060443, -1.655100, -16.813025, 1.000000)
vec4(0.181857, -1.761000, -16.917826, 1.000000)
vec4(-0.058243, -1.730600, -16.811125, 1.000000)
vec4(0.186557, -1.839200, -16.913826, 1.000000)
vec4(-0.056043, -1.806600, -16.809126, 1.000000)
vec4(0.191457, -1.918100, -16.909824, 1.000000)
vec4(-0.053443, -1.883200, -16.806826, 1.000000)
vec4(1.857457, -2.345900, -17.348326, 1.000000)
vec4(1.713957, -2.345900, -17.104126, 1.000000)
vec4(1.561357, -2.345900, -16.865524, 1.000000)
vec4(1.399957, -2.345900, -16.632725, 1.000000)
vec4(0.196357, -1.997700, -16.905725, 1.000000)
vec4(-0.049343, -1.961100, -16.803125, 1.000000)
vec4(1.970057, -2.345900, -18.221025, 1.000000)
vec4(1.859257, -2.345900, -17.971926, 1.000000)
vec4(1.739257, -2.345900, -17.727125, 1.000000)
vec4(1.610057, -2.345900, -17.487125, 1.000000)
vec4(1.471957, -2.345900, -17.252125, 1.000000)
vec4(1.325157, -2.345900, -17.022526, 1.000000)
